Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R
2482,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2483,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2484,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2485,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2486,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2487,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2488,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2489,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2490,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2491,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2492,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2493,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2494,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2495,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2496,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2497,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2498,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2499,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2500,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2501,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2502,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2503,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2504,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2505,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2506,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2507,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2508,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2509,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2510,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2511,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2512,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2513,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2514,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2515,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2516,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2517,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2518,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2519,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2520,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2521,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2522,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2523,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2524,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2525,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2526,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2527,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2528,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2529,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2530,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2531,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2532,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2533,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2534,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
2535,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2536,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2537,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2538,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2539,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2540,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Bareland
2541,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2542,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2543,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2544,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2545,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2546,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2547,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2548,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2549,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2550,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2551,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2552,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2553,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2554,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2555,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2556,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2557,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2558,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2559,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2560,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2561,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2562,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2563,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2564,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2565,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2566,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2567,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2568,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2569,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2570,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2571,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2572,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2573,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2574,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2575,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2576,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2577,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2578,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2579,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2580,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2581,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2582,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2583,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2584,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2585,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2586,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2587,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2588,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2589,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2590,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2591,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
2592,Forest,Cropland,Wetland,Water,Wetland,Water,Grassland,Forest
2593,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2594,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2595,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2596,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2597,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2598,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2599,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Forest
2600,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2601,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2602,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2603,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2604,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2605,Forest,Cropland,Water,NULL,Water,Water,Grassland,Forest
2606,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2607,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2608,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2609,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2610,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2611,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2612,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2613,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2614,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2615,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2616,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2617,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2618,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2619,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2620,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2621,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2622,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2623,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2624,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2625,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2626,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2627,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2628,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
2629,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2630,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2631,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2632,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2633,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2634,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2635,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
2636,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2637,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2638,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2639,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2640,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
2641,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2642,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2643,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2644,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2645,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2646,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2647,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2648,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2649,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2650,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2651,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2652,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2653,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2654,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2655,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2656,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2657,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2658,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2659,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2660,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2661,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2662,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2663,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2664,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2665,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2666,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2667,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2668,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2669,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2670,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2671,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2672,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2673,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2674,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2675,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2676,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2677,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2678,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2679,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2680,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2681,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2682,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2683,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2684,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2685,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2686,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2687,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2688,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2689,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2690,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2691,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2692,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2693,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2694,Forest,Built-up,Water,NULL,Water,Bareland,Grassland,Forest
2695,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2696,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2697,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2698,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2699,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2700,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2701,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2702,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2703,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2704,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2705,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2706,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2707,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2708,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2709,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2710,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2711,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2712,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2713,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2714,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2715,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2716,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2717,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2718,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2719,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2720,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2721,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2722,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2723,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2724,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
2725,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2726,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2727,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2728,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
2729,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2730,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2731,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2732,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
2733,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2734,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2735,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2736,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2737,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2738,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2739,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2740,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2741,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
2742,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2743,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2744,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2745,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2746,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2747,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
2748,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2749,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
2750,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2751,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2752,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2753,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2754,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2755,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2756,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2757,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2758,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
2759,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2760,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
2761,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
2762,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
2763,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2764,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2765,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
2766,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2767,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2768,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2769,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2770,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2771,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2772,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
2773,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2774,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
2775,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2776,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2777,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2778,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2779,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2780,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2781,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2782,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2783,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2784,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2785,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2786,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2787,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2788,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2789,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2790,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2791,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2792,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2793,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2794,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2795,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2796,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2797,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
2798,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2799,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2800,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2801,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
2802,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2803,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
2804,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2805,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2806,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2807,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
2808,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2809,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
