Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHA_M_R
15119,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
15120,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
15121,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
15122,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Cropland
15123,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
15124,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
15125,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15126,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
15127,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
15128,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
15129,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
15130,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
15131,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
15132,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
15133,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
15134,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
15135,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
15136,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15137,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
15138,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
15139,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15140,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
15141,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
15142,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
15143,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
15144,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
15145,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
15146,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
15147,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Wetland,Water
15148,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Water,Water
15149,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Forest,Water
15150,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
15151,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
15152,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
15153,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
15154,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
15155,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
15156,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
15157,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
15158,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
15159,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Grassland
15160,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Water
15161,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Cropland
15162,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
15163,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
15164,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
15165,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
15166,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
15167,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
15168,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
15169,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
15170,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
15171,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
15172,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
15173,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Wetland
15174,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
15175,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
15176,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
15177,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
15178,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15179,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
15180,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
15181,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
15182,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Cropland
15183,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
15184,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
15185,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
15186,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Water
15187,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
15188,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland,Water,Forest
15189,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Water
15190,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
15191,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
15192,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
15193,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
15194,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
15195,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
15196,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
15197,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Water
15198,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
15199,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
15200,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Cropland
15201,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
15202,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
15203,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
15204,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
15205,Water,Water,Bareland,Non_Water,Non_Wetland,Built-up,Water,Grassland
15206,Water,Water,Bareland,Non_Water,Non_Wetland,Built-up,Water,Water
15207,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
15208,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
15209,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
15210,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
15211,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Built-up,Water
15212,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,NULL
15213,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
15214,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
15215,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
15216,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
15217,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
15218,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
15219,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
15220,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
15221,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
15222,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
15223,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
15224,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
15225,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
15226,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
15227,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
15228,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
15229,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
15230,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Water
15231,Water,Water,Bareland,Water,Non_Wetland,NULL,Built-up,Water
15232,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
15233,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Wetland
15234,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
15235,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
15236,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
15237,Water,Water,Bareland,Water,Non_Wetland,Cropland,NULL,Water
15238,Water,Water,Bareland,Water,Non_Wetland,Wetland,NULL,Grassland
15239,Water,Water,Bareland,Water,Non_Wetland,Wetland,NULL,Water
15240,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
15241,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
15242,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
15243,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
15244,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
15245,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Water
15246,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
15247,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
15248,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
15249,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
15250,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
15251,Water,Water,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
15252,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Water
15253,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Grassland
15254,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
15255,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
15256,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
15257,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
15258,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
15259,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
15260,Water,Water,Bareland,Water,Non_Wetland,Water,Built-up,Water
15261,Water,Water,Bareland,Water,Non_Wetland,Water,Built-up,Forest
15262,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
15263,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Cropland
15264,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
15265,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
15266,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
15267,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
15268,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
15269,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
15270,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
15271,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Forest
15272,Water,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
15273,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
15274,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
15275,Water,Water,Bareland,Water,Non_Wetland,Forest,Forest,Water
15276,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
15277,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
15278,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
15279,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
15280,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
15281,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
15282,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
15283,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
15284,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
15285,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
15286,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
15287,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
15288,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
15289,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
15290,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
15291,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
15292,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
15293,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
15294,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
15295,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
15296,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
15297,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
15298,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Water
15299,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
15300,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
15301,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
15302,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
15303,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
15304,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
15305,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
15306,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
15307,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
15308,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
15309,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
15310,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
15311,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Cropland
15312,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
15313,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
15314,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
15315,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
15316,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
15317,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
15318,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
15319,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
15320,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
15321,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
15322,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
15323,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
15324,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
15325,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
15326,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
15327,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
15328,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
15329,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
15330,Water,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Water
15331,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
15332,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
15333,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
15334,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
15335,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
15336,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Water
15337,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
15338,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
15339,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
15340,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
15341,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
15342,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
15343,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
15344,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
15345,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Cropland
15346,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
15347,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
15348,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
15349,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
15350,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Cropland
15351,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
15352,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
15353,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
15354,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
15355,Water,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
15356,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
15357,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
15358,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
15359,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Built-up
15360,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Water
15361,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
15362,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
15363,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
15364,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
15365,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
15366,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
15367,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15368,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
15369,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
15370,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
15371,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
15372,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
15373,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
15374,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
15375,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
15376,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
15377,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
15378,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
15379,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
15380,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Forest
15381,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
15382,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
15383,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
15384,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
15385,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
15386,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
15387,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
15388,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
15389,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
15390,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
15391,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
15392,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
15393,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Water
15394,Water,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Water
15395,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
15396,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
15397,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
15398,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
15399,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
15400,Water,Water,Built-up,Water,Non_Wetland,Wetland,NULL,Water
15401,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
15402,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
15403,Water,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
15404,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
15405,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
15406,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
15407,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
15408,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
15409,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
15410,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
15411,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
15412,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
15413,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
15414,Water,Water,Built-up,Water,Non_Wetland,Built-up,NULL,Water
15415,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
15416,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
15417,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
15418,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Water
15419,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
15420,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
15421,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
15422,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
15423,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
15424,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Built-up
15425,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
15426,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
15427,Water,Water,Built-up,Water,Non_Wetland,Forest,Bareland,Water
15428,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
15429,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
15430,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
15431,Water,Water,Water,NULL,Water,NULL,NULL,Built-up
15432,Water,Water,Water,NULL,Water,NULL,NULL,Water
15433,Water,Water,Water,NULL,Water,NULL,NULL,Forest
15434,Water,Water,Water,NULL,Water,NULL,Shrubland,Water
15435,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
