Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZP_M_R
2177,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
2178,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2179,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2180,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2181,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2182,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2183,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2184,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2185,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2186,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2187,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2188,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2189,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2190,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2191,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
2192,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2193,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2194,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2195,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2196,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
2197,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2198,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2199,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2200,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
2201,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
2202,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2203,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
2204,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2205,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2206,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2207,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
2208,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2209,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2210,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
2211,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
2212,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2213,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2214,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2215,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2216,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2217,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2218,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
2219,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2220,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
2221,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2222,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2223,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
2224,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2225,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2226,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2227,Water,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
2228,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2229,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2230,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2231,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2232,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2233,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2234,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2235,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
2236,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2237,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2238,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2239,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2240,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2241,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
2242,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
2243,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
2244,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
2245,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2246,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2247,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2248,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2249,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2250,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
2251,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2252,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
2253,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2254,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
2255,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2256,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2257,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2258,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2259,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
2260,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2261,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2262,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2263,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2264,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2265,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2266,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2267,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2268,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
2269,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
2270,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
2271,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2272,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2273,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
2274,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
2275,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2276,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2277,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2278,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2279,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2280,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2281,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
2282,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
2283,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
2284,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2285,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2286,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2287,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2288,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2289,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2290,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2291,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
2292,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
2293,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
2294,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2295,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2296,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2297,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2298,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2299,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2300,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
2301,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2302,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2303,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2304,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2305,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2306,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
2307,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2308,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2309,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
2310,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2311,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2312,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2313,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2314,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2315,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2316,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2317,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2318,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2319,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
2320,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2321,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2322,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2323,Water,Water,Water,NULL,Water,NULL,Water,Water
2324,Water,Water,Water,NULL,Water,NULL,Water,Forest
2325,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2326,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
2327,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
2328,Water,Water,Water,NULL,Water,Grassland,Water,Water
2329,Water,Water,Water,NULL,Water,Grassland,Water,Forest
2330,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
2331,Water,Water,Water,NULL,Water,Bareland,NULL,Forest
2332,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
2333,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
2334,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
2335,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
2336,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
2337,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
2338,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
2339,Water,Water,Water,NULL,Water,Bareland,Water,Water
2340,Water,Water,Water,NULL,Water,Bareland,Water,Forest
2341,Water,Water,Water,NULL,Water,Water,NULL,Bareland
2342,Water,Water,Water,NULL,Water,Water,NULL,Water
2343,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
2344,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
2345,Water,Water,Water,NULL,Water,Water,Grassland,Water
2346,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2347,Water,Water,Water,NULL,Water,Water,Wetland,Water
2348,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2349,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
2350,Water,Water,Water,NULL,Water,Water,Bareland,Wetland
2351,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
2352,Water,Water,Water,NULL,Water,Water,Bareland,Water
2353,Water,Water,Water,NULL,Water,Water,Bareland,Forest
2354,Water,Water,Water,NULL,Water,Water,Water,Grassland
2355,Water,Water,Water,NULL,Water,Water,Water,Bareland
2356,Water,Water,Water,NULL,Water,Water,Water,Water
2357,Water,Water,Water,NULL,Water,Water,Water,Forest
2358,Water,Water,Water,NULL,Water,Water,Forest,Water
2359,Water,Water,Water,NULL,Water,Water,Forest,Forest
2360,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
2361,Water,Water,Water,NULL,Water,Forest,Water,Forest
2362,Water,Water,Water,Non_Water,Water,NULL,Water,Water
2363,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2364,Water,Water,Water,Non_Water,Water,Grassland,Bareland,Forest
2365,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
2366,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
2367,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
2368,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
2369,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
2370,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2371,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2372,Water,Water,Water,Non_Water,Water,Water,Bareland,Grassland
2373,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
2374,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
2375,Water,Water,Water,Non_Water,Water,Water,Water,Water
2376,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2377,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2378,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
2379,Water,Water,Water,Non_Water,Water,Forest,Water,Water
2380,Water,Water,Water,Water,Water,NULL,Wetland,Water
2381,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2382,Water,Water,Water,Water,Water,NULL,Water,Water
2383,Water,Water,Water,Water,Water,NULL,Water,Forest
2384,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
2385,Water,Water,Water,Water,Water,Grassland,Bareland,Water
2386,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2387,Water,Water,Water,Water,Water,Grassland,Water,Bareland
2388,Water,Water,Water,Water,Water,Grassland,Water,Water
2389,Water,Water,Water,Water,Water,Grassland,Water,Forest
2390,Water,Water,Water,Water,Water,Wetland,Bareland,Water
2391,Water,Water,Water,Water,Water,Wetland,Water,Water
2392,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
2393,Water,Water,Water,Water,Water,Bareland,Grassland,Bareland
2394,Water,Water,Water,Water,Water,Bareland,Grassland,Water
2395,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
2396,Water,Water,Water,Water,Water,Bareland,Wetland,Water
2397,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
2398,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
2399,Water,Water,Water,Water,Water,Bareland,Bareland,Water
2400,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
2401,Water,Water,Water,Water,Water,Bareland,Water,Water
2402,Water,Water,Water,Water,Water,Bareland,Water,Forest
2403,Water,Water,Water,Water,Water,Water,NULL,Water
2404,Water,Water,Water,Water,Water,Water,NULL,Forest
2405,Water,Water,Water,Water,Water,Water,Grassland,Grassland
2406,Water,Water,Water,Water,Water,Water,Grassland,Water
2407,Water,Water,Water,Water,Water,Water,Grassland,Forest
2408,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2409,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2410,Water,Water,Water,Water,Water,Water,Wetland,Water
2411,Water,Water,Water,Water,Water,Water,Wetland,Forest
2412,Water,Water,Water,Water,Water,Water,Bareland,Grassland
2413,Water,Water,Water,Water,Water,Water,Bareland,Bareland
2414,Water,Water,Water,Water,Water,Water,Bareland,Water
2415,Water,Water,Water,Water,Water,Water,Bareland,Forest
2416,Water,Water,Water,Water,Water,Water,Water,Grassland
2417,Water,Water,Water,Water,Water,Water,Water,Wetland
2418,Water,Water,Water,Water,Water,Water,Water,Bareland
2419,Water,Water,Water,Water,Water,Water,Water,Water
2420,Water,Water,Water,Water,Water,Water,Water,Forest
2421,Water,Water,Water,Water,Water,Water,Forest,Water
2422,Water,Water,Water,Water,Water,Water,Forest,Forest
2423,Water,Water,Water,Water,Water,Forest,Wetland,Forest
2424,Water,Water,Water,Water,Water,Forest,Water,Water
2425,Water,Water,Water,Water,Water,Forest,Water,Forest
2426,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2427,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2428,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2429,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2430,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2431,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2432,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2433,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2434,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2435,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2436,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2437,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
2438,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2439,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2440,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2441,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2442,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2443,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2444,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
2445,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2446,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2447,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2448,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2449,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2450,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2451,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2452,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2453,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2454,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2455,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
2456,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2457,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2458,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2459,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2460,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
2461,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2462,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2463,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2464,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Wetland
2465,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
2466,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2467,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2468,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2469,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2470,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2471,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2472,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2473,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2474,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2475,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2476,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2477,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2478,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2479,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
2480,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2481,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2482,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
2483,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2484,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Water
2485,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2486,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2487,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
2488,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2489,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
2490,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2491,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2492,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2493,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2494,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
2495,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
2496,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2497,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2498,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2499,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2500,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2501,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2502,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2503,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
2504,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2505,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2506,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2507,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
2508,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
2509,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Water
2510,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2511,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
2512,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
2513,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2514,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
2515,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
2516,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2517,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2518,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2519,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
2520,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
2521,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
2522,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
