Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNU_M_R
1443,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1444,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1445,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1446,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1447,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1448,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1449,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1450,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1451,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1452,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1453,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
1454,NULL,Water,Wetland,NULL,NULL,Bareland,Forest,Water
1455,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1456,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1457,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
1458,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1459,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
1460,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1461,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1462,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1463,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1464,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1465,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
1466,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1467,NULL,Water,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
1468,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1469,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
1470,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
1471,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1472,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1473,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1474,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
1475,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1476,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1477,NULL,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1478,NULL,Water,Wetland,NULL,Wetland,Forest,Wetland,Bareland
1479,NULL,Water,Wetland,NULL,Wetland,Forest,Bareland,Wetland
1480,NULL,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
1481,NULL,Water,Wetland,Non_Water,NULL,Bareland,Water,Wetland
1482,NULL,Water,Wetland,Non_Water,NULL,Bareland,Forest,Wetland
1483,NULL,Water,Wetland,Non_Water,NULL,Water,Bareland,Wetland
1484,NULL,Water,Wetland,Non_Water,NULL,Forest,Forest,Wetland
1485,NULL,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
1486,NULL,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1487,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1488,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1489,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1490,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
1491,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1492,NULL,Water,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
1493,NULL,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1494,NULL,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
1495,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
1496,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1497,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
1498,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
1499,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1500,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1501,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
1502,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1503,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1504,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
1505,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1506,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1507,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1508,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1509,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1510,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1511,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
1512,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
1513,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1514,NULL,Water,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
1515,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1516,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1517,NULL,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Water
1518,NULL,Water,Wetland,Water,NULL,Bareland,Water,Water
1519,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1520,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1521,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
1522,NULL,Water,Wetland,Water,Wetland,Cropland,Wetland,Wetland
1523,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1524,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
1525,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1526,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1527,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
1528,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
1529,NULL,Water,Wetland,Water,Wetland,Bareland,Forest,Wetland
1530,NULL,Water,Wetland,Water,Wetland,Bareland,Forest,Bareland
1531,NULL,Water,Wetland,Water,Wetland,Bareland,Forest,Water
1532,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
1533,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Water
1534,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1535,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1536,NULL,Water,Wetland,Water,Wetland,Water,Forest,Wetland
1537,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1538,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1539,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1540,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1541,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1542,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1543,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
1544,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
1545,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Built-up
1546,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1547,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
1548,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
1549,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1550,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1551,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Water
1552,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1553,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1554,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1555,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1556,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1557,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1558,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
1559,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1560,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1561,NULL,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
1562,NULL,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
1563,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1564,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
1565,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1566,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1567,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1568,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1569,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1570,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1571,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1572,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1573,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1574,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
1575,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1576,NULL,Water,Water,NULL,Water,Bareland,Bareland,Bareland
1577,NULL,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
1578,NULL,Water,Water,Water,NULL,Water,Water,Water
1579,NULL,Water,Water,Water,Water,Bareland,NULL,Wetland
1580,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1581,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1582,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1583,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
1584,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1585,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1586,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1587,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1588,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1589,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1590,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland,Forest,Forest
1591,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1592,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1593,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1594,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1595,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Forest,Built-up
1596,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1597,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1598,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1599,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1600,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1601,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1602,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1603,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1604,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1605,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
1606,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1607,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1608,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1609,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1610,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
1611,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1612,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1613,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1614,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1615,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1616,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
1617,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1618,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1619,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1620,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1621,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1622,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
1623,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1624,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
1625,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1626,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1627,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1628,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1629,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1630,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1631,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1632,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1633,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1634,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1635,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
1636,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1637,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1638,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1639,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
1640,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1641,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1642,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1643,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1644,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1645,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1646,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1647,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1648,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1649,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1650,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1651,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1652,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1653,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1654,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1655,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1656,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1657,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1658,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1659,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1660,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1661,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1662,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1663,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1664,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1665,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1666,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Wetland
1667,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1668,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
1669,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1670,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1671,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1672,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1673,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1674,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1675,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1676,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1677,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1678,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1679,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
1680,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1681,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1682,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1683,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1684,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1685,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1686,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1687,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1688,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1689,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1690,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1691,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1692,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
1693,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1694,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1695,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1696,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1697,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1698,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1699,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1700,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1701,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1702,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1703,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
1704,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1705,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Wetland
1706,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1707,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1708,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1709,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1710,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1711,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1712,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1713,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
1714,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1715,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1716,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1717,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1718,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1719,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
1720,NULL,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Grassland
1721,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1722,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1723,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1724,NULL,Forest,Wetland,NULL,Wetland,NULL,Bareland,Wetland
1725,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
1726,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
1727,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1728,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1729,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
1730,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1731,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1732,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1733,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1734,NULL,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1735,NULL,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
1736,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
1737,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1738,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1739,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1740,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1741,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1742,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1743,NULL,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
1744,NULL,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
1745,NULL,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
1746,NULL,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1747,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1748,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1749,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1750,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
1751,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1752,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
1753,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1754,NULL,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
1755,NULL,Forest,Wetland,NULL,Wetland,Bareland,Water,Wetland
1756,NULL,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1757,NULL,Forest,Wetland,NULL,Wetland,Bareland,Forest,Wetland
1758,NULL,Forest,Wetland,NULL,Wetland,Bareland,Forest,Bareland
1759,NULL,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1760,NULL,Forest,Wetland,NULL,Wetland,Built-up,Forest,Grassland
1761,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1762,NULL,Forest,Wetland,NULL,Wetland,Water,Bareland,Wetland
1763,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1764,NULL,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
1765,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
1766,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1767,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
1768,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
1769,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1770,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1771,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1772,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
1773,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
1774,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
1775,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1776,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1777,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
