Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMF_M_R
1971,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1972,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1973,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1974,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
1975,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1976,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1977,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1978,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1979,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1980,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1981,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1982,Cropland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1983,Cropland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1984,Cropland,Wetland,Water,Water,Water,Water,Water,Wetland
1985,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1986,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1987,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1988,Cropland,Water,Water,NULL,Water,Wetland,Wetland,Forest
1989,Cropland,Water,Water,Water,Water,Water,Wetland,Grassland
1990,Cropland,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1991,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1992,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1993,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1994,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1995,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1996,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1997,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1998,Cropland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1999,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2000,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2001,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2002,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2003,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2004,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2005,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2006,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2007,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2008,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2009,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2010,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2011,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2012,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2013,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2014,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2015,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
2016,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2017,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2018,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2019,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2020,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2021,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
2022,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
2023,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2024,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2025,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2026,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
2027,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2028,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2029,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
2030,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2031,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2032,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2033,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
2034,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2035,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2036,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2037,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2038,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2039,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2040,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2041,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2042,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2043,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2044,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
2045,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2046,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
2047,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2048,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2049,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
2050,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2051,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
2052,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2053,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2054,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2055,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2056,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2057,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2058,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2059,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2060,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2061,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
2062,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2063,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2064,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2065,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
2066,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2067,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,NULL
2068,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
2069,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2070,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2071,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2072,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2073,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2074,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
2075,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2076,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
2077,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2078,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
2079,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
2080,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2081,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2082,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2083,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2084,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2085,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2086,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2087,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
2088,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2089,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2090,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
2091,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2092,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2093,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
2094,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2095,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
2096,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2097,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2098,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
2099,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2100,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2101,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
2102,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2103,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2104,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
2105,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
2106,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2107,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
2108,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2109,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2110,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2111,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Bareland
2112,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2113,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2114,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2115,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
2116,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
2117,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2118,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2119,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2120,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2121,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2122,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
2123,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2124,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
2125,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2126,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2127,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
2128,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2129,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
2130,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2131,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,NULL
2132,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2133,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2134,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
2135,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2136,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2137,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
2138,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2139,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2140,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
2141,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2142,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2143,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
2144,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2145,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2146,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2147,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
2148,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
2149,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2150,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2151,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
2152,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2153,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2154,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2155,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2156,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
2157,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2158,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
2159,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,NULL
2160,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2161,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2162,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
2163,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2164,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2165,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2166,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
2167,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
2168,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
2169,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2170,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2171,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2172,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2173,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2174,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2175,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2176,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2177,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2178,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2179,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2180,Wetland,NULL,Water,NULL,Water,Grassland,Water,Wetland
2181,Wetland,NULL,Water,NULL,Water,Grassland,Water,Bareland
2182,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
2183,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2184,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
2185,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Bareland
2186,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2187,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
2188,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
2189,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
2190,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
2191,Wetland,NULL,Water,NULL,Water,Water,Wetland,Bareland
2192,Wetland,NULL,Water,NULL,Water,Water,Wetland,Forest
2193,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
2194,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
2195,Wetland,NULL,Water,NULL,Water,Water,Water,Bareland
2196,Wetland,NULL,Water,NULL,Water,Water,Water,Water
2197,Wetland,NULL,Water,NULL,Water,Water,Water,Forest
2198,Wetland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
2199,Wetland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
2200,Wetland,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
2201,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,NULL
2202,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2203,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
2204,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2205,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
2206,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
2207,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
2208,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Forest
2209,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
2210,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
2211,Wetland,NULL,Water,Non_Water,Water,Water,Water,Bareland
2212,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
2213,Wetland,NULL,Water,Non_Water,Water,Water,Water,Forest
2214,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2215,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
2216,Wetland,NULL,Water,Water,Water,Grassland,Water,Grassland
2217,Wetland,NULL,Water,Water,Water,Grassland,Water,Wetland
2218,Wetland,NULL,Water,Water,Water,Grassland,Water,Bareland
2219,Wetland,NULL,Water,Water,Water,Grassland,Water,Water
2220,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
2221,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
2222,Wetland,NULL,Water,Water,Water,Wetland,Wetland,NULL
2223,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2224,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2225,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
2226,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Forest
2227,Wetland,NULL,Water,Water,Water,Wetland,Water,NULL
2228,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
2229,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
2230,Wetland,NULL,Water,Water,Water,Wetland,Water,Bareland
2231,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
2232,Wetland,NULL,Water,Water,Water,Wetland,Water,Forest
2233,Wetland,NULL,Water,Water,Water,Water,Grassland,Wetland
2234,Wetland,NULL,Water,Water,Water,Water,Wetland,NULL
2235,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
2236,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
2237,Wetland,NULL,Water,Water,Water,Water,Wetland,Bareland
2238,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
2239,Wetland,NULL,Water,Water,Water,Water,Wetland,Forest
2240,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
2241,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
2242,Wetland,NULL,Water,Water,Water,Water,Water,Bareland
2243,Wetland,NULL,Water,Water,Water,Water,Water,Water
2244,Wetland,NULL,Water,Water,Water,Water,Water,Forest
2245,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2246,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2247,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2248,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2249,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2250,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2251,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2252,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2253,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2254,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2255,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2256,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
2257,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2258,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2259,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2260,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2261,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2262,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2263,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2264,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2265,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2266,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2267,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2268,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2269,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2270,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2271,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2272,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2273,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2274,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
2275,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2276,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2277,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
2278,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
2279,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2280,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2281,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2282,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
2283,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2284,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2285,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2286,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2287,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2288,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2289,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
2290,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2291,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2292,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
2293,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2294,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2295,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2296,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2297,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2298,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2299,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
2300,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2301,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2302,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2303,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2304,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
2305,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2306,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2307,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
2308,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2309,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
