Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R
8176,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8177,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8178,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8179,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8180,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8181,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8182,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8183,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8184,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8185,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8186,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8187,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8188,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
8189,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8190,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8191,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8192,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8193,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
8194,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
8195,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
8196,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
8197,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
8198,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
8199,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
8200,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
8201,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
8202,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
8203,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
8204,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8205,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8206,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8207,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8208,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8209,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8210,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8211,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8212,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8213,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8214,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8215,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8216,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8217,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8218,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8219,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8220,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8221,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8222,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
8223,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
8224,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
8225,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
8226,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8227,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
8228,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
8229,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8230,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8231,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8232,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8233,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
8234,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8235,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
8236,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
8237,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8238,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8239,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
8240,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
8241,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8242,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
8243,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
8244,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
8245,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
8246,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
8247,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8248,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
8249,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
8250,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8251,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8252,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8253,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
8254,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8255,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8256,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
8257,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8258,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8259,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8260,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8261,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Bareland
8262,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
8263,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
8264,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Bareland
8265,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
8266,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
8267,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
8268,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8269,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8270,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
8271,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
8272,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8273,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8274,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8275,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8276,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8277,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8278,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
8279,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8280,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
8281,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8282,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8283,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8284,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
8285,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
8286,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
8287,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8288,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
8289,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
8290,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8291,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8292,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8293,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8294,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8295,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
8296,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
8297,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8298,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
8299,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
8300,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
8301,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
8302,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
8303,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
8304,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
8305,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
8306,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8307,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8308,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8309,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8310,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8311,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8312,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8313,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8314,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8315,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8316,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8317,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8318,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8319,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
8320,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
8321,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
8322,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
8323,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
8324,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
8325,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
8326,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8327,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8328,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8329,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8330,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
8331,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
8332,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,Water,Bareland
8333,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,Water,Water
8334,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
8335,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
8336,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Water
8337,Bareland,Cropland,Water,NULL,Water,Bareland,Water,Bareland
8338,Bareland,Cropland,Water,Non_Water,Water,NULL,Water,Water
8339,Bareland,Cropland,Water,Water,Water,NULL,Water,Grassland
8340,Bareland,Cropland,Water,Water,Water,NULL,Water,Water
8341,Bareland,Cropland,Water,Water,Water,Bareland,Water,Water
8342,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8343,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8344,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8345,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
8346,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
8347,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8348,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8349,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
8350,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8351,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8352,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8353,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8354,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8355,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8356,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8357,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8358,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8359,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8360,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8361,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8362,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
8363,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8364,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Bareland
8365,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8366,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
8367,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8368,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
8369,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8370,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8371,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8372,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8373,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8374,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
8375,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
8376,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8377,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
8378,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8379,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8380,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8381,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8382,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
8383,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8384,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
8385,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8386,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
8387,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8388,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8389,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8390,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8391,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8392,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8393,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
8394,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8395,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8396,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8397,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8398,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
8399,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8400,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8401,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8402,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8403,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8404,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8405,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8406,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8407,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8408,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8409,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8410,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8411,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8412,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8413,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8414,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8415,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8416,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8417,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
8418,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8419,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
8420,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
8421,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8422,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8423,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8424,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8425,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8426,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8427,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8428,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8429,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8430,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8431,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8432,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8433,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
8434,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8435,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8436,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8437,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8438,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8439,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8440,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
8441,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
8442,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8443,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8444,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8445,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8446,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8447,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8448,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8449,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8450,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
8451,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8452,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
8453,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8454,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8455,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
8456,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8457,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8458,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8459,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8460,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8461,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8462,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
8463,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
8464,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
8465,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
8466,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8467,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8468,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
8469,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8470,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8471,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
8472,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
8473,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Bareland
8474,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
8475,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
8476,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
8477,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
8478,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
8479,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
8480,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
8481,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
8482,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
8483,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
8484,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
8485,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
