Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGQ_M_R
10100,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
10101,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
10102,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
10103,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
10104,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10105,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
10106,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10107,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10108,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
10109,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10110,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10111,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10112,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10113,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10114,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
10115,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10116,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10117,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10118,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
10119,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
10120,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10121,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10122,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10123,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
10124,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10125,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10126,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10127,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
10128,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10129,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10130,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
10131,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
10132,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
10133,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
10134,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
10135,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10136,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
10137,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10138,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
10139,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
10140,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10141,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10142,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10143,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
10144,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10145,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10146,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10147,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
10148,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10149,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10150,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
10151,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
10152,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10153,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
10154,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
10155,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
10156,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
10157,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10158,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
10159,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10160,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
10161,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
10162,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10163,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
10164,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
10165,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
10166,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
10167,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
10168,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
10169,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10170,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
10171,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
10172,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
10173,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
10174,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10175,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
10176,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
10177,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
10178,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10179,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
10180,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
10181,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
10182,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
10183,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
10184,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10185,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
10186,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10187,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10188,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
10189,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
10190,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10191,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10192,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
10193,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10194,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
10195,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10196,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
10197,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
10198,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10199,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
10200,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10201,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10202,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
10203,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
10204,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
10205,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10206,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10207,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10208,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10209,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
10210,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
10211,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
10212,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
10213,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
10214,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
10215,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
10216,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10217,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10218,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
10219,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
10220,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
10221,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
10222,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
10223,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
10224,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
10225,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
10226,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
10227,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
10228,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
10229,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
10230,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
10231,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
10232,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
10233,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
10234,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
10235,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
10236,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
10237,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
10238,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
10239,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
10240,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
10241,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
10242,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
10243,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
10244,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
10245,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
10246,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10247,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
10248,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
10249,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
10250,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Built-up,Water
10251,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
10252,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Built-up
10253,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
10254,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
10255,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
10256,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
10257,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
10258,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
10259,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
10260,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
10261,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
10262,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
10263,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
10264,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
10265,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
10266,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
10267,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
10268,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
10269,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
10270,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
10271,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
10272,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
10273,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
10274,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
10275,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
10276,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
10277,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
10278,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
10279,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
10280,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
10281,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
10282,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Built-up
10283,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
10284,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
10285,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
10286,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
10287,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
10288,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
10289,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
10290,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
10291,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
10292,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
10293,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
10294,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
10295,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
10296,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
10297,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
10298,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
10299,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
10300,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
10301,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Cropland
10302,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
10303,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
10304,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
10305,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
10306,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
10307,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
10308,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
10309,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
10310,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
10311,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
10312,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
10313,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10314,Water,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10315,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
10316,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
10317,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
10318,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
10319,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
10320,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10321,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Water
10322,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
10323,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10324,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10325,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10326,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10327,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
10328,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Water
10329,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
10330,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
10331,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10332,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10333,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10334,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
10335,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10336,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
10337,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
10338,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
10339,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
10340,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10341,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10342,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10343,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
10344,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
10345,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
10346,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Cropland
10347,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
10348,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
10349,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
10350,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
10351,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
10352,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Water
10353,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
10354,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
10355,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
10356,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
10357,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
10358,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Cropland
10359,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
10360,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
10361,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
10362,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
10363,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
10364,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Water
10365,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
10366,Water,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
10367,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10368,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
10369,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
10370,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
10371,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
10372,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
10373,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10374,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
10375,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
10376,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
10377,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
10378,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
10379,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
10380,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Grassland
10381,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Water,Water
10382,Water,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
10383,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
10384,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
10385,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Grassland
10386,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
10387,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
10388,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
10389,Water,Water,Grassland,Water,Non_Wetland,Forest,Forest,Forest
10390,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10391,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10392,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10393,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10394,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10395,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
10396,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
10397,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10398,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10399,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10400,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10401,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
10402,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
10403,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10404,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10405,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
10406,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
10407,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
10408,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
10409,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
10410,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
10411,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
10412,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
10413,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
10414,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
10415,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
10416,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
10417,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
10418,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
