Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNB_M_R
1035,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1036,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1037,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1038,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1039,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1040,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1041,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1042,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1043,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1044,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1045,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1046,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1047,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1048,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1049,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1050,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1051,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1052,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1053,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1054,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1055,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1056,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1057,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1058,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1059,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1060,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1061,Cropland,Water,Water,Water,Water,Wetland,Water,Grassland
1062,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1063,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1064,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1065,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1066,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1067,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1068,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1069,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1070,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1071,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1072,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1073,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1074,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1075,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1076,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1077,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1078,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1079,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1080,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1081,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1082,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1083,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1084,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1085,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1086,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1087,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1088,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1089,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1090,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1091,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1092,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1093,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1094,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1095,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1096,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1097,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1098,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1099,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1100,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1101,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1102,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1103,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1104,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1105,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1106,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1107,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1108,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1109,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1110,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1111,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1112,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1113,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1114,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1115,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1116,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1117,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1118,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1119,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1120,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1121,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1122,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1123,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1124,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1125,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1126,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1127,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1128,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
1129,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1130,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1131,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1132,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1133,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1134,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
1135,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
1136,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
1137,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
1138,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
1139,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1140,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
1141,Wetland,NULL,Water,Water,Water,Water,Water,Water
1142,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1143,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1144,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1145,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1146,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1147,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1148,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1149,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1150,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1151,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1152,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1153,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1154,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1155,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1156,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1157,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1158,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1159,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1160,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1161,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1162,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1163,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1164,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1165,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1166,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
1167,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1168,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1169,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1170,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1171,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1172,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1173,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1174,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1175,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1176,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1177,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1178,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1179,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1180,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1181,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1182,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1183,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1184,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1185,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1186,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1187,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1188,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1189,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1190,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1191,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1192,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1193,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1194,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1195,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1196,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1197,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1198,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1199,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1200,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1201,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1202,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1203,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1204,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1205,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1206,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1207,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1208,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1209,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1210,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
1211,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1212,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1213,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1214,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1215,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1216,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1217,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1218,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1219,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1220,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
1221,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
1222,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1223,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1224,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1225,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1226,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
1227,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1228,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
1229,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
1230,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1231,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1232,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1233,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1234,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1235,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1236,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1237,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
1238,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1239,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
1240,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1241,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1242,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1243,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1244,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1245,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1246,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1247,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1248,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1249,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1250,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1251,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1252,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1253,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1254,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1255,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1256,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1257,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1258,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1259,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Forest
1260,Wetland,Water,Water,NULL,Water,Wetland,Water,Grassland
1261,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
1262,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
1263,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
1264,Wetland,Water,Water,Water,Water,Water,Wetland,Water
1265,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1266,Wetland,Water,Water,Water,Water,Water,Water,Water
1267,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1268,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1269,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1270,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1271,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1272,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1273,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1274,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1275,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1276,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1277,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1278,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1279,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1280,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1281,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1282,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1283,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1284,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1285,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1286,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1287,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1288,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1289,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1290,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1291,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1292,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1293,Wetland,Forest,Bareland,Water,Non_Wetland,Water,Water,Wetland
1294,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
1295,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1296,Wetland,Forest,Water,Water,Water,Wetland,Water,Grassland
1297,Wetland,Forest,Water,Water,Water,Water,Wetland,Wetland
1298,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
1299,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1300,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1301,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1302,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1303,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1304,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1305,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1306,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1307,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1308,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1309,Bareland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1310,Bareland,NULL,Water,Water,Water,Wetland,Water,Wetland
1311,Bareland,NULL,Water,Water,Water,Water,Water,Grassland
1312,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1313,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
1314,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1315,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1316,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1317,Bareland,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1318,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1319,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1320,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1321,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1322,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1323,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
1324,Bareland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1325,Bareland,Water,Water,NULL,Water,Water,Water,Grassland
1326,Bareland,Water,Water,Water,Water,Water,Water,Grassland
1327,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1328,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1329,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1330,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1331,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1332,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1333,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1334,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1335,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1336,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1337,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1338,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1339,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
1340,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1341,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1342,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1343,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1344,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1345,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
1346,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1347,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1348,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1349,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
1350,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1351,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1352,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1353,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1354,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1355,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1356,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1357,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1358,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
