Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEA_M_R
1748,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1749,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1750,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1751,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1752,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
1753,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1754,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
1755,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1756,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1757,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1758,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
1759,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1760,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1761,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1762,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1763,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1764,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1765,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1766,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1767,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
1768,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1769,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1770,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Water
1771,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
1772,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1773,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1774,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
1775,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
1776,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1777,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
1778,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1779,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1780,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1781,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1782,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
1783,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1784,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
1785,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1786,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1787,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1788,Forest,Water,Water,NULL,Water,NULL,Water,Water
1789,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1790,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1791,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1792,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
1793,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1794,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1795,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1796,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1797,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1798,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1799,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
1800,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1801,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1802,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1803,Forest,Water,Water,NULL,Water,Water,Water,Wetland
1804,Forest,Water,Water,NULL,Water,Water,Water,Water
1805,Forest,Water,Water,NULL,Water,Water,Water,Forest
1806,Forest,Water,Water,NULL,Water,Water,Forest,Water
1807,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1808,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1809,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1810,Forest,Water,Water,NULL,Water,Forest,Water,Water
1811,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1812,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1813,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1814,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1815,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1816,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1817,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1818,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1819,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1820,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1821,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1822,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1823,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1824,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
1825,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
1826,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1827,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1828,Forest,Water,Water,Non_Water,Water,Water,Water,NULL
1829,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
1830,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1831,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1832,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1833,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1834,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
1835,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1836,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1837,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1838,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1839,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1840,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1841,Forest,Water,Water,Water,Water,NULL,Water,Water
1842,Forest,Water,Water,Water,Water,NULL,Water,Forest
1843,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1844,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
1845,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1846,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1847,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
1848,Forest,Water,Water,Water,Water,Wetland,Water,Water
1849,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1850,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1851,Forest,Water,Water,Water,Water,Water,Wetland,Water
1852,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1853,Forest,Water,Water,Water,Water,Water,Water,Grassland
1854,Forest,Water,Water,Water,Water,Water,Water,Wetland
1855,Forest,Water,Water,Water,Water,Water,Water,Water
1856,Forest,Water,Water,Water,Water,Water,Water,Forest
1857,Forest,Water,Water,Water,Water,Water,Forest,Water
1858,Forest,Water,Water,Water,Water,Water,Forest,Forest
1859,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1860,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1861,Forest,Water,Water,Water,Water,Forest,Water,Water
1862,Forest,Water,Water,Water,Water,Forest,Water,Forest
1863,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1864,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1865,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1866,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1867,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1868,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1869,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1870,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1871,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1872,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1873,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1874,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1875,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1876,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1877,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1878,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1879,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1880,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1881,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1882,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1883,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1884,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1885,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1886,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1887,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1888,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1889,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1890,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1891,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1892,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1893,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1894,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1895,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1896,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1897,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1898,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1899,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1900,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1901,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1902,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1903,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1904,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1905,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1906,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1907,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1908,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1909,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1910,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1911,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1912,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1913,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1914,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1915,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1916,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1917,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1918,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1919,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1920,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1921,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1922,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1923,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1924,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1925,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1926,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1927,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1928,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1929,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1930,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1931,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
1932,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1933,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1934,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1935,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1936,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1937,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1938,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1939,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1940,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1941,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1942,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1943,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1944,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1945,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1946,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1947,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1948,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1949,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1950,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1951,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1952,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1953,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1954,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1955,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1956,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1957,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1958,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1959,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1960,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1961,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1962,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1963,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1964,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1965,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1966,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1967,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1968,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1969,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1970,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1971,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1972,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1973,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1974,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1975,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1976,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1977,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1978,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1979,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1980,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1981,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1982,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1983,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1984,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1985,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1986,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1987,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1988,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1989,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1990,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1991,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1992,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1993,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1994,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1995,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1996,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1997,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1998,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1999,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2000,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2001,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2002,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2003,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2004,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2005,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2006,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Bareland
2007,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2008,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2009,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2010,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2011,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
2012,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2013,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2014,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2015,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2016,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2017,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2018,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2019,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2020,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2021,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2022,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2023,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
2024,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2025,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2026,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2027,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2028,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2029,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2030,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2031,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2032,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2033,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2034,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2035,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2036,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2037,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
2038,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2039,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2040,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2041,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2042,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2043,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2044,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2045,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2046,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2047,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2048,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2049,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2050,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2051,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2052,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2053,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2054,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2055,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
2056,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2057,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
2058,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2059,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2060,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2061,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2062,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
2063,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2064,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
2065,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2066,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2067,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2068,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2069,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2070,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2071,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2072,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2073,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2074,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
2075,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2076,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
2077,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2078,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2079,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2080,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2081,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2082,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2083,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2084,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2085,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2086,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2087,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2088,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
2089,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2090,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2091,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2092,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2093,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2094,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2095,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2096,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
2097,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2098,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2099,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2100,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2101,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
2102,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2103,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2104,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2105,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
