Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRM_M_R
5519,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5520,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
5521,Water,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
5522,Water,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
5523,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5524,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5525,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5526,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5527,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
5528,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5529,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5530,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
5531,Water,Bareland,Water,NULL,Water,Bareland,Forest,Bareland
5532,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
5533,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5534,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
5535,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5536,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
5537,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
5538,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5539,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
5540,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5541,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
5542,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5543,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5544,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
5545,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
5546,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
5547,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
5548,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Wetland
5549,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Bareland
5550,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5551,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5552,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5553,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
5554,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
5555,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
5556,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5557,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5558,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5559,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
5560,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5561,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5562,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
5563,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5564,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5565,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5566,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5567,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5568,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5569,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5570,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5571,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5572,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5573,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5574,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5575,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5576,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5577,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5578,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
5579,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
5580,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
5581,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5582,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5583,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
5584,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
5585,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
5586,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5587,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5588,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
5589,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
5590,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
5591,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5592,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5593,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5594,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
5595,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
5596,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
5597,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5598,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5599,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5600,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
5601,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
5602,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
5603,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5604,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5605,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
5606,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5607,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Water
5608,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5609,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5610,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
5611,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5612,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5613,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5614,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5615,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5616,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5617,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
5618,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
5619,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5620,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
5621,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
5622,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
5623,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
5624,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5625,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
5626,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
5627,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5628,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5629,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
5630,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5631,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5632,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5633,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5634,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5635,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5636,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5637,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5638,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5639,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
5640,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
5641,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Water
5642,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
5643,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
5644,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
5645,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
5646,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Wetland
5647,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
5648,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
5649,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
5650,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
5651,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5652,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
5653,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5654,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
5655,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5656,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5657,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5658,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
5659,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
5660,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
5661,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
5662,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
5663,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
5664,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
5665,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
5666,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5667,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5668,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5669,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5670,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5671,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5672,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
5673,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
5674,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
5675,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
5676,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
5677,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5678,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
5679,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5680,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
5681,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5682,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
5683,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
5684,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
5685,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5686,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5687,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
5688,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5689,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
5690,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
5691,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
5692,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5693,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5694,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
5695,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
5696,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
5697,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5698,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
5699,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5700,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
5701,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5702,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
5703,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
5704,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
5705,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
5706,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
5707,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
5708,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
5709,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
5710,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
5711,Water,Water,Wetland,Water,Wetland,Water,Water,Water
5712,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
5713,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
5714,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
5715,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
5716,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5717,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5718,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5719,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
5720,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5721,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5722,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
5723,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5724,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5725,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5726,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
5727,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
5728,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
5729,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Wetland
5730,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
5731,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
5732,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
5733,Water,Water,Water,NULL,Water,Wetland,NULL,Cropland
5734,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
5735,Water,Water,Water,NULL,Water,Wetland,Water,Forest
5736,Water,Water,Water,NULL,Water,Wetland,Forest,Water
5737,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
5738,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
5739,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
5740,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
5741,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
5742,Water,Water,Water,NULL,Water,Bareland,Water,Built-up
5743,Water,Water,Water,NULL,Water,Water,NULL,Grassland
5744,Water,Water,Water,NULL,Water,Water,NULL,Cropland
5745,Water,Water,Water,NULL,Water,Water,NULL,Bareland
5746,Water,Water,Water,NULL,Water,Water,NULL,Forest
5747,Water,Water,Water,NULL,Water,Water,Shrubland,Wetland
5748,Water,Water,Water,NULL,Water,Water,Shrubland,Water
5749,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
5750,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
5751,Water,Water,Water,NULL,Water,Water,Grassland,Water
5752,Water,Water,Water,NULL,Water,Water,Grassland,Forest
5753,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
5754,Water,Water,Water,NULL,Water,Water,Wetland,Forest
5755,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
5756,Water,Water,Water,NULL,Water,Water,Water,Water
5757,Water,Water,Water,NULL,Water,Water,Water,Forest
5758,Water,Water,Water,NULL,Water,Water,Forest,Water
5759,Water,Water,Water,NULL,Water,Water,Forest,Forest
5760,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
5761,Water,Water,Water,NULL,Water,Forest,Water,Water
5762,Water,Water,Water,NULL,Water,Forest,Water,Forest
5763,Water,Water,Water,NULL,Water,Forest,Forest,Water
5764,Water,Water,Water,Non_Water,Water,Bareland,Built-up,Grassland
5765,Water,Water,Water,Non_Water,Water,Water,NULL,Bareland
5766,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
5767,Water,Water,Water,Non_Water,Water,Water,Water,Water
5768,Water,Water,Water,Non_Water,Water,Water,Water,Forest
5769,Water,Water,Water,Non_Water,Water,Water,Forest,Water
5770,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
5771,Water,Water,Water,Non_Water,Water,Forest,Water,Water
5772,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
5773,Water,Water,Water,Water,Water,Wetland,Shrubland,Water
5774,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
5775,Water,Water,Water,Water,Water,Wetland,Water,Water
5776,Water,Water,Water,Water,Water,Wetland,Forest,Wetland
5777,Water,Water,Water,Water,Water,Bareland,Water,Bareland
5778,Water,Water,Water,Water,Water,Bareland,Water,Water
5779,Water,Water,Water,Water,Water,Water,Grassland,Grassland
5780,Water,Water,Water,Water,Water,Water,Grassland,Wetland
5781,Water,Water,Water,Water,Water,Water,Grassland,Water
5782,Water,Water,Water,Water,Water,Water,Water,Grassland
5783,Water,Water,Water,Water,Water,Water,Water,Wetland
5784,Water,Water,Water,Water,Water,Water,Water,Water
5785,Water,Water,Water,Water,Water,Water,Water,Forest
5786,Water,Water,Water,Water,Water,Water,Forest,Wetland
5787,Water,Water,Water,Water,Water,Water,Forest,Water
5788,Water,Water,Water,Water,Water,Water,Forest,Forest
5789,Water,Water,Water,Water,Water,Forest,Water,Water
5790,Water,Water,Water,Water,Water,Forest,Water,Forest
5791,Water,Water,Water,Water,Water,Forest,Forest,Water
5792,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5793,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
5794,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5795,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5796,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5797,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
5798,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
5799,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5800,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
5801,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5802,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
5803,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
5804,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
5805,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5806,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5807,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
5808,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5809,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5810,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5811,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5812,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5813,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
5814,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5815,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Wetland
5816,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5817,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5818,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
5819,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
5820,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
5821,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
5822,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5823,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5824,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5825,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5826,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5827,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
5828,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
5829,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
5830,Water,Forest,Water,NULL,Water,Water,Water,Bareland
5831,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5832,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5833,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
5834,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5835,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5836,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5837,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5838,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5839,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5840,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5841,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5842,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5843,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5844,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5845,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5846,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5847,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5848,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
5849,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5850,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5851,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5852,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5853,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5854,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5855,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5856,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5857,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5858,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5859,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5860,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
