Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFG_M_R
15742,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
15743,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
15744,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Water
15745,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
15746,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
15747,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
15748,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
15749,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
15750,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
15751,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
15752,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
15753,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
15754,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
15755,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
15756,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
15757,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
15758,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
15759,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15760,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
15761,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15762,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
15763,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
15764,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
15765,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
15766,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
15767,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
15768,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Built-up,Water
15769,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
15770,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
15771,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
15772,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
15773,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
15774,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
15775,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
15776,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
15777,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
15778,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
15779,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
15780,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
15781,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
15782,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
15783,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
15784,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
15785,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
15786,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15787,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
15788,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
15789,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15790,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15791,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
15792,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
15793,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
15794,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
15795,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
15796,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15797,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
15798,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
15799,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
15800,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15801,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
15802,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15803,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
15804,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
15805,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15806,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
15807,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
15808,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
15809,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
15810,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
15811,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
15812,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
15813,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
15814,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
15815,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
15816,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
15817,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
15818,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
15819,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
15820,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
15821,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
15822,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
15823,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
15824,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
15825,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
15826,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Wetland,Cropland
15827,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Wetland,Water
15828,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Bareland,Water
15829,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15830,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
15831,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
15832,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
15833,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
15834,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
15835,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
15836,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Bareland
15837,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Water
15838,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
15839,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
15840,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
15841,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
15842,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
15843,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
15844,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
15845,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
15846,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
15847,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
15848,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
15849,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
15850,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
15851,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
15852,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,NULL
15853,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
15854,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
15855,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
15856,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
15857,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
15858,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
15859,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
15860,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
15861,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
15862,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
15863,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
15864,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
15865,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
15866,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
15867,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
15868,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Cropland
15869,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
15870,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
15871,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
15872,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
15873,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
15874,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
15875,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
15876,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
15877,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15878,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
15879,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
15880,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
15881,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
15882,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
15883,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15884,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
15885,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
15886,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
15887,Water,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
15888,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
15889,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
15890,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
15891,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
15892,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
15893,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
15894,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
15895,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15896,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
15897,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
15898,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
15899,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15900,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
15901,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
15902,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
15903,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
15904,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
15905,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
15906,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
15907,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
15908,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15909,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
15910,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
15911,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15912,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
15913,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15914,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
15915,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
15916,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
15917,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15918,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
15919,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
15920,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15921,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
15922,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15923,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
15924,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
15925,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
15926,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
15927,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
15928,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15929,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
15930,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
15931,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
15932,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
15933,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
15934,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
15935,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
15936,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
15937,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
15938,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Water
15939,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
15940,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
15941,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
15942,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
15943,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
15944,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
15945,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Bareland
15946,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
15947,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
15948,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Water
15949,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Grassland
15950,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Water
15951,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
15952,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
15953,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
15954,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
15955,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
15956,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
15957,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
15958,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
15959,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
15960,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Wetland
15961,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
15962,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
15963,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
15964,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
15965,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
15966,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
15967,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
15968,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
15969,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
15970,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
15971,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
15972,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
15973,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
15974,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
15975,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Water
15976,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
15977,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Cropland
15978,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
15979,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
15980,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
15981,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
15982,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Cropland
15983,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Forest
15984,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15985,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
15986,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
15987,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
15988,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
15989,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
15990,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Water
15991,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
15992,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
15993,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
15994,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
15995,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
15996,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
15997,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
15998,Water,Water,Cropland,Water,Non_Wetland,Cropland,Water,Cropland
15999,Water,Water,Cropland,Water,Non_Wetland,Cropland,Water,Water
16000,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
16001,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
16002,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
16003,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
16004,Water,Water,Cropland,Water,Non_Wetland,Wetland,Shrubland,Water
16005,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
16006,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
16007,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
16008,Water,Water,Cropland,Water,Non_Wetland,Wetland,Bareland,Water
16009,Water,Water,Cropland,Water,Non_Wetland,Wetland,Built-up,Water
16010,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
16011,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Cropland
16012,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
16013,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
16014,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
16015,Water,Water,Cropland,Water,Non_Wetland,Wetland,Forest,Water
16016,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
16017,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
16018,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
16019,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
16020,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
16021,Water,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
16022,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
16023,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
16024,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
16025,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
16026,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
16027,Water,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Wetland
16028,Water,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
16029,Water,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
16030,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
16031,Water,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
16032,Water,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Forest
16033,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
16034,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
16035,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
16036,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
16037,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
16038,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
16039,Water,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Water
16040,Water,Water,Cropland,Water,Non_Wetland,Built-up,NULL,Water
16041,Water,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Cropland
16042,Water,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
16043,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Grassland
16044,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Built-up
16045,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Water
16046,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
16047,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Cropland
16048,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
16049,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
16050,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
16051,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
16052,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
16053,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
16054,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
16055,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
