Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVP_M_R
1539,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1540,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1541,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1542,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1543,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1544,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1545,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1546,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1547,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1548,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1549,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1550,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1551,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1552,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1553,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1554,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1555,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1556,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1557,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1558,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1559,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1560,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1561,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1562,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1563,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
1564,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1565,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1566,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1567,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1568,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1569,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1570,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1571,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1572,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1573,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1574,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1575,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1576,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1577,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1578,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1579,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1580,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1581,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1582,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1583,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1584,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1585,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1586,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1587,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1588,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1589,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1590,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1591,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1592,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1593,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1594,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1595,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1596,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1597,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1598,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1599,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1600,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1601,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1602,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1603,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1604,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1605,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1606,Grassland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1607,Grassland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1608,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
1609,Grassland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1610,Grassland,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1611,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1612,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
1613,Grassland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1614,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1615,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1616,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1617,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1618,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1619,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1620,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1621,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1622,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1623,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1624,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1625,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1626,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1627,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1628,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1629,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1630,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1631,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1632,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1633,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1634,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1635,Grassland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1636,Grassland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1637,Grassland,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
1638,Grassland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1639,Grassland,Water,Wetland,Water,Wetland,Water,Bareland,Water
1640,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
1641,Grassland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1642,Grassland,Water,Water,Water,Water,Bareland,Bareland,Water
1643,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1644,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1645,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1646,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1647,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1648,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1649,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1650,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1651,Grassland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1652,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1653,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1654,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1655,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1656,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1657,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1658,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1659,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1660,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1661,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1662,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1663,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1664,Grassland,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1665,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1666,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1667,Grassland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1668,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1669,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1670,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1671,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1672,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1673,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1674,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1675,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1676,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1677,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1678,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1679,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1680,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1681,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1682,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1683,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1684,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1685,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1686,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1687,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1688,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1689,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1690,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1691,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1692,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1693,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1694,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1695,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1696,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1697,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1698,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1699,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1700,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1701,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1702,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1703,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1704,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1705,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1706,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1707,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1708,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1709,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1710,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1711,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1712,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1713,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1714,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1715,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1716,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1717,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1718,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1719,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1720,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1721,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1722,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1723,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1724,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1725,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1726,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1727,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
1728,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1729,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1730,Cropland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1731,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1732,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1733,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1734,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1735,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1736,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1737,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1738,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1739,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1740,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1741,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1742,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1743,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1744,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1745,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1746,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1747,Cropland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1748,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1749,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1750,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1751,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1752,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1753,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1754,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1755,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1756,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1757,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1758,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1759,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1760,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1761,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1762,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1763,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1764,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1765,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1766,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1767,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1768,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1769,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1770,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1771,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1772,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1773,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1774,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1775,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1776,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1777,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1778,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1779,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1780,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1781,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1782,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1783,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1784,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1785,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1786,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1787,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1788,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1789,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1790,Cropland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1791,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1792,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1793,Cropland,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1794,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1795,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1796,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1797,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1798,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1799,Cropland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1800,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1801,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1802,Cropland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1803,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1804,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1805,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1806,Cropland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1807,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1808,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1809,Cropland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1810,Cropland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1811,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1812,Cropland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
1813,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1814,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1815,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1816,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1817,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1818,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1819,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1820,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1821,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1822,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1823,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1824,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1825,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1826,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1827,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1828,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1829,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1830,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1831,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1832,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1833,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1834,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1835,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1836,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1837,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1838,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1839,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1840,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1841,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1842,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1843,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
