Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKR_M_R
5131,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5132,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5133,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
5134,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5135,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
5136,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5137,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
5138,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5139,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5140,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
5141,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
5142,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5143,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5144,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
5145,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5146,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5147,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
5148,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5149,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5150,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5151,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
5152,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5153,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5154,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5155,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5156,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
5157,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5158,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5159,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5160,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5161,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5162,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5163,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
5164,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
5165,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5166,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5167,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5168,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5169,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5170,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5171,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5172,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5173,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
5174,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5175,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
5176,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
5177,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
5178,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
5179,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5180,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5181,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
5182,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5183,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5184,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5185,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5186,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
5187,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5188,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5189,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5190,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5191,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
5192,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5193,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5194,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5195,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5196,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5197,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5198,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5199,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5200,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5201,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5202,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
5203,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
5204,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
5205,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5206,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5207,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
5208,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5209,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5210,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5211,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5212,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
5213,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5214,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5215,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5216,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
5217,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5218,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5219,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
5220,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5221,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5222,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
5223,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
5224,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
5225,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
5226,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
5227,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
5228,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
5229,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5230,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5231,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5232,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5233,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5234,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5235,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
5236,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
5237,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
5238,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
5239,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
5240,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5241,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Wetland
5242,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5243,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
5244,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5245,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5246,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
5247,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5248,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
5249,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Wetland
5250,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
5251,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5252,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5253,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5254,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5255,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5256,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5257,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5258,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5259,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5260,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
5261,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
5262,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5263,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5264,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
5265,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
5266,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
5267,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5268,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5269,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5270,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5271,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5272,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5273,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5274,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5275,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5276,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5277,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
5278,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5279,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
5280,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
5281,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
5282,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5283,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5284,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5285,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5286,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5287,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
5288,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5289,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5290,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
5291,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
5292,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5293,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5294,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5295,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
5296,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
5297,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
5298,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
5299,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5300,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
5301,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
5302,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Water
5303,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
5304,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
5305,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5306,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5307,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
5308,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
5309,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5310,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5311,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5312,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5313,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5314,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5315,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5316,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
5317,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
5318,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
5319,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
5320,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
5321,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
5322,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
5323,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5324,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
5325,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5326,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5327,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5328,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
5329,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5330,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5331,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5332,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
5333,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
5334,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
5335,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
5336,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
5337,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
5338,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
5339,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5340,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5341,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
5342,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
5343,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
5344,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
5345,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
5346,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5347,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
5348,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
5349,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
5350,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
5351,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
5352,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
5353,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
5354,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
5355,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
5356,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
5357,Wetland,NULL,Cropland,Water,Non_Wetland,Forest,Wetland,Grassland
5358,Wetland,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Water
5359,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
5360,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
5361,Wetland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
5362,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5363,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
5364,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
5365,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
5366,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
5367,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
5368,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
5369,Wetland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
5370,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5371,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
5372,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
5373,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5374,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5375,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5376,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
5377,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
5378,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
5379,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
5380,Wetland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
5381,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
5382,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5383,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
5384,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
5385,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
5386,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
5387,Wetland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
5388,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
5389,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
5390,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
5391,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
5392,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
5393,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
5394,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
5395,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
5396,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
5397,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
5398,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
5399,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
5400,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5401,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5402,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5403,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
5404,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
5405,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5406,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5407,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5408,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5409,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5410,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
5411,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5412,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
5413,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
5414,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
5415,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
5416,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
5417,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
5418,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5419,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5420,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5421,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5422,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5423,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5424,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
5425,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5426,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
5427,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5428,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
5429,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
5430,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
5431,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5432,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5433,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
5434,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5435,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5436,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
5437,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
5438,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5439,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5440,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
5441,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5442,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
5443,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5444,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
5445,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
5446,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
5447,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
5448,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5449,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
5450,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
5451,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
5452,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
5453,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
5454,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
5455,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
5456,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
