Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUU_M_R
2013,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2014,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2015,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2016,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2017,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2018,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2019,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2020,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2021,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2022,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
2023,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
2024,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
2025,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
2026,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
2027,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2028,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2029,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2030,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
2031,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
2032,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2033,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2034,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2035,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2036,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2037,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
2038,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2039,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2040,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
2041,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2042,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2043,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2044,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2045,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2046,Water,Water,Water,NULL,Water,NULL,NULL,NULL
2047,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2048,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
2049,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2050,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2051,Water,Water,Water,NULL,Water,NULL,NULL,Water
2052,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2053,Water,Water,Water,NULL,Water,Water,NULL,Water
2054,Water,Water,Water,NULL,Water,Water,NULL,Forest
2055,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2056,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2057,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2058,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2059,Water,Water,Water,Non_Water,Water,Water,NULL,Water
2060,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2061,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2062,Water,Water,Water,Water,Water,NULL,NULL,Water
2063,Water,Water,Water,Water,Water,NULL,NULL,Forest
2064,Water,Water,Water,Water,Water,Water,NULL,Water
2065,Water,Water,Water,Water,Water,Water,NULL,Forest
2066,Water,Water,Water,Water,Water,Water,Water,Water
2067,Water,Water,Water,Water,Water,Forest,NULL,Forest
2068,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2069,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2070,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2071,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2072,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2073,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2074,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2075,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2076,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2077,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2078,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2079,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2080,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2081,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2082,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2083,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2084,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2085,Water,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
2086,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2087,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
2088,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2089,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2090,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2091,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2092,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2093,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2094,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2095,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2096,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2097,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
2098,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2099,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2100,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2101,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2102,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2103,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2104,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
2105,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2106,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2107,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2108,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
2109,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2110,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2111,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2112,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2113,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2114,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2115,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2116,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2117,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2118,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2119,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2120,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
2121,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2122,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2123,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
2124,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2125,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2126,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2127,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2128,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2129,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2130,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2131,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2132,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2133,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
2134,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
2135,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2136,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2137,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2138,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2139,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2140,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2141,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2142,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2143,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2144,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2145,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2146,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2147,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2148,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2149,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2150,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
2151,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2152,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2153,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2154,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2155,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2156,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2157,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2158,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2159,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2160,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
2161,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2162,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2163,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2164,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2165,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2166,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2167,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2168,Forest,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
2169,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2170,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2171,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2172,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2173,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2174,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2175,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2176,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2177,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2178,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2179,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2180,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2181,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2182,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2183,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2184,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2185,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2186,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2187,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2188,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2189,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2190,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2191,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2192,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2193,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2194,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2195,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2196,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2197,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2198,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2199,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2200,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2201,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2202,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2203,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2204,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
2205,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2206,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2207,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2208,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2209,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2210,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2211,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2212,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2213,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2214,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2215,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2216,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2217,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2218,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2219,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
2220,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2221,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2222,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
2223,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2224,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2225,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2226,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2227,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2228,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2229,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2230,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2231,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2232,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
2233,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2234,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2235,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2236,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2237,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2238,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2239,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2240,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
2241,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2242,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2243,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2244,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2245,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2246,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2247,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2248,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2249,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2250,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2251,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2252,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2253,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2254,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
2255,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2256,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2257,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2258,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
2259,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2260,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2261,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
2262,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2263,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2264,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2265,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2266,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2267,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2268,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2269,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2270,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2271,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
2272,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
2273,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
2274,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2275,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
2276,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2277,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
2278,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2279,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2280,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2281,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2282,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2283,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2284,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2285,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2286,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2287,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2288,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2289,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
2290,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2291,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2292,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2293,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2294,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2295,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2296,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2297,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
2298,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2299,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2300,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2301,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2302,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2303,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2304,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2305,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2306,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2307,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2308,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2309,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2310,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2311,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2312,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2313,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2314,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2315,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2316,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2317,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2318,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2319,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2320,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2321,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2322,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2323,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2324,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2325,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2326,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2327,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2328,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2329,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2330,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2331,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2332,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2333,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2334,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2335,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
2336,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2337,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
2338,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2339,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2340,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2341,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2342,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2343,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2344,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2345,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
