Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKB_M_R
9969,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
9970,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
9971,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9972,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9973,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9974,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
9975,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9976,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9977,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9978,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9979,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9980,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
9981,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
9982,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9983,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
9984,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9985,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
9986,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9987,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9988,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9989,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
9990,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9991,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
9992,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9993,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
9994,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9995,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
9996,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9997,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
9998,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9999,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
10000,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
10001,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
10002,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
10003,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
10004,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
10005,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10006,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
10007,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
10008,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
10009,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Water
10010,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10011,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10012,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
10013,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
10014,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
10015,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10016,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
10017,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
10018,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10019,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
10020,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10021,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
10022,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10023,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10024,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10025,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10026,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10027,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10028,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10029,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
10030,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10031,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
10032,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
10033,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
10034,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
10035,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Cropland
10036,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
10037,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
10038,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
10039,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10040,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
10041,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10042,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10043,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
10044,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
10045,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
10046,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
10047,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Bareland
10048,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
10049,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
10050,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
10051,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
10052,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
10053,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
10054,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
10055,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
10056,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,Shrubland,Cropland
10057,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
10058,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
10059,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
10060,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
10061,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
10062,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Cropland
10063,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Forest,Grassland
10064,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
10065,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Water
10066,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10067,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
10068,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
10069,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
10070,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
10071,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,NULL
10072,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10073,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
10074,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
10075,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
10076,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
10077,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
10078,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
10079,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
10080,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland,Grassland,Cropland
10081,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
10082,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
10083,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
10084,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
10085,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
10086,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Water
10087,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Forest
10088,Cropland,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
10089,Cropland,Cropland,Wetland,Water,Wetland,Water,NULL,Water
10090,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
10091,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland,Water
10092,Cropland,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
10093,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
10094,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10095,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
10096,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
10097,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10098,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10099,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
10100,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
10101,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
10102,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
10103,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
10104,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10105,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
10106,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
10107,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
10108,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10109,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
10110,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
10111,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
10112,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
10113,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
10114,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
10115,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
10116,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10117,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10118,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
10119,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10120,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10121,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
10122,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
10123,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10124,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10125,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10126,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10127,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
10128,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
10129,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10130,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
10131,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
10132,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10133,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10134,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10135,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
10136,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
10137,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10138,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
10139,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
10140,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
10141,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
10142,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
10143,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
10144,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
10145,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
10146,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10147,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10148,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Built-up
10149,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
10150,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
10151,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
10152,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
10153,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
10154,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
10155,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
10156,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
10157,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Cropland
10158,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Cropland
10159,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
10160,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10161,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
10162,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
10163,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10164,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10165,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
10166,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10167,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
10168,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10169,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10170,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
10171,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10172,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
10173,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
10174,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10175,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10176,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
10177,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10178,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10179,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
10180,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10181,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
10182,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
10183,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
10184,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
10185,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
10186,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
10187,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
10188,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
10189,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
10190,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
10191,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
10192,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
10193,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
10194,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
10195,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
10196,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10197,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
10198,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10199,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10200,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
10201,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
10202,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
10203,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
10204,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
10205,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
10206,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
10207,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
10208,Cropland,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
10209,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
10210,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
10211,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Bareland
10212,Cropland,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
10213,Cropland,Cropland,Water,NULL,Water,Grassland,Shrubland,Cropland
10214,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
10215,Cropland,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
10216,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
10217,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
10218,Cropland,Cropland,Water,NULL,Water,Cropland,Shrubland,Grassland
10219,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
10220,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
10221,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Built-up
10222,Cropland,Cropland,Water,NULL,Water,Bareland,Shrubland,Grassland
10223,Cropland,Cropland,Water,NULL,Water,Bareland,Shrubland,Cropland
10224,Cropland,Cropland,Water,NULL,Water,Bareland,Shrubland,Forest
10225,Cropland,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
10226,Cropland,Cropland,Water,NULL,Water,Bareland,Bareland,Built-up
10227,Cropland,Cropland,Water,NULL,Water,Bareland,Water,Water
10228,Cropland,Cropland,Water,NULL,Water,Bareland,Forest,Grassland
10229,Cropland,Cropland,Water,NULL,Water,Forest,Grassland,Grassland
10230,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
10231,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
10232,Cropland,Cropland,Water,Non_Water,Water,NULL,Water,Water
10233,Cropland,Cropland,Water,Non_Water,Water,Shrubland,NULL,Grassland
10234,Cropland,Cropland,Water,Non_Water,Water,Bareland,NULL,Grassland
10235,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
10236,Cropland,Cropland,Water,Water,Water,NULL,Grassland,Grassland
10237,Cropland,Cropland,Water,Water,Water,NULL,Water,Grassland
10238,Cropland,Cropland,Water,Water,Water,NULL,Water,Water
10239,Cropland,Cropland,Water,Water,Water,Shrubland,NULL,Grassland
10240,Cropland,Cropland,Water,Water,Water,Grassland,NULL,Grassland
10241,Cropland,Cropland,Water,Water,Water,Grassland,Bareland,Bareland
10242,Cropland,Cropland,Water,Water,Water,Wetland,Water,Water
10243,Cropland,Cropland,Water,Water,Water,Bareland,Water,Grassland
10244,Cropland,Cropland,Water,Water,Water,Bareland,Water,Bareland
10245,Cropland,Cropland,Water,Water,Water,Bareland,Water,Water
10246,Cropland,Cropland,Water,Water,Water,Water,NULL,Forest
10247,Cropland,Cropland,Water,Water,Water,Water,Water,Grassland
10248,Cropland,Cropland,Water,Water,Water,Water,Water,Water
10249,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10250,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10251,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10252,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
10253,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10254,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10255,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10256,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
10257,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
10258,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10259,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10260,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10261,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10262,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10263,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10264,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
10265,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10266,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
10267,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
10268,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10269,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
10270,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
10271,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10272,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
