Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBV_M_R
1800,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1801,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1802,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1803,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1804,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1805,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1806,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1807,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1808,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1809,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1810,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1811,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1812,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1813,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1814,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1815,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1816,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1817,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1818,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1819,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1820,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1821,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1822,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1823,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1824,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1825,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1826,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1827,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1828,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1829,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1830,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1831,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1832,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1833,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1834,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1835,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1836,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1837,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1838,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1839,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1840,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1841,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1842,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1843,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1844,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1845,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
1846,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1847,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1848,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1849,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1850,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
1851,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
1852,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1853,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1854,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
1855,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
1856,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
1857,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1858,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1859,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
1860,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
1861,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1862,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1863,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1864,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1865,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1866,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1867,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1868,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1869,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1870,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1871,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1872,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1873,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1874,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1875,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1876,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1877,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1878,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1879,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1880,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1881,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1882,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1883,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1884,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1885,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1886,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1887,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1888,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1889,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1890,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1891,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1892,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1893,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1894,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1895,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1896,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1897,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1898,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1899,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1900,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1901,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1902,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1903,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
1904,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1905,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
1906,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1907,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1908,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1909,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
1910,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
1911,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1912,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1913,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1914,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1915,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1916,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1917,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1918,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1919,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1920,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1921,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1922,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1923,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1924,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1925,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1926,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1927,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1928,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1929,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1930,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1931,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1932,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1933,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1934,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1935,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1936,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1937,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1938,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1939,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1940,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1941,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1942,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1943,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1944,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1945,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1946,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1947,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1948,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1949,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1950,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1951,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1952,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1953,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1954,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1955,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1956,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1957,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1958,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1959,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
1960,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1961,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1962,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1963,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1964,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1965,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1966,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1967,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1968,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1969,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1970,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1971,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
1972,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1973,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1974,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1975,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1976,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1977,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1978,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1979,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1980,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1981,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1982,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1983,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1984,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1985,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
1986,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1987,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1988,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
1989,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
1990,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1991,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1992,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1993,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1994,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1995,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1996,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
1997,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1998,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1999,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2000,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2001,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2002,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Bareland
2003,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2004,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2005,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2006,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2007,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2008,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2009,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2010,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2011,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
2012,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2013,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2014,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2015,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2016,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2017,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2018,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2019,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
2020,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2021,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2022,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2023,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2024,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2025,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2026,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2027,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2028,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2029,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2030,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2031,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2032,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2033,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2034,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2035,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2036,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2037,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2038,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
2039,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2040,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
2041,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2042,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2043,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2044,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2045,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2046,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2047,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2048,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2049,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
2050,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
2051,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
2052,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
2053,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2054,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Bareland
2055,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
2056,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2057,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2058,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
2059,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2060,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2061,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
2062,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2063,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2064,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2065,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2066,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2067,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2068,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2069,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
2070,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2071,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
2072,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
2073,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2074,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2075,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2076,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2077,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2078,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2079,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2080,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2081,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2082,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2083,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2084,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2085,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2086,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2087,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2088,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2089,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2090,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2091,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2092,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2093,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2094,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2095,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2096,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2097,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
2098,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2099,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
2100,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2101,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2102,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2103,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2104,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2105,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2106,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2107,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2108,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
2109,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2110,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
2111,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
2112,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2113,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Bareland
2114,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2115,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
2116,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,NULL,Forest
2117,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
2118,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
2119,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2120,Forest,Forest,Water,NULL,Water,NULL,Water,Water
2121,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2122,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
2123,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2124,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2125,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2126,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
2127,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2128,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
2129,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2130,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
2131,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2132,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2133,Forest,Forest,Water,NULL,Water,Water,Forest,Water
2134,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2135,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2136,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2137,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2138,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
2139,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2140,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
2141,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2142,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2143,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
2144,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
2145,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
