Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHN_M_R
7040,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
7041,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
7042,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7043,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7044,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7045,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7046,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
7047,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7048,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7049,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7050,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7051,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7052,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,NULL
7053,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7054,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
7055,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland,NULL,Cropland
7056,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7057,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7058,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7059,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7060,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7061,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7062,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7063,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7064,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7065,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7066,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7067,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7068,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7069,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
7070,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7071,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7072,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7073,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7074,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7075,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7076,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7077,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7078,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7079,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7080,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7081,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7082,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7083,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7084,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7085,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7086,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
7087,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7088,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7089,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7090,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7091,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7092,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7093,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7094,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7095,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7096,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7097,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7098,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7099,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7100,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7101,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
7102,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7103,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7104,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7105,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7106,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7107,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
7108,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7109,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7110,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7111,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
7112,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
7113,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7114,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7115,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7116,Cropland,Built-up,Water,NULL,Water,Cropland,Bareland,Cropland
7117,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7118,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7119,Cropland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7120,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7121,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7122,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7123,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7124,Cropland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7125,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7126,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7127,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7128,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7129,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7130,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
7131,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7132,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7133,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
7134,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7135,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7136,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7137,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7138,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
7139,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7140,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7141,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7142,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7143,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7144,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7145,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7146,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7147,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7148,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7149,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7150,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7151,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7152,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7153,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
7154,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7155,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7156,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
7157,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7158,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7159,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7160,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7161,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
7162,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
7163,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
7164,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
7165,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
7166,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7167,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
7168,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7169,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7170,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7171,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7172,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7173,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7174,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7175,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7176,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7177,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
7178,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7179,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7180,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7181,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7182,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7183,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7184,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7185,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7186,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7187,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7188,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7189,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7190,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7191,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7192,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7193,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7194,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7195,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7196,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7197,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7198,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7199,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7200,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7201,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7202,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7203,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7204,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7205,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7206,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
7207,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7208,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
7209,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7210,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7211,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
7212,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7213,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7214,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7215,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
7216,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7217,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7218,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7219,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
7220,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7221,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7222,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
7223,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
7224,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
7225,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
7226,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7227,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7228,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7229,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7230,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7231,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7232,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
7233,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7234,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7235,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7236,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7237,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7238,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7239,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7240,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7241,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7242,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7243,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7244,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7245,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7246,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
7247,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7248,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7249,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7250,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7251,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7252,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7253,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7254,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7255,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7256,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7257,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7258,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
7259,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7260,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7261,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7262,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7263,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7264,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7265,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7266,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7267,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7268,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7269,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7270,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7271,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7272,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7273,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
7274,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7275,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7276,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7277,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7278,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7279,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7280,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7281,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
7282,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7283,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7284,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7285,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
7286,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7287,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7288,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7289,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
7290,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7291,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7292,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
7293,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7294,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7295,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7296,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7297,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7298,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7299,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
7300,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7301,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7302,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7303,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7304,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7305,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7306,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7307,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7308,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7309,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7310,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7311,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7312,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7313,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7314,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7315,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7316,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
7317,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7318,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7319,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7320,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
7321,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7322,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7323,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7324,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7325,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7326,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7327,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7328,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7329,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
7330,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
7331,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7332,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7333,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7334,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7335,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7336,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7337,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7338,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7339,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7340,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7341,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7342,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7343,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7344,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7345,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
7346,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7347,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7348,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
7349,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7350,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
