Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDA_M_R
1641,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1642,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1643,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1644,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1645,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1646,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1647,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1648,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1649,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1650,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1651,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1652,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1653,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1654,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1655,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1656,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1657,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1658,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Water
1659,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1660,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1661,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1662,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1663,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1664,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1665,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1666,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Water
1667,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1668,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1669,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1670,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1671,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1672,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1673,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1674,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1675,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1676,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1677,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
1678,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1679,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1680,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1681,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1682,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1683,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1684,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1685,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1686,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1687,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
1688,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1689,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Cropland
1690,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
1691,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1692,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1693,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1694,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
1695,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1696,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
1697,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1698,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Bareland
1699,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1700,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1701,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1702,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1703,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
1704,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
1705,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1706,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
1707,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Water
1708,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
1709,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
1710,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
1711,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1712,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1713,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Forest
1714,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1715,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1716,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1717,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
1718,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1719,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1720,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1721,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1722,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
1723,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1724,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,NULL,Forest
1725,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1726,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
1727,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Bareland
1728,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Grassland
1729,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1730,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,NULL,Bareland
1731,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Cropland
1732,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
1733,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
1734,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1735,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
1736,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
1737,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Grassland
1738,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Built-up
1739,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Water
1740,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Forest
1741,NULL,Built-up,Water,NULL,Water,NULL,Water,Grassland
1742,NULL,Built-up,Water,NULL,Water,NULL,Water,Forest
1743,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
1744,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
1745,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
1746,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Water
1747,NULL,Built-up,Water,NULL,Water,Bareland,Water,Built-up
1748,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
1749,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
1750,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
1751,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Water
1752,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
1753,NULL,Built-up,Water,NULL,Water,Built-up,Water,Grassland
1754,NULL,Built-up,Water,NULL,Water,Built-up,Water,Built-up
1755,NULL,Built-up,Water,NULL,Water,Built-up,Water,Water
1756,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1757,NULL,Built-up,Water,Water,Water,NULL,Water,Grassland
1758,NULL,Built-up,Water,Water,Water,NULL,Water,Forest
1759,NULL,Built-up,Water,Water,Water,Wetland,Water,Grassland
1760,NULL,Built-up,Water,Water,Water,Bareland,NULL,Water
1761,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1762,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1763,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1764,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1765,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1766,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1767,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1768,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1769,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1770,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1771,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1772,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
1773,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1774,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1775,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
1776,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1777,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1778,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
1779,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1780,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1781,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1782,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1783,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1784,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1785,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1786,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1787,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1788,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1789,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1790,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1791,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
1792,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1793,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1794,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
1795,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1796,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1797,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1798,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1799,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1800,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1801,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1802,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1803,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1804,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1805,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
1806,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
1807,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
1808,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1809,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1810,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Built-up
1811,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1812,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1813,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1814,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1815,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Forest
1816,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
1817,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1818,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
1819,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
1820,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
1821,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1822,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1823,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1824,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1825,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1826,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1827,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1828,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1829,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1830,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1831,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1832,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1833,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1834,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
1835,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1836,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Forest
1837,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1838,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
1839,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1840,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1841,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1842,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1843,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1844,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1845,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1846,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
1847,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
1848,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1849,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1850,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1851,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1852,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1853,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1854,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1855,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1856,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
1857,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
1858,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1859,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1860,NULL,Water,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1861,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1862,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
1863,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1864,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1865,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
1866,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
1867,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1868,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1869,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1870,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
1871,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1872,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1873,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1874,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1875,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1876,NULL,Water,Wetland,Water,Wetland,Water,NULL,Grassland
1877,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
1878,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1879,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1880,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1881,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
1882,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
1883,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1884,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1885,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
1886,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
1887,NULL,Water,Water,NULL,Water,NULL,Water,Forest
1888,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1889,NULL,Water,Water,Non_Water,Water,NULL,Water,Grassland
1890,NULL,Water,Water,Non_Water,Water,Water,Water,Water
1891,NULL,Water,Water,Water,Water,NULL,Water,Grassland
1892,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1893,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1894,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1895,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1896,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1897,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1898,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1899,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Built-up
1900,NULL,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
1901,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1902,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1903,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1904,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1905,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1906,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1907,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1908,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1909,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1910,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1911,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1912,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1913,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1914,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1915,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1916,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1917,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1918,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1919,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1920,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1921,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1922,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1923,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1924,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1925,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1926,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1927,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1928,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1929,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1930,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1931,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1932,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1933,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1934,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1935,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1936,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1937,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1938,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1939,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1940,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1941,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1942,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1943,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1944,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1945,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1946,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1947,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1948,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1949,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1950,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1951,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1952,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1953,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1954,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1955,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1956,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1957,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1958,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1959,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1960,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1961,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1962,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1963,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1964,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1965,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1966,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1967,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1968,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1969,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1970,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1971,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1972,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1973,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
