Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHT_M_R
2289,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
2290,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2291,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
2292,Grassland,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
2293,Grassland,Wetland,Water,NULL,Water,NULL,Wetland,Grassland
2294,Grassland,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
2295,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
2296,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
2297,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2298,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
2299,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Forest
2300,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2301,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
2302,Grassland,Wetland,Water,NULL,Water,Water,Water,Grassland
2303,Grassland,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
2304,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
2305,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2306,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
2307,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
2308,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
2309,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
2310,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
2311,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
2312,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
2313,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
2314,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
2315,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Water
2316,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Forest
2317,Grassland,Wetland,Water,Water,Water,NULL,Wetland,Grassland
2318,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
2319,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Water
2320,Grassland,Wetland,Water,Water,Water,Grassland,Water,Grassland
2321,Grassland,Wetland,Water,Water,Water,Grassland,Water,Water
2322,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2323,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2324,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
2325,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2326,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
2327,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
2328,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
2329,Grassland,Wetland,Water,Water,Water,Wetland,Water,Forest
2330,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
2331,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
2332,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
2333,Grassland,Wetland,Water,Water,Water,Water,Wetland,Forest
2334,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
2335,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
2336,Grassland,Wetland,Water,Water,Water,Water,Water,Water
2337,Grassland,Wetland,Water,Water,Water,Water,Water,Forest
2338,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2339,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2340,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2341,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2342,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2343,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2344,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2345,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
2346,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2347,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2348,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2349,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2350,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2351,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2352,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2353,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2354,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2355,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2356,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2357,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2358,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2359,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2360,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2361,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2362,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2363,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2364,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2365,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2366,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2367,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2368,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
2369,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
2370,Grassland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
2371,Grassland,Bareland,Wetland,Water,Wetland,Water,Water,Water
2372,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2373,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2374,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2375,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2376,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2377,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2378,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2379,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2380,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2381,Grassland,Built-up,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
2382,Grassland,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
2383,Grassland,Built-up,Water,Water,Water,Water,Wetland,Grassland
2384,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2385,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2386,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2387,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2388,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2389,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2390,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2391,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2392,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2393,Grassland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2394,Grassland,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2395,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2396,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2397,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2398,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2399,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2400,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2401,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2402,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2403,Grassland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2404,Grassland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2405,Grassland,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2406,Grassland,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
2407,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2408,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2409,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2410,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2411,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2412,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2413,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2414,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2415,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2416,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Water
2417,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2418,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2419,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2420,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2421,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2422,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2423,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2424,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2425,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2426,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2427,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2428,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2429,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2430,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2431,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2432,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2433,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2434,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
2435,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2436,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2437,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2438,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2439,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2440,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2441,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
2442,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2443,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2444,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2445,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Water
2446,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
2447,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
2448,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
2449,Grassland,Water,Wetland,Water,Wetland,Water,Water,Forest
2450,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2451,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2452,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2453,Grassland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2454,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2455,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2456,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2457,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2458,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2459,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2460,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2461,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2462,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2463,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2464,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2465,Grassland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2466,Grassland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2467,Grassland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2468,Grassland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2469,Grassland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2470,Grassland,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2471,Grassland,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2472,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2473,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Forest
2474,Grassland,Water,Water,NULL,Water,Water,Water,Water
2475,Grassland,Water,Water,NULL,Water,Water,Water,Forest
2476,Grassland,Water,Water,Non_Water,Water,NULL,Water,Water
2477,Grassland,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2478,Grassland,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2479,Grassland,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2480,Grassland,Water,Water,Non_Water,Water,Wetland,Water,Water
2481,Grassland,Water,Water,Non_Water,Water,Wetland,Water,Forest
2482,Grassland,Water,Water,Non_Water,Water,Water,Wetland,Forest
2483,Grassland,Water,Water,Non_Water,Water,Water,Water,Grassland
2484,Grassland,Water,Water,Non_Water,Water,Water,Water,Water
2485,Grassland,Water,Water,Non_Water,Water,Water,Water,Forest
2486,Grassland,Water,Water,Water,Water,NULL,Wetland,Grassland
2487,Grassland,Water,Water,Water,Water,NULL,Wetland,Forest
2488,Grassland,Water,Water,Water,Water,Wetland,Wetland,Grassland
2489,Grassland,Water,Water,Water,Water,Wetland,Wetland,Wetland
2490,Grassland,Water,Water,Water,Water,Wetland,Wetland,Water
2491,Grassland,Water,Water,Water,Water,Wetland,Wetland,Forest
2492,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
2493,Grassland,Water,Water,Water,Water,Wetland,Water,Wetland
2494,Grassland,Water,Water,Water,Water,Wetland,Water,Water
2495,Grassland,Water,Water,Water,Water,Wetland,Water,Forest
2496,Grassland,Water,Water,Water,Water,Water,Wetland,Grassland
2497,Grassland,Water,Water,Water,Water,Water,Wetland,Wetland
2498,Grassland,Water,Water,Water,Water,Water,Wetland,Water
2499,Grassland,Water,Water,Water,Water,Water,Water,Grassland
2500,Grassland,Water,Water,Water,Water,Water,Water,Wetland
2501,Grassland,Water,Water,Water,Water,Water,Water,Water
2502,Grassland,Water,Water,Water,Water,Water,Water,Forest
2503,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2504,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2505,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2506,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2507,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2508,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2509,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2510,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2511,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2512,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2513,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2514,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2515,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2516,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2517,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2518,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2519,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2520,Grassland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2521,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2522,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2523,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2524,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2525,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2526,Grassland,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
2527,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2528,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2529,Grassland,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2530,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2531,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2532,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2533,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2534,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2535,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2536,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2537,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2538,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2539,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2540,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2541,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2542,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2543,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2544,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2545,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2546,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2547,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2548,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2549,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2550,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2551,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2552,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2553,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2554,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2555,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2556,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2557,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2558,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2559,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2560,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2561,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2562,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2563,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2564,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2565,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2566,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2567,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2568,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2569,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2570,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2571,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2572,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2573,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2574,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2575,Grassland,Forest,Wetland,NULL,Wetland,Water,Water,Water
2576,Grassland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2577,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2578,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2579,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2580,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2581,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2582,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2583,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2584,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2585,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2586,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2587,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2588,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2589,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2590,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2591,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2592,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2593,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2594,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2595,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2596,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2597,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2598,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2599,Grassland,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
2600,Grassland,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
2601,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
