Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R
12700,Water,Cropland,Water,Water,Water,Forest,Forest,Forest
12701,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12702,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12703,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
12704,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
12705,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
12706,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12707,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12708,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
12709,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12710,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
12711,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
12712,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12713,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12714,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,NULL
12715,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12716,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Cropland
12717,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
12718,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
12719,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12720,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12721,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12722,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
12723,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
12724,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
12725,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Water
12726,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12727,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Water
12728,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12729,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
12730,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
12731,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12732,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
12733,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12734,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12735,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
12736,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12737,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
12738,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Cropland
12739,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
12740,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
12741,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12742,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12743,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12744,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
12745,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
12746,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
12747,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
12748,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
12749,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
12750,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
12751,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
12752,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
12753,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
12754,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
12755,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
12756,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
12757,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
12758,Water,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
12759,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Water
12760,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12761,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
12762,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12763,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
12764,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Water
12765,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
12766,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12767,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Water
12768,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12769,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12770,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
12771,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
12772,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
12773,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
12774,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
12775,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
12776,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
12777,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
12778,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
12779,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
12780,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
12781,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12782,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12783,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
12784,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
12785,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12786,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12787,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
12788,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12789,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
12790,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
12791,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
12792,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
12793,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
12794,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
12795,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
12796,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
12797,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
12798,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
12799,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
12800,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Water
12801,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
12802,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
12803,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
12804,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
12805,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12806,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12807,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
12808,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
12809,Water,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Water
12810,Water,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
12811,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Grassland
12812,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
12813,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Forest
12814,Water,Cropland,Forest,Water,Non_Wetland,Cropland,NULL,Cropland
12815,Water,Cropland,Forest,Water,Non_Wetland,Cropland,Water,Forest
12816,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Water
12817,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Forest
12818,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
12819,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Water
12820,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Forest
12821,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
12822,Water,Cropland,Forest,Water,Non_Wetland,Water,NULL,Grassland
12823,Water,Cropland,Forest,Water,Non_Wetland,Water,NULL,Water
12824,Water,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Water
12825,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
12826,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
12827,Water,Cropland,Forest,Water,Non_Wetland,Water,Forest,Water
12828,Water,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Water
12829,Water,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Forest
12830,Water,Cropland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
12831,Water,Cropland,Forest,Water,Non_Wetland,Forest,Water,Forest
12832,Water,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Water
12833,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12834,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
12835,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
12836,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
12837,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
12838,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
12839,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12840,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12841,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
12842,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12843,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
12844,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
12845,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
12846,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Forest
12847,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12848,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12849,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12850,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12851,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
12852,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12853,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12854,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
12855,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
12856,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
12857,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
12858,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
12859,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
12860,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
12861,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12862,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
12863,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
12864,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
12865,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
12866,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
12867,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
12868,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
12869,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
12870,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
12871,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
12872,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,NULL
12873,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12874,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
12875,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12876,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
12877,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
12878,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
12879,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
12880,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
12881,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
12882,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
12883,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
12884,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
12885,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12886,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
12887,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12888,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
12889,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
12890,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
12891,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,NULL
12892,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
12893,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
12894,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
12895,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
12896,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
12897,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,NULL
12898,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
12899,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
12900,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
12901,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
12902,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
12903,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
12904,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
12905,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Cropland
12906,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
12907,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
12908,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
12909,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
12910,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
12911,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
12912,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
12913,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12914,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
12915,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
12916,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
12917,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
12918,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
12919,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
12920,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
12921,Water,Wetland,Wetland,Water,Wetland,Water,Water,NULL
12922,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
12923,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
12924,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
12925,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
12926,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Water
12927,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
12928,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
12929,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
12930,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Cropland
12931,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
12932,Water,Wetland,Water,NULL,Water,NULL,Grassland,Grassland
12933,Water,Wetland,Water,NULL,Water,Water,Water,Water
12934,Water,Wetland,Water,Non_Water,Water,NULL,Grassland,Forest
12935,Water,Wetland,Water,Non_Water,Water,NULL,Water,Cropland
12936,Water,Wetland,Water,Non_Water,Water,NULL,Water,Forest
12937,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
12938,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
12939,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
12940,Water,Wetland,Water,Water,Water,NULL,Grassland,Water
12941,Water,Wetland,Water,Water,Water,NULL,Water,Forest
12942,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
12943,Water,Wetland,Water,Water,Water,Wetland,Water,Water
12944,Water,Wetland,Water,Water,Water,Bareland,Water,Water
12945,Water,Wetland,Water,Water,Water,Water,Wetland,Water
12946,Water,Wetland,Water,Water,Water,Water,Water,Wetland
12947,Water,Wetland,Water,Water,Water,Water,Water,Water
12948,Water,Wetland,Water,Water,Water,Water,Water,Forest
12949,Water,Wetland,Water,Water,Water,Forest,Water,Forest
12950,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
12951,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12952,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
12953,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
12954,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
12955,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
12956,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12957,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12958,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
12959,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
12960,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
12961,Water,Bareland,Water,Water,Water,Bareland,Built-up,Bareland
12962,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12963,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
12964,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12965,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
12966,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
12967,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
12968,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
12969,Water,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12970,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
12971,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
12972,Water,Built-up,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
12973,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
12974,Water,Built-up,NULL,Water,Non_Wetland,NULL,Water,Water
12975,Water,Built-up,NULL,Water,Non_Wetland,NULL,Water,Forest
12976,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12977,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12978,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
12979,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12980,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
12981,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
12982,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
12983,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
12984,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12985,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12986,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
12987,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Water
12988,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
12989,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
12990,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Water
12991,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
12992,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12993,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
12994,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
12995,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
12996,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
12997,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
12998,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
12999,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
13000,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Water
13001,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
13002,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
13003,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13004,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13005,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
13006,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
13007,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13008,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
13009,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
13010,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
13011,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
13012,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
13013,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
13014,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
