Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKN_M_R
6809,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
6810,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6811,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6812,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6813,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6814,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6815,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
6816,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6817,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6818,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6819,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6820,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6821,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6822,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6823,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6824,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6825,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6826,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6827,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6828,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
6829,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
6830,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6831,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6832,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6833,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6834,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6835,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6836,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6837,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6838,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6839,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6840,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6841,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6842,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6843,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6844,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6845,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6846,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6847,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6848,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6849,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6850,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6851,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6852,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6853,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6854,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6855,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6856,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
6857,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6858,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6859,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
6860,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6861,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6862,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6863,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6864,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6865,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6866,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6867,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6868,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6869,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6870,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6871,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6872,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6873,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6874,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6875,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6876,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6877,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6878,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
6879,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
6880,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6881,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6882,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
6883,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6884,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
6885,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6886,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
6887,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
6888,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6889,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6890,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6891,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6892,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6893,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
6894,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6895,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6896,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6897,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6898,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6899,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6900,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6901,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6902,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6903,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6904,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6905,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6906,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
6907,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6908,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6909,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6910,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6911,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6912,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6913,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6914,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6915,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6916,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6917,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6918,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6919,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6920,Cropland,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6921,Cropland,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
6922,Cropland,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6923,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6924,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6925,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6926,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6927,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
6928,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6929,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6930,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6931,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
6932,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6933,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6934,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6935,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6936,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
6937,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6938,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6939,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6940,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6941,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6942,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
6943,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6944,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6945,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6946,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6947,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6948,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6949,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6950,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6951,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6952,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6953,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6954,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6955,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6956,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6957,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
6958,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6959,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6960,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6961,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
6962,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6963,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
6964,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
6965,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
6966,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6967,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6968,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6969,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6970,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6971,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
6972,Cropland,Built-up,Water,NULL,Water,Grassland,Shrubland,Grassland
6973,Cropland,Built-up,Water,NULL,Water,Wetland,Shrubland,Grassland
6974,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6975,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6976,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6977,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6978,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6979,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6980,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6981,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6982,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
6983,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6984,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6985,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6986,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6987,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6988,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6989,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6990,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
6991,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
6992,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6993,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6994,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6995,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6996,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6997,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6998,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
6999,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7000,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
7001,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
7002,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7003,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7004,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7005,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7006,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
7007,Cropland,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
7008,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
7009,Cropland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7010,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7011,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7012,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7013,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7014,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7015,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7016,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7017,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7018,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7019,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7020,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7021,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7022,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7023,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
7024,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7025,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7026,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7027,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7028,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7029,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7030,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7031,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7032,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7033,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
7034,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7035,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7036,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7037,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
7038,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7039,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7040,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7041,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7042,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7043,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
7044,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7045,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7046,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7047,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7048,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7049,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7050,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7051,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7052,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7053,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7054,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7055,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7056,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7057,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7058,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7059,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7060,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7061,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7062,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7063,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7064,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7065,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7066,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7067,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7068,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7069,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7070,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7071,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7072,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
7073,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7074,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7075,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7076,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7077,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7078,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7079,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7080,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7081,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7082,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7083,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7084,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7085,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
7086,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7087,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7088,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7089,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7090,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7091,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
7092,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7093,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7094,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7095,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7096,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7097,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7098,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7099,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7100,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
7101,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7102,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7103,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
7104,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7105,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7106,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7107,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
7108,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7109,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
