Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPN_M_R
1452,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1453,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1454,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1455,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1456,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1457,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1458,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1459,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1460,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1461,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1462,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1463,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1464,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1465,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1466,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1467,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1468,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1469,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1470,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1471,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1472,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1473,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1474,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1475,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1476,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1477,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1478,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1479,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1480,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1481,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1482,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1483,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1484,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1485,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1486,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1487,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1488,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1489,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1490,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1491,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1492,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1493,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1494,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
1495,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1496,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1497,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1498,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1499,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1500,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1501,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1502,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1503,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1504,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1505,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1506,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1507,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1508,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1509,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1510,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1511,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1512,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1513,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1514,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1515,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1516,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1517,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1518,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1519,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1520,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1521,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1522,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1523,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1524,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1525,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1526,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1527,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1528,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1529,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1530,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1531,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1532,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1533,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1534,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1535,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1536,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1537,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1538,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1539,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1540,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1541,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1542,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1543,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1544,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1545,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1546,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1547,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1548,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1549,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1550,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1551,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1552,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1553,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1554,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1555,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1556,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Water
1557,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1558,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1559,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1560,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1561,NULL,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
1562,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1563,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
1564,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1565,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1566,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1567,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1568,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Water,Bareland
1569,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1570,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
1571,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
1572,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1573,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1574,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Water
1575,NULL,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Water
1576,NULL,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Water
1577,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1578,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
1579,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1580,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1581,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1582,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1583,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1584,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1585,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1586,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1587,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1588,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1589,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1590,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1591,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1592,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1593,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1594,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1595,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1596,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1597,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1598,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1599,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1600,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1601,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1602,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1603,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1604,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1605,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1606,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1607,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1608,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1609,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1610,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1611,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1612,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1613,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1614,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1615,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
1616,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1617,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1618,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1619,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1620,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
1621,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1622,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1623,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
1624,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1625,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
1626,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
1627,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1628,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1629,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1630,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1631,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1632,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1633,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1634,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1635,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1636,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1637,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1638,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1639,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1640,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1641,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1642,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1643,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1644,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1645,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1646,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1647,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1648,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1649,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1650,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1651,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1652,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1653,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1654,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1655,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1656,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1657,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1658,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1659,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1660,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1661,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1662,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1663,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1664,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1665,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1666,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1667,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1668,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1669,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1670,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
1671,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
1672,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1673,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1674,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1675,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1676,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1677,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1678,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1679,NULL,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1680,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1681,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1682,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1683,NULL,Cropland,Built-up,Water,Non_Wetland,Water,Water,Built-up
1684,NULL,Cropland,Water,NULL,Water,Shrubland,Shrubland,Grassland
1685,NULL,Cropland,Water,NULL,Water,Shrubland,Grassland,Forest
1686,NULL,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
1687,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1688,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
1689,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Water
1690,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
1691,NULL,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
1692,NULL,Cropland,Water,NULL,Water,Bareland,Shrubland,Grassland
1693,NULL,Cropland,Water,NULL,Water,Bareland,Shrubland,Bareland
1694,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
1695,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Water
1696,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
1697,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
1698,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
1699,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Water
1700,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Forest
1701,NULL,Cropland,Water,NULL,Water,Built-up,Built-up,Bareland
1702,NULL,Cropland,Water,NULL,Water,Water,Grassland,Grassland
1703,NULL,Cropland,Water,NULL,Water,Water,Bareland,Grassland
1704,NULL,Cropland,Water,NULL,Water,Water,Water,Bareland
1705,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Water
1706,NULL,Cropland,Water,Non_Water,Water,Bareland,Water,Bareland
1707,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
1708,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Bareland
1709,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Water
1710,NULL,Cropland,Water,Water,Water,Cropland,Grassland,Water
1711,NULL,Cropland,Water,Water,Water,Bareland,Grassland,Bareland
1712,NULL,Cropland,Water,Water,Water,Bareland,Grassland,Water
1713,NULL,Cropland,Water,Water,Water,Bareland,Water,Grassland
1714,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1715,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1716,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1717,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1718,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1719,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1720,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1721,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1722,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
1723,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1724,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1725,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1726,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1727,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1728,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1729,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1730,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1731,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1732,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1733,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1734,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1735,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1736,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1737,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1738,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1739,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
1740,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1741,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1742,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1743,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1744,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1745,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1746,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1747,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1748,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1749,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1750,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1751,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1752,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1753,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1754,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1755,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1756,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1757,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1758,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1759,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1760,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1761,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1762,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1763,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1764,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1765,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
1766,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1767,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1768,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1769,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1770,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
