Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PNQ_M_R
2148,Water,Wetland,Water,Non_Water,Water,Grassland
2149,Water,Wetland,Water,Non_Water,Water,Wetland
2150,Water,Wetland,Water,Non_Water,Water,Water
2151,Water,Wetland,Water,Non_Water,Water,Forest
2152,Water,Wetland,Water,Water,Water,Grassland
2153,Water,Wetland,Water,Water,Water,Wetland
2154,Water,Wetland,Water,Water,Water,Bareland
2155,Water,Wetland,Water,Water,Water,Water
2156,Water,Wetland,Water,Water,Water,Forest
2157,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
2158,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
2159,Water,Wetland,Forest,NULL,Non_Wetland,Water
2160,Water,Wetland,Forest,NULL,Non_Wetland,Forest
2161,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2162,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2163,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
2164,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
2165,Water,Wetland,Forest,Water,Non_Wetland,Grassland
2166,Water,Wetland,Forest,Water,Non_Wetland,Wetland
2167,Water,Wetland,Forest,Water,Non_Wetland,Bareland
2168,Water,Wetland,Forest,Water,Non_Wetland,Water
2169,Water,Wetland,Forest,Water,Non_Wetland,Forest
2170,Water,Bareland,NULL,NULL,Non_Wetland,Wetland
2171,Water,Bareland,NULL,NULL,Non_Wetland,Built-up
2172,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland
2173,Water,Bareland,NULL,Non_Water,Non_Wetland,Water
2174,Water,Bareland,NULL,Water,Non_Wetland,Wetland
2175,Water,Bareland,NULL,Water,Non_Wetland,Bareland
2176,Water,Bareland,NULL,Water,Non_Wetland,Water
2177,Water,Bareland,NULL,Water,Non_Wetland,Forest
2178,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2179,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
2180,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2181,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
2182,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
2183,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
2184,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
2185,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
2186,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
2187,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
2188,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
2189,Water,Bareland,Shrubland,Water,Non_Wetland,Water
2190,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
2191,Water,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
2192,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
2193,Water,Bareland,Grassland,Water,Non_Wetland,Water
2194,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
2195,Water,Bareland,Cropland,Water,Non_Wetland,Water
2196,Water,Bareland,Wetland,NULL,Wetland,Grassland
2197,Water,Bareland,Wetland,NULL,Wetland,Wetland
2198,Water,Bareland,Wetland,NULL,Wetland,Bareland
2199,Water,Bareland,Wetland,NULL,Wetland,Water
2200,Water,Bareland,Wetland,NULL,Wetland,Forest
2201,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
2202,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
2203,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
2204,Water,Bareland,Wetland,Non_Water,Wetland,Water
2205,Water,Bareland,Wetland,Non_Water,Wetland,Forest
2206,Water,Bareland,Wetland,Water,Wetland,Grassland
2207,Water,Bareland,Wetland,Water,Wetland,Wetland
2208,Water,Bareland,Wetland,Water,Wetland,Bareland
2209,Water,Bareland,Wetland,Water,Wetland,Water
2210,Water,Bareland,Wetland,Water,Wetland,Forest
2211,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
2212,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
2213,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
2214,Water,Bareland,Built-up,NULL,Non_Wetland,Forest
2215,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
2216,Water,Bareland,Built-up,Water,Non_Wetland,Grassland
2217,Water,Bareland,Built-up,Water,Non_Wetland,Wetland
2218,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
2219,Water,Bareland,Built-up,Water,Non_Wetland,Built-up
2220,Water,Bareland,Built-up,Water,Non_Wetland,Water
2221,Water,Bareland,Water,NULL,Water,Grassland
2222,Water,Bareland,Water,NULL,Water,Water
2223,Water,Bareland,Water,Non_Water,Water,Wetland
2224,Water,Bareland,Water,Non_Water,Water,Water
2225,Water,Bareland,Water,Water,Water,Grassland
2226,Water,Bareland,Water,Water,Water,Wetland
2227,Water,Bareland,Water,Water,Water,Bareland
2228,Water,Bareland,Water,Water,Water,Built-up
2229,Water,Bareland,Water,Water,Water,Water
2230,Water,Bareland,Forest,NULL,Non_Wetland,Wetland
2231,Water,Bareland,Forest,NULL,Non_Wetland,Water
2232,Water,Bareland,Forest,Non_Water,Non_Wetland,Wetland
2233,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
2234,Water,Bareland,Forest,Water,Non_Wetland,Wetland
2235,Water,Bareland,Forest,Water,Non_Wetland,Water
2236,Water,Built-up,NULL,NULL,Non_Wetland,Bareland
2237,Water,Built-up,NULL,NULL,Non_Wetland,Built-up
2238,Water,Built-up,NULL,NULL,Non_Wetland,Water
2239,Water,Built-up,NULL,NULL,Non_Wetland,Forest
2240,Water,Built-up,NULL,Water,Non_Wetland,Built-up
2241,Water,Built-up,NULL,Water,Non_Wetland,Water
2242,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2243,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2244,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2245,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2246,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
2247,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
2248,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2249,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
2250,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
2251,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
2252,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
2253,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2254,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
2255,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland
2256,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
2257,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up
2258,Water,Built-up,Shrubland,Water,Non_Wetland,Water
2259,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
2260,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
2261,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland
2262,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
2263,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
2264,Water,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
2265,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2266,Water,Built-up,Grassland,Water,Non_Wetland,Wetland
2267,Water,Built-up,Grassland,Water,Non_Wetland,Built-up
2268,Water,Built-up,Grassland,Water,Non_Wetland,Water
2269,Water,Built-up,Grassland,Water,Non_Wetland,Forest
2270,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
2271,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2272,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water
2273,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2274,Water,Built-up,Cropland,Water,Non_Wetland,Wetland
2275,Water,Built-up,Wetland,NULL,Wetland,Grassland
2276,Water,Built-up,Wetland,NULL,Wetland,Wetland
2277,Water,Built-up,Wetland,NULL,Wetland,Built-up
2278,Water,Built-up,Wetland,NULL,Wetland,Water
2279,Water,Built-up,Wetland,NULL,Wetland,Forest
2280,Water,Built-up,Wetland,Non_Water,Wetland,Grassland
2281,Water,Built-up,Wetland,Non_Water,Wetland,Wetland
2282,Water,Built-up,Wetland,Non_Water,Wetland,Built-up
2283,Water,Built-up,Wetland,Non_Water,Wetland,Water
2284,Water,Built-up,Wetland,Non_Water,Wetland,Forest
2285,Water,Built-up,Wetland,Water,Wetland,Grassland
2286,Water,Built-up,Wetland,Water,Wetland,Wetland
2287,Water,Built-up,Wetland,Water,Wetland,Bareland
2288,Water,Built-up,Wetland,Water,Wetland,Built-up
2289,Water,Built-up,Wetland,Water,Wetland,Water
2290,Water,Built-up,Wetland,Water,Wetland,Forest
2291,Water,Built-up,Bareland,Water,Non_Wetland,Wetland
2292,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
2293,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland
2294,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
2295,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
2296,Water,Built-up,Built-up,NULL,Non_Wetland,Water
2297,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
2298,Water,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
2299,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
2300,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
2301,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water
2302,Water,Built-up,Built-up,Non_Water,Non_Wetland,Forest
2303,Water,Built-up,Built-up,Water,Non_Wetland,Grassland
2304,Water,Built-up,Built-up,Water,Non_Wetland,Wetland
2305,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
2306,Water,Built-up,Built-up,Water,Non_Wetland,Built-up
2307,Water,Built-up,Built-up,Water,Non_Wetland,Water
2308,Water,Built-up,Built-up,Water,Non_Wetland,Forest
2309,Water,Built-up,Water,NULL,Water,Grassland
2310,Water,Built-up,Water,NULL,Water,Wetland
2311,Water,Built-up,Water,NULL,Water,Bareland
2312,Water,Built-up,Water,NULL,Water,Built-up
2313,Water,Built-up,Water,NULL,Water,Water
2314,Water,Built-up,Water,NULL,Water,Forest
2315,Water,Built-up,Water,Non_Water,Water,Grassland
2316,Water,Built-up,Water,Non_Water,Water,Wetland
2317,Water,Built-up,Water,Non_Water,Water,Bareland
2318,Water,Built-up,Water,Non_Water,Water,Built-up
2319,Water,Built-up,Water,Non_Water,Water,Forest
2320,Water,Built-up,Water,Water,Water,Grassland
2321,Water,Built-up,Water,Water,Water,Wetland
2322,Water,Built-up,Water,Water,Water,Bareland
2323,Water,Built-up,Water,Water,Water,Built-up
2324,Water,Built-up,Water,Water,Water,Water
2325,Water,Built-up,Water,Water,Water,Forest
2326,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
2327,Water,Built-up,Forest,NULL,Non_Wetland,Wetland
2328,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
2329,Water,Built-up,Forest,NULL,Non_Wetland,Water
2330,Water,Built-up,Forest,NULL,Non_Wetland,Forest
2331,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2332,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland
2333,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
2334,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
2335,Water,Built-up,Forest,Water,Non_Wetland,Wetland
2336,Water,Built-up,Forest,Water,Non_Wetland,Water
2337,Water,Built-up,Forest,Water,Non_Wetland,Forest
2338,Water,Water,NULL,NULL,Non_Wetland,Grassland
2339,Water,Water,NULL,NULL,Non_Wetland,Wetland
2340,Water,Water,NULL,NULL,Non_Wetland,Bareland
2341,Water,Water,NULL,NULL,Non_Wetland,Water
2342,Water,Water,NULL,NULL,Non_Wetland,Forest
2343,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
2344,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
2345,Water,Water,NULL,Non_Water,Non_Wetland,Water
2346,Water,Water,NULL,Water,Non_Wetland,Grassland
2347,Water,Water,NULL,Water,Non_Wetland,Wetland
2348,Water,Water,NULL,Water,Non_Wetland,Bareland
2349,Water,Water,NULL,Water,Non_Wetland,Water
2350,Water,Water,NULL,Water,Non_Wetland,Forest
2351,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2352,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2353,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2354,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
2355,Water,Water,Shrubland,NULL,Non_Wetland,Water
2356,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2357,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2358,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2359,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2360,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up
2361,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2362,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2363,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2364,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2365,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2366,Water,Water,Shrubland,Water,Non_Wetland,Built-up
2367,Water,Water,Shrubland,Water,Non_Wetland,Water
2368,Water,Water,Shrubland,Water,Non_Wetland,Forest
2369,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2370,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2371,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2372,Water,Water,Grassland,NULL,Non_Wetland,Water
2373,Water,Water,Grassland,NULL,Non_Wetland,Forest
2374,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2375,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
2376,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2377,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
2378,Water,Water,Grassland,Water,Non_Wetland,Grassland
2379,Water,Water,Grassland,Water,Non_Wetland,Wetland
2380,Water,Water,Grassland,Water,Non_Wetland,Built-up
2381,Water,Water,Grassland,Water,Non_Wetland,Water
2382,Water,Water,Grassland,Water,Non_Wetland,Forest
2383,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2384,Water,Water,Cropland,NULL,Non_Wetland,Wetland
2385,Water,Water,Cropland,NULL,Non_Wetland,Water
2386,Water,Water,Cropland,NULL,Non_Wetland,Forest
2387,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2388,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
2389,Water,Water,Cropland,Water,Non_Wetland,Grassland
2390,Water,Water,Cropland,Water,Non_Wetland,Wetland
2391,Water,Water,Cropland,Water,Non_Wetland,Bareland
2392,Water,Water,Cropland,Water,Non_Wetland,Forest
2393,Water,Water,Wetland,NULL,Wetland,Grassland
2394,Water,Water,Wetland,NULL,Wetland,Wetland
2395,Water,Water,Wetland,NULL,Wetland,Bareland
2396,Water,Water,Wetland,NULL,Wetland,Built-up
2397,Water,Water,Wetland,NULL,Wetland,Water
2398,Water,Water,Wetland,NULL,Wetland,Forest
2399,Water,Water,Wetland,Non_Water,Wetland,Grassland
2400,Water,Water,Wetland,Non_Water,Wetland,Wetland
2401,Water,Water,Wetland,Non_Water,Wetland,Bareland
2402,Water,Water,Wetland,Non_Water,Wetland,Built-up
2403,Water,Water,Wetland,Non_Water,Wetland,Water
2404,Water,Water,Wetland,Non_Water,Wetland,Forest
2405,Water,Water,Wetland,Water,Wetland,Grassland
2406,Water,Water,Wetland,Water,Wetland,Cropland
2407,Water,Water,Wetland,Water,Wetland,Wetland
2408,Water,Water,Wetland,Water,Wetland,Bareland
2409,Water,Water,Wetland,Water,Wetland,Built-up
2410,Water,Water,Wetland,Water,Wetland,Water
2411,Water,Water,Wetland,Water,Wetland,Forest
2412,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2413,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2414,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2415,Water,Water,Bareland,NULL,Non_Wetland,Water
2416,Water,Water,Bareland,NULL,Non_Wetland,Forest
2417,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2418,Water,Water,Bareland,Water,Non_Wetland,Grassland
2419,Water,Water,Bareland,Water,Non_Wetland,Wetland
2420,Water,Water,Bareland,Water,Non_Wetland,Bareland
2421,Water,Water,Bareland,Water,Non_Wetland,Water
2422,Water,Water,Bareland,Water,Non_Wetland,Forest
2423,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2424,Water,Water,Built-up,NULL,Non_Wetland,Wetland
2425,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2426,Water,Water,Built-up,NULL,Non_Wetland,Built-up
2427,Water,Water,Built-up,NULL,Non_Wetland,Water
2428,Water,Water,Built-up,NULL,Non_Wetland,Forest
2429,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
2430,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
2431,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2432,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up
2433,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2434,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
2435,Water,Water,Built-up,Water,Non_Wetland,Grassland
2436,Water,Water,Built-up,Water,Non_Wetland,Wetland
2437,Water,Water,Built-up,Water,Non_Wetland,Bareland
2438,Water,Water,Built-up,Water,Non_Wetland,Built-up
2439,Water,Water,Built-up,Water,Non_Wetland,Water
2440,Water,Water,Built-up,Water,Non_Wetland,Forest
2441,Water,Water,Water,NULL,Water,Grassland
2442,Water,Water,Water,NULL,Water,Wetland
2443,Water,Water,Water,NULL,Water,Bareland
2444,Water,Water,Water,NULL,Water,Built-up
2445,Water,Water,Water,NULL,Water,Water
2446,Water,Water,Water,NULL,Water,Forest
2447,Water,Water,Water,Non_Water,Water,Grassland
2448,Water,Water,Water,Non_Water,Water,Wetland
2449,Water,Water,Water,Non_Water,Water,Bareland
2450,Water,Water,Water,Non_Water,Water,Built-up
2451,Water,Water,Water,Non_Water,Water,Water
2452,Water,Water,Water,Non_Water,Water,Forest
2453,Water,Water,Water,Water,Water,Grassland
2454,Water,Water,Water,Water,Water,Wetland
2455,Water,Water,Water,Water,Water,Bareland
2456,Water,Water,Water,Water,Water,Built-up
2457,Water,Water,Water,Water,Water,Water
2458,Water,Water,Water,Water,Water,Forest
2459,Water,Water,Forest,NULL,Non_Wetland,Grassland
2460,Water,Water,Forest,NULL,Non_Wetland,Wetland
2461,Water,Water,Forest,NULL,Non_Wetland,Bareland
2462,Water,Water,Forest,NULL,Non_Wetland,Built-up
2463,Water,Water,Forest,NULL,Non_Wetland,Water
2464,Water,Water,Forest,NULL,Non_Wetland,Forest
2465,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2466,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2467,Water,Water,Forest,Non_Water,Non_Wetland,Built-up
2468,Water,Water,Forest,Non_Water,Non_Wetland,Water
2469,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2470,Water,Water,Forest,Water,Non_Wetland,Grassland
2471,Water,Water,Forest,Water,Non_Wetland,Wetland
2472,Water,Water,Forest,Water,Non_Wetland,Bareland
2473,Water,Water,Forest,Water,Non_Wetland,Built-up
2474,Water,Water,Forest,Water,Non_Wetland,Water
2475,Water,Water,Forest,Water,Non_Wetland,Forest
2476,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2477,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
2478,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2479,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2480,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
2481,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
2482,Water,Forest,Shrubland,Water,Non_Wetland,Water
2483,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2484,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
2485,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2486,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
2487,Water,Forest,Grassland,Water,Non_Wetland,Wetland
2488,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2489,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2490,Water,Forest,Wetland,NULL,Wetland,Grassland
2491,Water,Forest,Wetland,NULL,Wetland,Wetland
2492,Water,Forest,Wetland,NULL,Wetland,Water
2493,Water,Forest,Wetland,NULL,Wetland,Forest
2494,Water,Forest,Wetland,Non_Water,Wetland,Grassland
2495,Water,Forest,Wetland,Non_Water,Wetland,Wetland
2496,Water,Forest,Wetland,Non_Water,Wetland,Water
2497,Water,Forest,Wetland,Non_Water,Wetland,Forest
2498,Water,Forest,Wetland,Water,Wetland,Grassland
2499,Water,Forest,Wetland,Water,Wetland,Cropland
2500,Water,Forest,Wetland,Water,Wetland,Wetland
2501,Water,Forest,Wetland,Water,Wetland,Water
2502,Water,Forest,Wetland,Water,Wetland,Forest
2503,Water,Forest,Water,NULL,Water,Grassland
2504,Water,Forest,Water,NULL,Water,Wetland
2505,Water,Forest,Water,NULL,Water,Water
2506,Water,Forest,Water,NULL,Water,Forest
2507,Water,Forest,Water,Non_Water,Water,Grassland
2508,Water,Forest,Water,Non_Water,Water,Wetland
2509,Water,Forest,Water,Non_Water,Water,Water
2510,Water,Forest,Water,Non_Water,Water,Forest
2511,Water,Forest,Water,Water,Water,Grassland
2512,Water,Forest,Water,Water,Water,Wetland
2513,Water,Forest,Water,Water,Water,Water
2514,Water,Forest,Water,Water,Water,Forest
2515,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2516,Water,Forest,Forest,NULL,Non_Wetland,Wetland
2517,Water,Forest,Forest,NULL,Non_Wetland,Water
2518,Water,Forest,Forest,NULL,Non_Wetland,Forest
2519,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
2520,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
2521,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
2522,Water,Forest,Forest,Water,Non_Wetland,Grassland
2523,Water,Forest,Forest,Water,Non_Wetland,Wetland
2524,Water,Forest,Forest,Water,Non_Wetland,Water
2525,Water,Forest,Forest,Water,Non_Wetland,Forest
2526,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Wetland
2527,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Water
2528,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
2529,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
2530,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland
2531,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
2532,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
2533,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2534,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Wetland
2535,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Bareland
2536,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
2537,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
2538,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland
2539,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
2540,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
2541,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2542,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2543,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Wetland
2544,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
2545,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland
2546,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland
2547,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Forest
2548,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Grassland
2549,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Wetland
2550,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland
2551,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
2552,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
2553,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
2554,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,Bareland
2555,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
2556,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland
2557,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
2558,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Grassland
2559,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Wetland
2560,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
2561,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland
2562,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
2563,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Wetland
2564,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland
2565,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,Grassland
2566,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,Wetland
2567,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,Bareland
2568,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,Water
2569,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2570,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Bareland
2571,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Water
2572,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Water
2573,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Wetland
2574,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland
2575,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water
2576,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,Wetland
2577,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,Bareland
2578,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland
2579,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
2580,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2581,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
2582,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Bareland
2583,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Wetland
2584,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland
