Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R
10534,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10535,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10536,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
10537,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
10538,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
10539,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
10540,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
10541,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
10542,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
10543,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10544,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10545,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10546,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
10547,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10548,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
10549,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
10550,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
10551,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
10552,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
10553,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
10554,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10555,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
10556,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
10557,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
10558,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10559,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10560,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10561,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10562,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
10563,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10564,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10565,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10566,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
10567,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10568,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10569,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
10570,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10571,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
10572,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
10573,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10574,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
10575,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
10576,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
10577,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10578,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
10579,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
10580,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
10581,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
10582,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
10583,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
10584,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10585,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
10586,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10587,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
10588,Water,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
10589,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
10590,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
10591,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
10592,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
10593,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Water
10594,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
10595,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
10596,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
10597,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
10598,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
10599,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
10600,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
10601,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
10602,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
10603,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
10604,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10605,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10606,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
10607,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10608,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10609,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10610,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
10611,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
10612,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10613,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
10614,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
10615,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
10616,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10617,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10618,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10619,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10620,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10621,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10622,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10623,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
10624,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
10625,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
10626,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10627,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10628,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
10629,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10630,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10631,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10632,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10633,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
10634,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
10635,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10636,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10637,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10638,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
10639,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10640,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10641,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10642,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
10643,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
10644,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
10645,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
10646,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
10647,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
10648,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
10649,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
10650,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
10651,Water,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
10652,Water,Cropland,Water,Non_Water,Water,Bareland,NULL,Bareland
10653,Water,Cropland,Water,Water,Water,Water,Water,Water
10654,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
10655,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10656,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10657,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
10658,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
10659,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
10660,Water,Cropland,Forest,Water,Non_Wetland,Shrubland,Water,NULL
10661,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10662,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10663,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10664,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
10665,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10666,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
10667,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
10668,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
10669,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Wetland
10670,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Water
10671,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
10672,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
10673,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
10674,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10675,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10676,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10677,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
10678,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
10679,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
10680,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
10681,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10682,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
10683,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
10684,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
10685,Water,Wetland,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
10686,Water,Wetland,NULL,Water,Non_Wetland,Forest,Water,Wetland
10687,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
10688,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10689,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10690,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10691,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10692,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10693,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
10694,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
10695,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
10696,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
10697,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10698,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
10699,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10700,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10701,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
10702,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10703,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10704,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10705,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
10706,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
10707,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
10708,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
10709,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
10710,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
10711,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10712,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
10713,Water,Wetland,Shrubland,Water,Non_Wetland,Forest,Water,Wetland
10714,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10715,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
10716,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
10717,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10718,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10719,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10720,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10721,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
10722,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
10723,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
10724,Water,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
10725,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
10726,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
10727,Water,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
10728,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
10729,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
10730,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
10731,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
10732,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
10733,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
10734,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
10735,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
10736,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
10737,Water,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Wetland
10738,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
10739,Water,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
10740,Water,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
10741,Water,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
10742,Water,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
10743,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
10744,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,Water
10745,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
10746,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Water
10747,Water,Wetland,Wetland,Water,Wetland,Water,Shrubland,Wetland
10748,Water,Wetland,Wetland,Water,Wetland,Water,Shrubland,Forest
10749,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
10750,Water,Wetland,Wetland,Water,Wetland,Water,Water,Cropland
10751,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
10752,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
10753,Water,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Wetland
10754,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
10755,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Water
10756,Water,Wetland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Water
10757,Water,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Forest,Wetland
10758,Water,Wetland,Bareland,NULL,Non_Wetland,Forest,NULL,Water
10759,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
10760,Water,Wetland,Water,NULL,Water,Forest,Water,Water
10761,Water,Wetland,Water,Non_Water,Water,Forest,Forest,Water
10762,Water,Wetland,Water,Water,Water,Shrubland,Water,Wetland
10763,Water,Wetland,Water,Water,Water,Shrubland,Water,Water
10764,Water,Wetland,Water,Water,Water,Shrubland,Water,Forest
10765,Water,Wetland,Water,Water,Water,Water,Water,Wetland
10766,Water,Wetland,Water,Water,Water,Water,Water,Water
10767,Water,Wetland,Water,Water,Water,Forest,Shrubland,Water
10768,Water,Wetland,Water,Water,Water,Forest,Water,Wetland
10769,Water,Wetland,Water,Water,Water,Forest,Water,Water
10770,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10771,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10772,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10773,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10774,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10775,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10776,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10777,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
10778,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
10779,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
10780,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
10781,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10782,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
10783,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10784,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
10785,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
10786,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
10787,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
10788,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
10789,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
10790,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10791,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10792,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10793,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10794,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10795,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
10796,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
10797,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10798,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
10799,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
10800,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
10801,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
10802,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
10803,Water,Wetland,Forest,Water,Non_Wetland,Forest,Water,Wetland
10804,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10805,Water,Bareland,NULL,NULL,Non_Wetland,Water,NULL,Water
10806,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
10807,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Water
10808,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
10809,Water,Bareland,Wetland,Water,Wetland,NULL,Grassland,Water
10810,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
10811,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
10812,Water,Bareland,Water,Water,Water,Water,Water,Water
10813,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
10814,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
10815,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
10816,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
10817,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10818,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10819,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
10820,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10821,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10822,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10823,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
10824,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10825,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
10826,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
10827,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Forest
10828,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
10829,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
10830,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
10831,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Wetland
10832,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Bareland
10833,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10834,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10835,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10836,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10837,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10838,Water,Built-up,Water,NULL,Water,Water,Water,Water
10839,Water,Built-up,Water,Water,Water,Water,Water,Water
10840,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Forest
10841,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10842,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10843,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
10844,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10845,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
10846,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
10847,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
10848,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
10849,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
10850,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
10851,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
10852,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10853,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
10854,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
10855,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
10856,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
10857,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10858,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10859,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
10860,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
10861,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
