Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEC_M_R
3518,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
3519,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3520,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3521,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3522,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3523,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3524,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3525,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
3526,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3527,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
3528,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3529,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3530,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3531,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3532,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3533,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3534,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3535,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
3536,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3537,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
3538,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3539,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
3540,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3541,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3542,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3543,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3544,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3545,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3546,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3547,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3548,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
3549,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3550,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3551,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3552,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3553,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
3554,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3555,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3556,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
3557,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
3558,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3559,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3560,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3561,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3562,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3563,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3564,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3565,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3566,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3567,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3568,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
3569,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3570,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
3571,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3572,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3573,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3574,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3575,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3576,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3577,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3578,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
3579,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3580,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3581,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
3582,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
3583,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
3584,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3585,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
3586,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3587,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3588,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3589,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3590,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
3591,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3592,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3593,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3594,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3595,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3596,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
3597,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3598,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3599,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
3600,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3601,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3602,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3603,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3604,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3605,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3606,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3607,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3608,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3609,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3610,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
3611,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3612,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3613,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3614,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3615,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3616,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3617,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3618,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
3619,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3620,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3621,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3622,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3623,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3624,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3625,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3626,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3627,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3628,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3629,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3630,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3631,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3632,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3633,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3634,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
3635,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3636,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3637,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3638,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3639,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3640,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3641,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3642,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3643,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3644,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3645,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3646,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3647,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3648,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3649,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3650,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3651,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3652,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3653,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3654,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
3655,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3656,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3657,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3658,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3659,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3660,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3661,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3662,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3663,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3664,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3665,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3666,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3667,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3668,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3669,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3670,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3671,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3672,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3673,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3674,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3675,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3676,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3677,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3678,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3679,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3680,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3681,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3682,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3683,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3684,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3685,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3686,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3687,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3688,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3689,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3690,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3691,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3692,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3693,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3694,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3695,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
3696,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
3697,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3698,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3699,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3700,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3701,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3702,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
3703,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3704,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3705,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3706,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3707,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3708,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3709,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3710,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3711,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
3712,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3713,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3714,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3715,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
3716,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3717,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3718,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3719,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3720,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3721,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3722,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3723,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
3724,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3725,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3726,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3727,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
3728,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
3729,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3730,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3731,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3732,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3733,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3734,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3735,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3736,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3737,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3738,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3739,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3740,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
3741,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3742,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3743,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3744,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
3745,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3746,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3747,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3748,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
3749,Forest,Wetland,Water,NULL,Water,Grassland,Water,Wetland
3750,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
3751,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
3752,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
3753,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
3754,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
3755,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
3756,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
3757,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
3758,Forest,Wetland,Water,Water,Water,NULL,Water,Water
3759,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3760,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
3761,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
3762,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
3763,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
3764,Forest,Wetland,Water,Water,Water,Water,Water,Water
3765,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3766,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3767,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3768,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3769,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3770,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3771,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3772,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3773,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3774,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3775,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3776,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3777,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3778,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3779,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3780,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3781,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3782,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
3783,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3784,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3785,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3786,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3787,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3788,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3789,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
3790,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3791,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3792,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3793,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3794,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3795,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3796,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3797,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3798,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3799,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3800,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3801,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3802,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3803,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3804,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3805,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3806,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3807,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3808,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3809,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3810,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3811,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3812,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3813,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3814,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3815,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3816,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3817,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3818,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3819,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3820,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3821,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3822,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3823,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3824,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3825,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3826,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3827,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3828,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3829,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3830,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3831,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3832,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3833,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3834,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3835,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3836,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3837,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3838,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3839,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3840,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3841,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
3842,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3843,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3844,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3845,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3846,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3847,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3848,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
