Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFB_M_R
7215,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
7216,Water,Water,Water,Water,Water,Wetland,Built-up,Water
7217,Water,Water,Water,Water,Water,Wetland,Water,Grassland
7218,Water,Water,Water,Water,Water,Wetland,Water,Wetland
7219,Water,Water,Water,Water,Water,Wetland,Water,Water
7220,Water,Water,Water,Water,Water,Wetland,Water,Forest
7221,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
7222,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
7223,Water,Water,Water,Water,Water,Bareland,Grassland,Water
7224,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
7225,Water,Water,Water,Water,Water,Bareland,Wetland,Water
7226,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
7227,Water,Water,Water,Water,Water,Bareland,Water,Grassland
7228,Water,Water,Water,Water,Water,Bareland,Water,Wetland
7229,Water,Water,Water,Water,Water,Bareland,Water,Bareland
7230,Water,Water,Water,Water,Water,Bareland,Water,Water
7231,Water,Water,Water,Water,Water,Bareland,Water,Forest
7232,Water,Water,Water,Water,Water,Water,NULL,Water
7233,Water,Water,Water,Water,Water,Water,Grassland,Grassland
7234,Water,Water,Water,Water,Water,Water,Grassland,Wetland
7235,Water,Water,Water,Water,Water,Water,Grassland,Bareland
7236,Water,Water,Water,Water,Water,Water,Grassland,Water
7237,Water,Water,Water,Water,Water,Water,Grassland,Forest
7238,Water,Water,Water,Water,Water,Water,Wetland,Grassland
7239,Water,Water,Water,Water,Water,Water,Wetland,Wetland
7240,Water,Water,Water,Water,Water,Water,Wetland,Water
7241,Water,Water,Water,Water,Water,Water,Wetland,Forest
7242,Water,Water,Water,Water,Water,Water,Built-up,Water
7243,Water,Water,Water,Water,Water,Water,Built-up,Forest
7244,Water,Water,Water,Water,Water,Water,Water,Grassland
7245,Water,Water,Water,Water,Water,Water,Water,Wetland
7246,Water,Water,Water,Water,Water,Water,Water,Bareland
7247,Water,Water,Water,Water,Water,Water,Water,Water
7248,Water,Water,Water,Water,Water,Water,Water,Forest
7249,Water,Water,Water,Water,Water,Water,Forest,Grassland
7250,Water,Water,Water,Water,Water,Water,Forest,Wetland
7251,Water,Water,Water,Water,Water,Water,Forest,Water
7252,Water,Water,Water,Water,Water,Water,Forest,Forest
7253,Water,Water,Water,Water,Water,Forest,Grassland,Water
7254,Water,Water,Water,Water,Water,Forest,Grassland,Forest
7255,Water,Water,Water,Water,Water,Forest,Wetland,Grassland
7256,Water,Water,Water,Water,Water,Forest,Wetland,Water
7257,Water,Water,Water,Water,Water,Forest,Wetland,Forest
7258,Water,Water,Water,Water,Water,Forest,Water,Wetland
7259,Water,Water,Water,Water,Water,Forest,Water,Water
7260,Water,Water,Water,Water,Water,Forest,Water,Forest
7261,Water,Water,Water,Water,Water,Forest,Forest,Forest
7262,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7263,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7264,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
7265,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7266,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7267,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
7268,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
7269,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7270,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7271,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
7272,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
7273,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
7274,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
7275,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7276,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7277,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7278,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
7279,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7280,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7281,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
7282,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7283,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7284,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
7285,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7286,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7287,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
7288,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7289,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
7290,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
7291,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7292,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7293,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7294,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7295,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7296,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
7297,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7298,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7299,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
7300,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
7301,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7302,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7303,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
7304,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7305,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7306,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7307,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
7308,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7309,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
7310,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
7311,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7312,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
7313,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
7314,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7315,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7316,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7317,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
7318,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7319,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
7320,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
7321,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
7322,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7323,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
7324,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7325,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
7326,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7327,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
7328,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
7329,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
7330,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
7331,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
7332,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
7333,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7334,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
7335,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
7336,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
7337,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
7338,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
7339,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7340,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
7341,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7342,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
7343,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7344,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
7345,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7346,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
7347,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7348,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7349,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7350,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7351,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7352,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7353,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
7354,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7355,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
7356,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7357,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
7358,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7359,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
7360,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
7361,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
7362,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
7363,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
7364,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
7365,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
7366,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
7367,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7368,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7369,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
7370,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7371,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7372,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
7373,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
7374,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
7375,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7376,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
7377,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
7378,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
7379,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
7380,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
7381,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
7382,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
7383,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
7384,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
7385,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
7386,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
7387,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Bareland
7388,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
7389,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
7390,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
7391,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
7392,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Bareland
7393,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
7394,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
7395,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
7396,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
7397,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
7398,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
7399,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
7400,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
7401,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
7402,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
7403,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
7404,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
7405,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
7406,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
7407,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
7408,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
7409,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
7410,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
7411,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
7412,Water,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7413,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
7414,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7415,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7416,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7417,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7418,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7419,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
7420,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7421,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7422,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7423,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7424,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7425,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7426,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7427,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
7428,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
7429,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
7430,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
7431,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
7432,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
7433,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
7434,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
7435,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
7436,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
7437,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7438,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7439,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7440,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7441,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
7442,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
7443,Water,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
7444,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
7445,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
7446,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7447,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
7448,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
7449,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
7450,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7451,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
7452,Water,Forest,Water,NULL,Water,Forest,Grassland,Forest
7453,Water,Forest,Water,Water,Water,NULL,Water,Forest
7454,Water,Forest,Water,Water,Water,Water,Grassland,Water
7455,Water,Forest,Water,Water,Water,Water,Water,Forest
7456,Water,Forest,Water,Water,Water,Water,Forest,Forest
7457,Water,Forest,Water,Water,Water,Forest,Water,Forest
7458,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7459,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7460,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7461,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7462,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7463,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7464,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7465,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7466,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7467,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
7468,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7469,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7470,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7471,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7472,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7473,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7474,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7475,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7476,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7477,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7478,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7479,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7480,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7481,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
7482,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
7483,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
7484,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7485,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7486,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7487,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7488,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
7489,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
7490,Permanent_ice_and_snow,NULL,Water,Water,Water,Bareland,Grassland,Grassland
7491,Permanent_ice_and_snow,NULL,Water,Water,Water,Water,Grassland,Water
7492,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7493,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7494,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7495,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7496,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7497,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7498,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7499,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7500,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7501,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7502,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
7503,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7504,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7505,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7506,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
7507,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7508,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7509,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7510,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7511,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7512,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7513,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
7514,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7515,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7516,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7517,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7518,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
7519,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
7520,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
7521,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
7522,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
