Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LME_M_R
5536,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5537,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
5538,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5539,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5540,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5541,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5542,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
5543,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5544,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5545,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5546,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5547,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5548,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5549,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5550,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5551,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5552,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5553,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
5554,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5555,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5556,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
5557,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5558,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5559,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5560,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5561,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5562,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5563,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5564,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
5565,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5566,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5567,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5568,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5569,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5570,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5571,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5572,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5573,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5574,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5575,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5576,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5577,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
5578,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5579,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
5580,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
5581,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5582,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5583,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5584,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5585,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5586,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5587,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5588,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5589,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5590,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5591,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5592,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5593,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5594,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5595,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5596,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5597,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5598,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5599,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5600,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5601,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5602,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
5603,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5604,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
5605,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5606,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5607,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
5608,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5609,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5610,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5611,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5612,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5613,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5614,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5615,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5616,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5617,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5618,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5619,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5620,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5621,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5622,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5623,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5624,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5625,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5626,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5627,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5628,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5629,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5630,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5631,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5632,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5633,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5634,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5635,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5636,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5637,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5638,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5639,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5640,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5641,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
5642,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5643,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5644,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5645,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5646,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5647,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5648,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5649,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5650,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5651,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5652,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5653,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5654,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5655,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5656,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5657,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5658,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5659,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5660,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
5661,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5662,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5663,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5664,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5665,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5666,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5667,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5668,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5669,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5670,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5671,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5672,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5673,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5674,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5675,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5676,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5677,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5678,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5679,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5680,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5681,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5682,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5683,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
5684,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5685,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5686,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5687,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
5688,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5689,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Bareland
5690,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
5691,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5692,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
5693,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
5694,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
5695,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
5696,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5697,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
5698,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5699,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5700,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5701,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
5702,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
5703,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5704,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5705,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5706,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5707,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5708,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5709,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5710,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5711,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5712,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
5713,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
5714,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
5715,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5716,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
5717,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
5718,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5719,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
5720,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5721,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5722,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
5723,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
5724,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5725,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5726,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
5727,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5728,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5729,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5730,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5731,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5732,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
5733,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5734,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5735,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
5736,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
5737,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
5738,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
5739,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
5740,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5741,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5742,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5743,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5744,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5745,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5746,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,Water,Grassland
5747,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
5748,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
5749,Bareland,Cropland,Water,NULL,Water,NULL,Shrubland,Bareland
5750,Bareland,Cropland,Water,NULL,Water,NULL,Bareland,Bareland
5751,Bareland,Cropland,Water,NULL,Water,Grassland,NULL,Bareland
5752,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
5753,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
5754,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Bareland
5755,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Built-up
5756,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5757,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5758,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5759,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5760,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5761,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5762,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5763,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5764,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5765,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5766,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5767,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5768,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5769,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
5770,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5771,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
5772,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5773,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5774,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5775,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5776,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5777,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5778,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5779,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5780,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5781,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5782,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5783,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5784,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5785,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5786,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
5787,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5788,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5789,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5790,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5791,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5792,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5793,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5794,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5795,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5796,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5797,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5798,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5799,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5800,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5801,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5802,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
5803,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5804,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
5805,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5806,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5807,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5808,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5809,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5810,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5811,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
5812,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5813,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
5814,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5815,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5816,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5817,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5818,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5819,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5820,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5821,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5822,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5823,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5824,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5825,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5826,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5827,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5828,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5829,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5830,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
5831,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
5832,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5833,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5834,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5835,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5836,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5837,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5838,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5839,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5840,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5841,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
5842,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5843,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
5844,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5845,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5846,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5847,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
