Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVS_M_R
7236,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
7237,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
7238,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7239,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
7240,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
7241,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7242,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
7243,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7244,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7245,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
7246,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
7247,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
7248,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Water
7249,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
7250,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
7251,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
7252,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
7253,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
7254,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
7255,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
7256,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
7257,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
7258,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
7259,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
7260,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
7261,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
7262,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
7263,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
7264,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7265,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
7266,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
7267,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
7268,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7269,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
7270,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
7271,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
7272,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
7273,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
7274,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
7275,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
7276,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
7277,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
7278,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
7279,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
7280,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
7281,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
7282,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
7283,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
7284,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7285,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
7286,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
7287,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
7288,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7289,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7290,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
7291,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7292,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
7293,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
7294,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
7295,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
7296,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
7297,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
7298,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
7299,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
7300,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
7301,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7302,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7303,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7304,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
7305,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7306,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
7307,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
7308,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
7309,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
7310,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
7311,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
7312,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
7313,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
7314,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
7315,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
7316,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
7317,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
7318,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7319,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
7320,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7321,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
7322,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7323,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7324,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
7325,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
7326,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
7327,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
7328,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
7329,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
7330,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
7331,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
7332,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
7333,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
7334,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
7335,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
7336,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
7337,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Forest
7338,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
7339,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
7340,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
7341,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
7342,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
7343,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
7344,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
7345,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
7346,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
7347,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
7348,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
7349,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7350,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
7351,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
7352,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
7353,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Wetland
7354,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
7355,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
7356,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
7357,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
7358,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
7359,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
7360,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
7361,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
7362,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
7363,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
7364,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
7365,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
7366,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
7367,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
7368,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
7369,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
7370,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
7371,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
7372,Water,Water,Wetland,Water,Wetland,Water,Water,Water
7373,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
7374,Water,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
7375,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
7376,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
7377,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Wetland
7378,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
7379,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7380,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
7381,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
7382,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
7383,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
7384,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7385,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7386,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
7387,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
7388,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
7389,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
7390,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
7391,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
7392,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
7393,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
7394,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
7395,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
7396,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7397,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
7398,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
7399,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
7400,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7401,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Water
7402,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7403,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
7404,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7405,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7406,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
7407,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
7408,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7409,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
7410,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
7411,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7412,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
7413,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7414,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7415,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
7416,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Wetland
7417,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
7418,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
7419,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
7420,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
7421,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
7422,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
7423,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
7424,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
7425,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
7426,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7427,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7428,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
7429,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7430,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7431,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
7432,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
7433,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
7434,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
7435,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
7436,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
7437,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
7438,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7439,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7440,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7441,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Wetland
7442,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
7443,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Shrubland,Water
7444,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
7445,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
7446,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Wetland
7447,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
7448,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Wetland
7449,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
7450,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
7451,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
7452,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
7453,Water,Water,Water,NULL,Water,NULL,Water,Bareland
7454,Water,Water,Water,NULL,Water,NULL,Water,Water
7455,Water,Water,Water,NULL,Water,NULL,Water,Forest
7456,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Wetland
7457,Water,Water,Water,NULL,Water,Shrubland,Grassland,Water
7458,Water,Water,Water,NULL,Water,Shrubland,Water,Wetland
7459,Water,Water,Water,NULL,Water,Shrubland,Water,Water
7460,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
7461,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
7462,Water,Water,Water,NULL,Water,Grassland,NULL,Wetland
7463,Water,Water,Water,NULL,Water,Grassland,NULL,Water
7464,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
7465,Water,Water,Water,NULL,Water,Grassland,Grassland,Bareland
7466,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
7467,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
7468,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
7469,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
7470,Water,Water,Water,NULL,Water,Grassland,Water,Water
7471,Water,Water,Water,NULL,Water,Grassland,Water,Forest
7472,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
7473,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
7474,Water,Water,Water,NULL,Water,Wetland,NULL,Water
7475,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
7476,Water,Water,Water,NULL,Water,Wetland,Shrubland,Wetland
7477,Water,Water,Water,NULL,Water,Wetland,Shrubland,Water
7478,Water,Water,Water,NULL,Water,Wetland,Grassland,Wetland
7479,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
7480,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
7481,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
7482,Water,Water,Water,NULL,Water,Wetland,Water,Water
7483,Water,Water,Water,NULL,Water,Wetland,Water,Forest
7484,Water,Water,Water,NULL,Water,Bareland,NULL,Wetland
7485,Water,Water,Water,NULL,Water,Bareland,NULL,Water
7486,Water,Water,Water,NULL,Water,Bareland,NULL,Forest
7487,Water,Water,Water,NULL,Water,Bareland,Shrubland,Water
7488,Water,Water,Water,NULL,Water,Bareland,Grassland,Wetland
7489,Water,Water,Water,NULL,Water,Bareland,Grassland,Bareland
7490,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
7491,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
7492,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
7493,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
7494,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
7495,Water,Water,Water,NULL,Water,Bareland,Water,Water
7496,Water,Water,Water,NULL,Water,Bareland,Forest,Water
7497,Water,Water,Water,NULL,Water,Built-up,Built-up,Wetland
7498,Water,Water,Water,NULL,Water,Built-up,Water,Wetland
7499,Water,Water,Water,NULL,Water,Water,NULL,Grassland
7500,Water,Water,Water,NULL,Water,Water,NULL,Wetland
7501,Water,Water,Water,NULL,Water,Water,NULL,Water
7502,Water,Water,Water,NULL,Water,Water,NULL,Forest
7503,Water,Water,Water,NULL,Water,Water,Shrubland,Water
7504,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
7505,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
7506,Water,Water,Water,NULL,Water,Water,Grassland,Cropland
7507,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
7508,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
7509,Water,Water,Water,NULL,Water,Water,Grassland,Water
7510,Water,Water,Water,NULL,Water,Water,Grassland,Forest
7511,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
7512,Water,Water,Water,NULL,Water,Water,Wetland,Water
7513,Water,Water,Water,NULL,Water,Water,Built-up,Water
7514,Water,Water,Water,NULL,Water,Water,Water,Grassland
7515,Water,Water,Water,NULL,Water,Water,Water,Wetland
7516,Water,Water,Water,NULL,Water,Water,Water,Bareland
7517,Water,Water,Water,NULL,Water,Water,Water,Water
7518,Water,Water,Water,NULL,Water,Water,Water,Forest
7519,Water,Water,Water,NULL,Water,Water,Forest,Bareland
7520,Water,Water,Water,NULL,Water,Water,Forest,Water
7521,Water,Water,Water,NULL,Water,Water,Forest,Forest
7522,Water,Water,Water,NULL,Water,Forest,NULL,Wetland
7523,Water,Water,Water,NULL,Water,Forest,NULL,Water
7524,Water,Water,Water,NULL,Water,Forest,NULL,Forest
7525,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
7526,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
7527,Water,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
7528,Water,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
7529,Water,Water,Water,Non_Water,Water,Grassland,NULL,Wetland
7530,Water,Water,Water,Non_Water,Water,Grassland,NULL,Water
7531,Water,Water,Water,Non_Water,Water,Grassland,NULL,Forest
7532,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
7533,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
7534,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
7535,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
7536,Water,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
7537,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
7538,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
7539,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
7540,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Water
7541,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
7542,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
7543,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
7544,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
7545,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Water
7546,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
7547,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
7548,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
7549,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
7550,Water,Water,Water,Non_Water,Water,Water,NULL,Water
7551,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
7552,Water,Water,Water,Non_Water,Water,Water,Shrubland,Wetland
7553,Water,Water,Water,Non_Water,Water,Water,Grassland,Wetland
7554,Water,Water,Water,Non_Water,Water,Water,Grassland,Bareland
7555,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
7556,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
7557,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
7558,Water,Water,Water,Non_Water,Water,Water,Water,Water
7559,Water,Water,Water,Non_Water,Water,Water,Water,Forest
7560,Water,Water,Water,Non_Water,Water,Water,Forest,Water
7561,Water,Water,Water,Non_Water,Water,Forest,NULL,Wetland
7562,Water,Water,Water,Water,Water,NULL,NULL,Grassland
7563,Water,Water,Water,Water,Water,NULL,NULL,Wetland
7564,Water,Water,Water,Water,Water,NULL,NULL,Water
7565,Water,Water,Water,Water,Water,Shrubland,NULL,Wetland
7566,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
7567,Water,Water,Water,Water,Water,Shrubland,Water,Water
7568,Water,Water,Water,Water,Water,Grassland,NULL,Wetland
7569,Water,Water,Water,Water,Water,Grassland,NULL,Water
7570,Water,Water,Water,Water,Water,Grassland,Shrubland,Wetland
7571,Water,Water,Water,Water,Water,Grassland,Grassland,Water
7572,Water,Water,Water,Water,Water,Grassland,Water,Wetland
7573,Water,Water,Water,Water,Water,Grassland,Water,Water
7574,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
7575,Water,Water,Water,Water,Water,Wetland,NULL,Wetland
7576,Water,Water,Water,Water,Water,Wetland,NULL,Water
7577,Water,Water,Water,Water,Water,Wetland,NULL,Forest
7578,Water,Water,Water,Water,Water,Wetland,Shrubland,Wetland
7579,Water,Water,Water,Water,Water,Wetland,Grassland,Wetland
7580,Water,Water,Water,Water,Water,Wetland,Grassland,Water
7581,Water,Water,Water,Water,Water,Wetland,Water,Wetland
7582,Water,Water,Water,Water,Water,Wetland,Water,Water
7583,Water,Water,Water,Water,Water,Wetland,Water,Forest
7584,Water,Water,Water,Water,Water,Bareland,NULL,Water
7585,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
7586,Water,Water,Water,Water,Water,Bareland,Grassland,Bareland
7587,Water,Water,Water,Water,Water,Bareland,Grassland,Water
7588,Water,Water,Water,Water,Water,Bareland,Water,Grassland
