Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R
1083,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1084,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1085,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1086,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1087,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1088,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1089,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1090,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1091,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1092,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1093,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1094,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1095,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1096,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1097,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1098,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1099,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1100,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1101,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1102,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1103,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1104,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1105,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
1106,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1107,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1108,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1109,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1110,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1111,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1112,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1113,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1114,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1115,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1116,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1117,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1118,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1119,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1120,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1121,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1122,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1123,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1124,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1125,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1126,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1127,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1128,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1129,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1130,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1131,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1132,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1133,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1134,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1135,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1136,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1137,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1138,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1139,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1140,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1141,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1142,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1143,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1144,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
1145,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1146,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1147,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1148,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1149,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1150,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1151,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1152,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1153,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1154,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1155,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1156,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1157,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1158,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1159,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1160,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1161,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1162,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1163,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1164,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1165,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1166,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1167,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1168,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1169,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1170,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1171,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1172,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1173,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1174,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
1175,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1176,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1177,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1178,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1179,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1180,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1181,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1182,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1183,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1184,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1185,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1186,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1187,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1188,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1189,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1190,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1191,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1192,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1193,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1194,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1195,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1196,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1197,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1198,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1199,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1200,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1201,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1202,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1203,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1204,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1205,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1206,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1207,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1208,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1209,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1210,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
1211,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1212,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1213,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1214,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1215,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1216,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1217,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1218,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1219,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1220,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1221,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1222,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1223,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1224,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1225,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1226,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1227,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1228,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
1229,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1230,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1231,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1232,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1233,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1234,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1235,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1236,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1237,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1238,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1239,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1240,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1241,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1242,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1243,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1244,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1245,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1246,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1247,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1248,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1249,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1250,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1251,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1252,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1253,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1254,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1255,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1256,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1257,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1258,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1259,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1260,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1261,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1262,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1263,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1264,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1265,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1266,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1267,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1268,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1269,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1270,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1271,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1272,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1273,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1274,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1275,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1276,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1277,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1278,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
1279,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1280,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
1281,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
1282,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1283,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1284,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1285,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1286,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1287,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1288,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1289,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1290,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1291,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
1292,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1293,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1294,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1295,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1296,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1297,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1298,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1299,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1300,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1301,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1302,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1303,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1304,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1305,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1306,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1307,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1308,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1309,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1310,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
1311,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1312,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1313,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1314,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1315,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1316,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1317,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1318,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1319,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1320,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1321,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1322,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1323,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1324,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1325,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Water,Grassland
1326,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1327,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1328,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1329,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1330,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1331,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1332,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1333,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1334,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1335,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1336,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1337,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
1338,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1339,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1340,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1341,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1342,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
1343,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1344,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1345,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1346,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1347,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1348,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1349,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1350,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1351,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1352,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1353,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1354,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1355,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1356,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1357,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1358,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1359,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1360,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1361,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1362,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1363,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1364,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1365,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1366,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1367,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1368,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1369,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1370,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1371,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1372,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1373,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1374,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1375,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1376,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1377,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1378,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1379,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1380,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1381,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1382,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
1383,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
1384,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1385,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1386,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1387,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1388,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1389,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1390,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1391,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
1392,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
1393,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1394,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1395,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
1396,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1397,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
