Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTA_M_R
5510,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
5511,Bareland,NULL,Wetland,Water,Wetland,Built-up,Built-up,Water
5512,Bareland,NULL,Wetland,Water,Wetland,Built-up,Water,Water
5513,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
5514,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Water
5515,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Cropland
5516,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5517,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
5518,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5519,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
5520,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
5521,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
5522,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
5523,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
5524,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
5525,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
5526,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5527,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5528,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5529,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
5530,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5531,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Built-up
5532,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5533,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
5534,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
5535,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
5536,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5537,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5538,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
5539,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
5540,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
5541,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
5542,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Wetland
5543,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
5544,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Water
5545,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland,Water
5546,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Wetland
5547,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
5548,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
5549,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
5550,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
5551,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Wetland
5552,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
5553,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
5554,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
5555,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Built-up,Water
5556,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
5557,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
5558,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
5559,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
5560,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5561,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5562,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
5563,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5564,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5565,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5566,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5567,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
5568,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
5569,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
5570,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5571,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
5572,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
5573,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Bareland
5574,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
5575,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5576,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
5577,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5578,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5579,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
5580,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5581,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
5582,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
5583,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5584,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
5585,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
5586,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
5587,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
5588,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
5589,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5590,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5591,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
5592,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5593,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5594,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
5595,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5596,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5597,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Wetland
5598,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5599,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
5600,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5601,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5602,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5603,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
5604,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
5605,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
5606,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5607,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5608,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Wetland
5609,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5610,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5611,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5612,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5613,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5614,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
5615,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
5616,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5617,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
5618,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
5619,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5620,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5621,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
5622,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5623,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
5624,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5625,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Wetland
5626,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5627,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5628,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5629,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
5630,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5631,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5632,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
5633,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
5634,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
5635,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5636,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Bareland
5637,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
5638,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Wetland
5639,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5640,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5641,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
5642,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5643,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5644,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5645,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
5646,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
5647,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
5648,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
5649,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Wetland
5650,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
5651,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Wetland
5652,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
5653,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
5654,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
5655,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5656,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Wetland
5657,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
5658,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
5659,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
5660,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5661,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5662,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
5663,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5664,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5665,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5666,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
5667,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5668,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
5669,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
5670,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5671,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
5672,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
5673,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
5674,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
5675,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
5676,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
5677,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
5678,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
5679,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
5680,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
5681,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
5682,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
5683,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
5684,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
5685,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
5686,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
5687,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Wetland
5688,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
5689,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
5690,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Wetland
5691,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Water
5692,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
5693,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
5694,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5695,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Wetland
5696,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
5697,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
5698,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
5699,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
5700,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
5701,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
5702,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
5703,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
5704,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Cropland
5705,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Wetland
5706,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
5707,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
5708,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
5709,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
5710,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
5711,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
5712,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
5713,Bareland,NULL,Water,NULL,Water,NULL,Bareland,Wetland
5714,Bareland,NULL,Water,NULL,Water,NULL,Water,Wetland
5715,Bareland,NULL,Water,NULL,Water,NULL,Water,Water
5716,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
5717,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
5718,Bareland,NULL,Water,NULL,Water,Bareland,Built-up,Bareland
5719,Bareland,NULL,Water,NULL,Water,Bareland,Water,Wetland
5720,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
5721,Bareland,NULL,Water,NULL,Water,Water,Water,Wetland
5722,Bareland,NULL,Water,NULL,Water,Water,Water,Water
5723,Bareland,NULL,Water,Non_Water,NULL,Bareland,Bareland,Bareland
5724,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
5725,Bareland,NULL,Water,Non_Water,Water,NULL,Water,Water
5726,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
5727,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
5728,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
5729,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
5730,Bareland,NULL,Water,Non_Water,Water,Water,Water,Water
5731,Bareland,NULL,Water,Water,NULL,Bareland,Bareland,Bareland
5732,Bareland,NULL,Water,Water,NULL,Bareland,Bareland,Water
5733,Bareland,NULL,Water,Water,NULL,Bareland,Water,Bareland
5734,Bareland,NULL,Water,Water,NULL,Bareland,Water,Water
5735,Bareland,NULL,Water,Water,NULL,Water,Water,Water
5736,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
5737,Bareland,NULL,Water,Water,Water,NULL,Wetland,Wetland
5738,Bareland,NULL,Water,Water,Water,NULL,Wetland,Water
5739,Bareland,NULL,Water,Water,Water,NULL,Bareland,Wetland
5740,Bareland,NULL,Water,Water,Water,NULL,Bareland,Water
5741,Bareland,NULL,Water,Water,Water,NULL,Water,Grassland
5742,Bareland,NULL,Water,Water,Water,NULL,Water,Wetland
5743,Bareland,NULL,Water,Water,Water,NULL,Water,Water
5744,Bareland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
5745,Bareland,NULL,Water,Water,Water,Wetland,Wetland,Water
5746,Bareland,NULL,Water,Water,Water,Wetland,Water,Wetland
5747,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Wetland
5748,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
5749,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
5750,Bareland,NULL,Water,Water,Water,Bareland,Built-up,Bareland
5751,Bareland,NULL,Water,Water,Water,Bareland,Built-up,Built-up
5752,Bareland,NULL,Water,Water,Water,Bareland,Water,Grassland
5753,Bareland,NULL,Water,Water,Water,Bareland,Water,Wetland
5754,Bareland,NULL,Water,Water,Water,Bareland,Water,Bareland
5755,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
5756,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
5757,Bareland,NULL,Water,Water,Water,Water,Water,Water
5758,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5759,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5760,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5761,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
5762,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5763,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5764,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5765,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Water
5766,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5767,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
5768,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
5769,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
5770,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5771,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5772,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5773,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5774,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5775,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5776,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5777,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5778,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5779,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5780,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5781,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5782,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5783,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5784,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5785,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5786,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5787,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5788,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5789,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
5790,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
5791,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
5792,Bareland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
5793,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
5794,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5795,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5796,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5797,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5798,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5799,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5800,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5801,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5802,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5803,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
5804,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
5805,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
5806,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5807,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
5808,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
5809,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5810,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5811,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5812,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5813,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
5814,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5815,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5816,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
5817,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5818,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
5819,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5820,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5821,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
5822,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
5823,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
5824,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
5825,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5826,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5827,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5828,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
5829,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5830,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Water
5831,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5832,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
5833,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
5834,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
5835,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
5836,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Water
5837,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
5838,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5839,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
5840,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
5841,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
5842,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
5843,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
