Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUM_M_R
8963,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
8964,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8965,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
8966,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8967,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8968,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8969,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8970,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8971,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8972,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8973,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8974,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8975,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8976,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8977,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8978,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8979,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8980,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8981,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8982,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8983,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8984,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8985,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8986,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8987,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8988,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8989,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8990,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8991,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8992,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8993,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8994,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8995,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8996,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8997,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8998,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8999,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9000,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9001,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9002,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9003,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9004,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9005,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9006,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9007,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9008,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9009,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9010,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9011,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9012,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
9013,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9014,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
9015,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
9016,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9017,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
9018,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9019,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9020,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9021,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9022,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9023,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9024,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9025,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9026,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9027,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9028,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9029,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9030,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9031,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9032,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9033,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9034,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9035,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9036,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9037,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9038,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9039,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9040,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9041,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9042,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9043,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9044,Bareland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9045,Bareland,Wetland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
9046,Bareland,Wetland,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
9047,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9048,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
9049,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
9050,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
9051,Bareland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9052,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9053,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9054,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
9055,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
9056,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9057,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9058,Bareland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
9059,Bareland,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Grassland
9060,Bareland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
9061,Bareland,Wetland,Wetland,Water,Wetland,Water,Shrubland,Grassland
9062,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
9063,Bareland,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Grassland
9064,Bareland,Wetland,Water,Water,Water,Shrubland,NULL,Grassland
9065,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9066,Bareland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9067,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
9068,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9069,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9070,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9071,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9072,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9073,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
9074,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
9075,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9076,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9077,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9078,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9079,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
9080,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
9081,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9082,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
9083,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
9084,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9085,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9086,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
9087,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9088,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
9089,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9090,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9091,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9092,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9093,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9094,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9095,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9096,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9097,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
9098,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9099,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9100,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9101,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9102,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9103,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9104,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9105,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9106,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9107,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9108,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
9109,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9110,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9111,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9112,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9113,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9114,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
9115,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
9116,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9117,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
9118,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9119,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9120,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9121,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
9122,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
9123,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9124,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
9125,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
9126,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9127,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
9128,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
9129,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9130,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
9131,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
9132,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
9133,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
9134,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9135,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9136,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9137,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9138,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9139,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
9140,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
9141,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9142,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9143,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
9144,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9145,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9146,Bareland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9147,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9148,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9149,Bareland,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
9150,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9151,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
9152,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
9153,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
9154,Bareland,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
9155,Bareland,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9156,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9157,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9158,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9159,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9160,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9161,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9162,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9163,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9164,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9165,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9166,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9167,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9168,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
9169,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
9170,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9171,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
9172,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
9173,Bareland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
9174,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9175,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
9176,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9177,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9178,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9179,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9180,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9181,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9182,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9183,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9184,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9185,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9186,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9187,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9188,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9189,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9190,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9191,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9192,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9193,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
9194,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
9195,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
9196,Bareland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9197,Bareland,Water,Wetland,NULL,Wetland,Water,Grassland,Water
9198,Bareland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
9199,Bareland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
9200,Bareland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
9201,Bareland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
9202,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
9203,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
9204,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9205,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
9206,Bareland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
9207,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
9208,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
9209,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
9210,Bareland,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
9211,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
9212,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
9213,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
9214,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
9215,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
9216,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9217,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
9218,Bareland,Water,Water,NULL,Water,Grassland,NULL,Grassland
9219,Bareland,Water,Water,NULL,Water,Grassland,Water,Grassland
9220,Bareland,Water,Water,NULL,Water,Grassland,Water,Water
9221,Bareland,Water,Water,NULL,Water,Water,Water,Water
9222,Bareland,Water,Water,Water,Water,Shrubland,Shrubland,Water
9223,Bareland,Water,Water,Water,Water,Water,Water,Wetland
9224,Bareland,Water,Water,Water,Water,Water,Water,Water
9225,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9226,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9227,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9228,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9229,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9230,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
9231,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9232,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9233,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9234,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9235,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
9236,Bareland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
9237,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
9238,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
9239,Bareland,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9240,Bareland,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
9241,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9242,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9243,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
9244,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9245,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9246,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9247,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9248,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9249,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9250,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9251,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9252,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9253,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9254,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9255,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9256,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9257,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9258,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9259,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
9260,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9261,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9262,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9263,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9264,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9265,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
9266,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9267,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9268,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9269,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9270,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9271,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9272,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9273,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9274,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9275,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9276,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9277,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9278,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9279,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9280,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9281,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
