Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLE_M_R
6399,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6400,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6401,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6402,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
6403,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6404,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6405,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6406,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6407,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
6408,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
6409,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6410,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6411,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6412,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6413,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6414,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6415,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6416,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6417,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6418,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6419,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6420,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
6421,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6422,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
6423,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
6424,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
6425,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6426,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6427,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6428,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6429,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6430,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6431,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
6432,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
6433,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6434,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
6435,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6436,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6437,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
6438,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Built-up
6439,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
6440,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6441,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6442,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
6443,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,NULL
6444,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
6445,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
6446,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
6447,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
6448,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
6449,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
6450,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
6451,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
6452,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6453,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6454,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6455,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6456,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
6457,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6458,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6459,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6460,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6461,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6462,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6463,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6464,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6465,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
6466,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6467,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6468,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6469,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
6470,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
6471,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6472,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6473,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6474,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6475,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6476,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6477,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6478,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
6479,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
6480,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6481,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6482,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6483,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6484,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6485,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6486,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
6487,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6488,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6489,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6490,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6491,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6492,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6493,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6494,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6495,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6496,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6497,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
6498,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
6499,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
6500,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6501,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
6502,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6503,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
6504,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
6505,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6506,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
6507,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
6508,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6509,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
6510,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
6511,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6512,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6513,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
6514,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
6515,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
6516,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6517,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6518,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6519,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
6520,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6521,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6522,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6523,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6524,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6525,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6526,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6527,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6528,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6529,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6530,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6531,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6532,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6533,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6534,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6535,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6536,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6537,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6538,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6539,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6540,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6541,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6542,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6543,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6544,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6545,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6546,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6547,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6548,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6549,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6550,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6551,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6552,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6553,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6554,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6555,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6556,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6557,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6558,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6559,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6560,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6561,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
6562,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6563,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6564,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6565,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6566,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6567,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6568,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6569,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6570,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6571,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
6572,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
6573,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6574,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6575,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6576,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6577,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
6578,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
6579,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6580,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6581,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6582,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6583,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6584,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6585,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
6586,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6587,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
6588,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6589,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6590,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
6591,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
6592,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
6593,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6594,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
6595,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
6596,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6597,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
6598,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6599,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6600,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6601,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6602,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6603,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6604,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6605,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6606,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6607,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6608,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6609,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6610,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6611,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6612,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6613,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6614,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6615,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6616,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6617,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6618,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6619,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6620,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
6621,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6622,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6623,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
6624,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6625,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6626,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6627,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
6628,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6629,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6630,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6631,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6632,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6633,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6634,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6635,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6636,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6637,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6638,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6639,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6640,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
6641,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6642,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Cropland
6643,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
6644,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6645,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6646,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6647,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6648,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6649,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
6650,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6651,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6652,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6653,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6654,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6655,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6656,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6657,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6658,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6659,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6660,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
6661,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6662,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6663,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6664,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6665,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6666,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6667,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6668,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6669,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6670,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6671,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6672,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6673,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6674,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6675,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6676,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6677,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6678,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6679,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6680,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6681,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6682,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6683,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6684,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6685,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
6686,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6687,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6688,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6689,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
6690,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6691,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
6692,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6693,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6694,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
6695,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
6696,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
6697,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
6698,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6699,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6700,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
6701,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6702,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6703,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6704,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6705,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
