Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYK_M_R
7030,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7031,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7032,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7033,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7034,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7035,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7036,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
7037,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
7038,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7039,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
7040,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7041,Water,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Forest
7042,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
7043,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
7044,Water,Wetland,Wetland,Water,Wetland,NULL,Bareland,Forest
7045,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
7046,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
7047,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
7048,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
7049,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
7050,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
7051,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
7052,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
7053,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
7054,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Water
7055,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Forest
7056,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
7057,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
7058,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
7059,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
7060,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
7061,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
7062,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
7063,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
7064,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
7065,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
7066,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7067,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
7068,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
7069,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
7070,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
7071,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
7072,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
7073,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Wetland
7074,Water,Wetland,Water,NULL,Water,Water,Grassland,Water
7075,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
7076,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
7077,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
7078,Water,Wetland,Water,NULL,Water,Water,Water,Water
7079,Water,Wetland,Water,NULL,Water,Water,Water,Forest
7080,Water,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
7081,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
7082,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
7083,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Water
7084,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
7085,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
7086,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
7087,Water,Wetland,Water,Non_Water,Water,Water,Bareland,Water
7088,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
7089,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
7090,Water,Wetland,Water,Water,Water,NULL,Wetland,Water
7091,Water,Wetland,Water,Water,Water,NULL,Water,Water
7092,Water,Wetland,Water,Water,Water,Shrubland,Water,Grassland
7093,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
7094,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
7095,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
7096,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
7097,Water,Wetland,Water,Water,Water,Wetland,Water,Water
7098,Water,Wetland,Water,Water,Water,Bareland,Bareland,Water
7099,Water,Wetland,Water,Water,Water,Water,Grassland,Water
7100,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
7101,Water,Wetland,Water,Water,Water,Water,Wetland,Water
7102,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
7103,Water,Wetland,Water,Water,Water,Water,Water,Wetland
7104,Water,Wetland,Water,Water,Water,Water,Water,Water
7105,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7106,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7107,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
7108,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7109,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7110,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7111,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
7112,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7113,Water,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
7114,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7115,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
7116,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
7117,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7118,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
7119,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
7120,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
7121,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
7122,Water,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Water
7123,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
7124,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7125,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7126,Water,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Water
7127,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
7128,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7129,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
7130,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7131,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7132,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Water
7133,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
7134,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7135,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7136,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7137,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
7138,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Water
7139,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
7140,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
7141,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7142,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7143,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
7144,Water,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Grassland
7145,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7146,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Water
7147,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
7148,Water,Built-up,Water,NULL,Water,Shrubland,Grassland,Forest
7149,Water,Built-up,Water,NULL,Water,Bareland,Grassland,Forest
7150,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Water
7151,Water,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
7152,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
7153,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7154,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
7155,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7156,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7157,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Water
7158,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Water
7159,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
7160,Water,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
7161,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
7162,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7163,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
7164,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7165,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
7166,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
7167,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7168,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
7169,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7170,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
7171,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
7172,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7173,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7174,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
7175,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
7176,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7177,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7178,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7179,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7180,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
7181,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
7182,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
7183,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7184,Water,Water,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
7185,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
7186,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7187,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
7188,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7189,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
7190,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7191,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
7192,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
7193,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7194,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
7195,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7196,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
7197,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7198,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7199,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7200,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
7201,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7202,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
7203,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
7204,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7205,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7206,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
7207,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7208,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7209,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
7210,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
7211,Water,Water,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
7212,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
7213,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
7214,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7215,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
7216,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
7217,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7218,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
7219,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7220,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
7221,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
7222,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
7223,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
7224,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
7225,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7226,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
7227,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
7228,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
7229,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7230,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
7231,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7232,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7233,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
7234,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7235,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
7236,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7237,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7238,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7239,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
7240,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
7241,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
7242,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
7243,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
7244,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7245,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7246,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
7247,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7248,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
7249,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
7250,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
7251,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
7252,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
7253,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
7254,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
7255,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
7256,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
7257,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
7258,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
7259,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
7260,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
7261,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7262,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
7263,Water,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
7264,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
7265,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
7266,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
7267,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
7268,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
7269,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
7270,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
7271,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
7272,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
7273,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
7274,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
7275,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
7276,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
7277,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
7278,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
7279,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
7280,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
7281,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
7282,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
7283,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
7284,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
7285,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
7286,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
7287,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
7288,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
7289,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
7290,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
7291,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
7292,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
7293,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7294,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
7295,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7296,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7297,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7298,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7299,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
7300,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7301,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7302,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
7303,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
7304,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
7305,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7306,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7307,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7308,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7309,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
7310,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7311,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7312,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7313,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7314,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
7315,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7316,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7317,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7318,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
7319,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
7320,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7321,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7322,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7323,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7324,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7325,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7326,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7327,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7328,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7329,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
7330,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7331,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7332,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
7333,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7334,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7335,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7336,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
7337,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7338,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7339,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
7340,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7341,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7342,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Water
7343,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7344,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
7345,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7346,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7347,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
7348,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
7349,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7350,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7351,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7352,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7353,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7354,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7355,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7356,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
7357,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
7358,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
7359,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
