Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTF_M_R
2645,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
2646,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
2647,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
2648,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Cropland
2649,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2650,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2651,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2652,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2653,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2654,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2655,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2656,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2657,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2658,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2659,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2660,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2661,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
2662,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2663,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2664,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2665,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2666,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2667,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2668,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2669,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2670,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2671,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2672,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2673,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
2674,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2675,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2676,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2677,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
2678,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
2679,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Water
2680,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Forest
2681,Grassland,NULL,Water,NULL,Water,NULL,Water,Grassland
2682,Grassland,NULL,Water,NULL,Water,NULL,Forest,Grassland
2683,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2684,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
2685,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
2686,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2687,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
2688,Grassland,NULL,Water,Water,Water,NULL,Grassland,Grassland
2689,Grassland,NULL,Water,Water,Water,NULL,Water,Grassland
2690,Grassland,NULL,Water,Water,Water,NULL,Water,Forest
2691,Grassland,NULL,Water,Water,Water,NULL,Forest,Water
2692,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2693,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
2694,Grassland,NULL,Water,Water,Water,Water,NULL,Grassland
2695,Grassland,NULL,Water,Water,Water,Water,NULL,Water
2696,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
2697,Grassland,NULL,Water,Water,Water,Water,Grassland,Forest
2698,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
2699,Grassland,NULL,Water,Water,Water,Water,Water,Water
2700,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2701,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2702,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2703,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2704,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2705,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2706,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2707,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2708,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2709,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2710,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
2711,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
2712,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2713,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2714,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2715,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2716,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2717,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2718,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
2719,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2720,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2721,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2722,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2723,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2724,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2725,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2726,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2727,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2728,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2729,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2730,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2731,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2732,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2733,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2734,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2735,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2736,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2737,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2738,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2739,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2740,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2741,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2742,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2743,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2744,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2745,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2746,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2747,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2748,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2749,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2750,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2751,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2752,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2753,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2754,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2755,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2756,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2757,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2758,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2759,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2760,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2761,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2762,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2763,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2764,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2765,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2766,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2767,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2768,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2769,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2770,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2771,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2772,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
2773,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
2774,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2775,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2776,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2777,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
2778,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2779,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2780,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
2781,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2782,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2783,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2784,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2785,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2786,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2787,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2788,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2789,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2790,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2791,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2792,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2793,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2794,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2795,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2796,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2797,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2798,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2799,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
2800,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2801,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2802,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2803,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2804,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2805,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2806,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2807,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2808,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2809,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
2810,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2811,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2812,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
2813,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2814,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2815,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2816,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2817,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2818,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2819,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
2820,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2821,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2822,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
2823,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2824,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2825,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2826,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2827,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
2828,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2829,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
2830,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2831,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2832,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
2833,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2834,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
2835,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
2836,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
2837,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
2838,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2839,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2840,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
2841,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
2842,Grassland,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
2843,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2844,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
2845,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
2846,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
2847,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
2848,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Water,Grassland
2849,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2850,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2851,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2852,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2853,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2854,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2855,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2856,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2857,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2858,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2859,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2860,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2861,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2862,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2863,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2864,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2865,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2866,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2867,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2868,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2869,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2870,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2871,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2872,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2873,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2874,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2875,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2876,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2877,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2878,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2879,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2880,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2881,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2882,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2883,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2884,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2885,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2886,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2887,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2888,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2889,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2890,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2891,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2892,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2893,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2894,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2895,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2896,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2897,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2898,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2899,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2900,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2901,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2902,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2903,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2904,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2905,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2906,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2907,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2908,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2909,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2910,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2911,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2912,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2913,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2914,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2915,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2916,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2917,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2918,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2919,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2920,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2921,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2922,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2923,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2924,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2925,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2926,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2927,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2928,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2929,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2930,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2931,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2932,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2933,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2934,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2935,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2936,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2937,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2938,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2939,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
2940,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2941,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2942,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2943,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2944,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2945,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2946,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2947,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2948,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
2949,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2950,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2951,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2952,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2953,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2954,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2955,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2956,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2957,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2958,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2959,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2960,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2961,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2962,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
