Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQE_M_R
11035,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
11036,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
11037,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
11038,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11039,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11040,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11041,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11042,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11043,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11044,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
11045,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11046,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11047,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11048,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11049,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11050,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
11051,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11052,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
11053,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11054,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11055,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11056,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11057,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
11058,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11059,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11060,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11061,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
11062,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11063,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
11064,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
11065,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11066,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
11067,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
11068,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11069,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11070,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
11071,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
11072,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11073,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11074,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11075,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
11076,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
11077,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11078,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11079,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11080,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11081,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11082,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11083,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11084,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11085,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
11086,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11087,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11088,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
11089,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11090,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11091,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11092,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
11093,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11094,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
11095,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11096,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11097,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11098,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11099,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
11100,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11101,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11102,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11103,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11104,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11105,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11106,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11107,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11108,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11109,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
11110,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11111,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
11112,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11113,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
11114,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
11115,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11116,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
11117,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
11118,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11119,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11120,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
11121,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11122,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
11123,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
11124,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
11125,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
11126,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
11127,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11128,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11129,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11130,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
11131,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11132,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11133,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
11134,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11135,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11136,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11137,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11138,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
11139,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11140,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11141,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
11142,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11143,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11144,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
11145,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11146,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
11147,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11148,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11149,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
11150,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11151,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11152,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
11153,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11154,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
11155,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11156,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
11157,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11158,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
11159,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
11160,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11161,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11162,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
11163,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
11164,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11165,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
11166,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11167,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11168,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
11169,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
11170,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11171,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11172,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11173,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11174,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11175,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11176,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
11177,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
11178,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
11179,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
11180,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
11181,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11182,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
11183,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11184,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11185,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
11186,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11187,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
11188,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
11189,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
11190,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
11191,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11192,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11193,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11194,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
11195,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
11196,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11197,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11198,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
11199,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
11200,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11201,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
11202,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
11203,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11204,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11205,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11206,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
11207,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
11208,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
11209,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
11210,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
11211,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
11212,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
11213,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11214,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
11215,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
11216,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
11217,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
11218,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11219,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11220,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
11221,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11222,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
11223,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
11224,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
11225,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
11226,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11227,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
11228,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11229,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
11230,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11231,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
11232,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
11233,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11234,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
11235,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11236,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
11237,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
11238,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
11239,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
11240,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
11241,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
11242,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
11243,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
11244,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
11245,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
11246,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
11247,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11248,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
11249,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
11250,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11251,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
11252,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
11253,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
11254,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
11255,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
11256,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Wetland
11257,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
11258,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
11259,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
11260,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
11261,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
11262,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
11263,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
11264,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
11265,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
11266,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
11267,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
11268,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
11269,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
11270,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
11271,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Built-up
11272,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
11273,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
11274,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
11275,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
11276,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
11277,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Cropland
11278,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
11279,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
11280,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
11281,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
11282,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
11283,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
11284,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
11285,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
11286,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
11287,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
11288,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
11289,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
11290,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
11291,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Cropland
11292,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
11293,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
11294,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
11295,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
11296,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11297,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
11298,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
11299,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Built-up
11300,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
11301,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
11302,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
11303,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11304,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
11305,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
11306,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11307,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
11308,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11309,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11310,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11311,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Built-up
11312,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
11313,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11314,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11315,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11316,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
11317,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11318,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11319,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11320,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
11321,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
11322,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11323,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11324,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
11325,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
11326,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11327,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
11328,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
11329,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
11330,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
11331,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
11332,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
11333,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
11334,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,NULL
11335,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
11336,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11337,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11338,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11339,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
11340,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
11341,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
11342,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
11343,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11344,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
11345,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
11346,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
11347,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
11348,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11349,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
