Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R
11299,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11300,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11301,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11302,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11303,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11304,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
11305,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11306,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11307,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11308,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11309,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11310,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11311,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11312,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
11313,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11314,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11315,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11316,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
11317,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11318,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
11319,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
11320,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
11321,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
11322,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11323,Water,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
11324,Water,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
11325,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
11326,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest,Wetland
11327,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11328,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
11329,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,NULL
11330,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
11331,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
11332,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
11333,Water,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
11334,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
11335,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,NULL
11336,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
11337,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
11338,Water,NULL,Forest,Water,Non_Wetland,Water,Water,NULL
11339,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
11340,Water,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
11341,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
11342,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11343,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
11344,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11345,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11346,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11347,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11348,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11349,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11350,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
11351,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11352,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11353,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Water
11354,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
11355,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
11356,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
11357,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
11358,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
11359,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
11360,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
11361,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
11362,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Water
11363,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Bareland
11364,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11365,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11366,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11367,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11368,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11369,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
11370,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11371,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11372,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11373,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11374,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11375,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11376,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11377,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
11378,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11379,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11380,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11381,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
11382,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11383,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
11384,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
11385,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
11386,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11387,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
11388,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11389,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11390,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
11391,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11392,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
11393,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
11394,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
11395,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
11396,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11397,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11398,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
11399,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
11400,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
11401,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
11402,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11403,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
11404,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11405,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11406,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11407,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11408,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11409,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11410,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11411,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11412,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
11413,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
11414,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
11415,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
11416,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11417,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
11418,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11419,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11420,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11421,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11422,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11423,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11424,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11425,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11426,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11427,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
11428,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
11429,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11430,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
11431,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
11432,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
11433,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
11434,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
11435,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,NULL
11436,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
11437,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
11438,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
11439,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
11440,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
11441,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
11442,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
11443,Water,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
11444,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
11445,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
11446,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
11447,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Cropland
11448,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
11449,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Water
11450,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
11451,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
11452,Water,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Cropland
11453,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
11454,Water,Cropland,Built-up,Water,Non_Wetland,Water,Water,Bareland
11455,Water,Cropland,Water,NULL,Water,Shrubland,Shrubland,Forest
11456,Water,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
11457,Water,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
11458,Water,Cropland,Water,NULL,Water,Bareland,Water,Grassland
11459,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
11460,Water,Cropland,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
11461,Water,Cropland,Water,Water,Water,NULL,Grassland,Water
11462,Water,Cropland,Water,Water,Water,Shrubland,NULL,Grassland
11463,Water,Cropland,Water,Water,Water,Shrubland,NULL,Bareland
11464,Water,Cropland,Water,Water,Water,Shrubland,Shrubland,Grassland
11465,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11466,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
11467,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11468,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11469,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
11470,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11471,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11472,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11473,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11474,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11475,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
11476,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
11477,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11478,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Water
11479,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
11480,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
11481,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
11482,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11483,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
11484,Water,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
11485,Water,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11486,Water,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11487,Water,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
11488,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11489,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11490,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Water
11491,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
11492,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
11493,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Water
11494,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11495,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11496,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11497,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
11498,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
11499,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
11500,Water,Wetland,NULL,Water,Non_Wetland,Water,Forest,Wetland
11501,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11502,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11503,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
11504,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
11505,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11506,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11507,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
11508,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
11509,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
11510,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
11511,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11512,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11513,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11514,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11515,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11516,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11517,Water,Wetland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Wetland
11518,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Water
11519,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
11520,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Forest,Water
11521,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
11522,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
11523,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
11524,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11525,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
11526,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Water
11527,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
11528,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
11529,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11530,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
11531,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
11532,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
11533,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
11534,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
11535,Water,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
11536,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
11537,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
11538,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
11539,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
11540,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Bareland
11541,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
11542,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
11543,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
11544,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
11545,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
11546,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Water
11547,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
11548,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
11549,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
11550,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
11551,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
11552,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
11553,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
11554,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
11555,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
11556,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
11557,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
11558,Water,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Water
11559,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
11560,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
11561,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
11562,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Water
11563,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11564,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
11565,Water,Wetland,Wetland,Water,Wetland,NULL,Forest,Grassland
11566,Water,Wetland,Wetland,Water,Wetland,NULL,Forest,Wetland
11567,Water,Wetland,Wetland,Water,Wetland,NULL,Forest,Forest
11568,Water,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Water
11569,Water,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
11570,Water,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
11571,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
11572,Water,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Wetland
11573,Water,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Water
11574,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
11575,Water,Wetland,Wetland,Water,Wetland,Water,Shrubland,Wetland
11576,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
11577,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
11578,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
11579,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Water
11580,Water,Wetland,Wetland,Water,Wetland,Forest,NULL,Wetland
11581,Water,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Wetland
11582,Water,Wetland,Wetland,Water,Wetland,Forest,Forest,Wetland
11583,Water,Wetland,Wetland,Water,Wetland,Forest,Forest,Water
11584,Water,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
11585,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11586,Water,Wetland,Water,NULL,Water,NULL,Water,Wetland
11587,Water,Wetland,Water,NULL,Water,Shrubland,Shrubland,Wetland
11588,Water,Wetland,Water,NULL,Water,Shrubland,Water,Water
11589,Water,Wetland,Water,NULL,Water,Shrubland,Forest,Wetland
11590,Water,Wetland,Water,NULL,Water,Shrubland,Forest,Water
11591,Water,Wetland,Water,NULL,Water,Shrubland,Forest,Forest
11592,Water,Wetland,Water,NULL,Water,Bareland,Shrubland,Wetland
11593,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
11594,Water,Wetland,Water,NULL,Water,Water,Water,Water
11595,Water,Wetland,Water,NULL,Water,Water,Forest,Wetland
11596,Water,Wetland,Water,NULL,Water,Water,Forest,Water
11597,Water,Wetland,Water,NULL,Water,Water,Forest,Forest
11598,Water,Wetland,Water,NULL,Water,Forest,Shrubland,Wetland
11599,Water,Wetland,Water,NULL,Water,Forest,Forest,Wetland
11600,Water,Wetland,Water,NULL,Water,Forest,Forest,Water
11601,Water,Wetland,Water,NULL,Water,Forest,Forest,Forest
11602,Water,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Water
11603,Water,Wetland,Water,Non_Water,Water,Shrubland,Forest,Wetland
11604,Water,Wetland,Water,Non_Water,Water,Shrubland,Forest,Water
11605,Water,Wetland,Water,Non_Water,Water,Shrubland,Forest,Forest
11606,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
11607,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
11608,Water,Wetland,Water,Non_Water,Water,Water,Forest,Wetland
11609,Water,Wetland,Water,Non_Water,Water,Water,Forest,Water
11610,Water,Wetland,Water,Non_Water,Water,Forest,Water,Wetland
11611,Water,Wetland,Water,Non_Water,Water,Forest,Forest,Wetland
11612,Water,Wetland,Water,Non_Water,Water,Forest,Forest,Water
11613,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
11614,Water,Wetland,Water,Water,Water,NULL,Forest,Wetland
11615,Water,Wetland,Water,Water,Water,Shrubland,Shrubland,NULL
11616,Water,Wetland,Water,Water,Water,Shrubland,Shrubland,Wetland
11617,Water,Wetland,Water,Water,Water,Shrubland,Shrubland,Water
11618,Water,Wetland,Water,Water,Water,Shrubland,Water,Wetland
11619,Water,Wetland,Water,Water,Water,Shrubland,Water,Water
11620,Water,Wetland,Water,Water,Water,Shrubland,Forest,Wetland
11621,Water,Wetland,Water,Water,Water,Shrubland,Forest,Water
11622,Water,Wetland,Water,Water,Water,Shrubland,Forest,Forest
11623,Water,Wetland,Water,Water,Water,Bareland,NULL,Wetland
11624,Water,Wetland,Water,Water,Water,Bareland,Water,Wetland
