Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R
1612,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1613,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
1614,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1615,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1616,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1617,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1618,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1619,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1620,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1621,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1622,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1623,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1624,Grassland,NULL,NULL,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
1625,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1626,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1627,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1628,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1629,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1630,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1631,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1632,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
1633,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1634,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1635,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1636,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1637,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1638,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1639,Grassland,NULL,NULL,Water,Non_Wetland,Built-up,Wetland,Grassland
1640,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1641,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1642,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1643,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
1644,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1645,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1646,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1647,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1648,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1649,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1650,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1651,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1652,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1653,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1654,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1655,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1656,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1657,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1658,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1659,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1660,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1661,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1662,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1663,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1664,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1665,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1666,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1667,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1668,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1669,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1670,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
1671,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1672,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1673,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1674,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1675,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1676,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1677,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1678,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1679,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1680,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1681,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1682,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1683,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1684,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1685,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1686,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1687,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1688,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1689,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1690,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1691,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1692,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1693,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1694,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1695,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1696,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1697,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1698,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1699,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1700,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1701,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1702,Grassland,NULL,Shrubland,Water,Non_Wetland,Built-up,Wetland,Grassland
1703,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1704,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1705,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1706,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1707,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1708,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1709,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1710,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1711,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1712,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1713,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1714,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1715,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1716,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1717,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1718,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1719,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1720,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1721,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1722,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1723,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1724,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1725,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1726,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1727,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1728,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1729,Grassland,NULL,Grassland,Water,Non_Wetland,Built-up,Wetland,Grassland
1730,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1731,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1732,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
1733,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1734,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
1735,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1736,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1737,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1738,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1739,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1740,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1741,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1742,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1743,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1744,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1745,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1746,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1747,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1748,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1749,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1750,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1751,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1752,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1753,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1754,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1755,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1756,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1757,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1758,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1759,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1760,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1761,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1762,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1763,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1764,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1765,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1766,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1767,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1768,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1769,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1770,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1771,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1772,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1773,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1774,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1775,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1776,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1777,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1778,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
1779,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1780,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1781,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1782,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1783,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1784,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1785,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1786,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1787,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1788,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1789,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1790,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1791,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1792,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1793,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1794,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1795,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1796,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1797,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
1798,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1799,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1800,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1801,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1802,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1803,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1804,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1805,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1806,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1807,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1808,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1809,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1810,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1811,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1812,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1813,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1814,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1815,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1816,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1817,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1818,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1819,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1820,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1821,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1822,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1823,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1824,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1825,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1826,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1827,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1828,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1829,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1830,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1831,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1832,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1833,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1834,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1835,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1836,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1837,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1838,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1839,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1840,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1841,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1842,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1843,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1844,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1845,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1846,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1847,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1848,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1849,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1850,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1851,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1852,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1853,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1854,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1855,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1856,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1857,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1858,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1859,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1860,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1861,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1862,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1863,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1864,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1865,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1866,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1867,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1868,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1869,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1870,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1871,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1872,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1873,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1874,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1875,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1876,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1877,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1878,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1879,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1880,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1881,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1882,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1883,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
1884,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1885,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1886,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1887,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1888,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1889,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1890,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1891,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1892,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1893,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1894,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1895,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1896,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1897,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1898,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1899,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1900,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1901,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1902,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1903,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1904,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Wetland
1905,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1906,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1907,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1908,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1909,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1910,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1911,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
1912,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
1913,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1914,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1915,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
1916,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1917,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1918,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Water
1919,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1920,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
1921,Grassland,NULL,Water,NULL,Water,Wetland,Water,Wetland
1922,Grassland,NULL,Water,NULL,Water,Wetland,Water,Water
1923,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1924,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1925,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
1926,Grassland,NULL,Water,NULL,Water,Water,Water,Wetland
1927,Grassland,NULL,Water,NULL,Water,Water,Water,Water
1928,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1929,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1930,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
1931,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1932,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1933,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
1934,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
