Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNR_M_R
13724,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
13725,Wetland,Water,Forest,Water,Non_Wetland,Forest,Grassland,Wetland
13726,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13727,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13728,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
13729,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
13730,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
13731,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
13732,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
13733,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
13734,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13735,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13736,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
13737,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
13738,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
13739,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
13740,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
13741,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
13742,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13743,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
13744,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13745,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
13746,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
13747,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
13748,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
13749,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13750,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13751,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13752,Wetland,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
13753,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13754,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
13755,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
13756,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13757,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13758,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
13759,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
13760,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
13761,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
13762,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
13763,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
13764,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
13765,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
13766,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
13767,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
13768,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
13769,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
13770,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
13771,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
13772,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
13773,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
13774,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
13775,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
13776,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
13777,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
13778,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
13779,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
13780,Wetland,Forest,Wetland,NULL,Wetland,Cropland,Wetland,NULL
13781,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
13782,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
13783,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
13784,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
13785,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
13786,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
13787,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
13788,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
13789,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
13790,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
13791,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
13792,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
13793,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
13794,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
13795,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
13796,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
13797,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
13798,Wetland,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
13799,Wetland,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
13800,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
13801,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
13802,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
13803,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
13804,Wetland,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
13805,Wetland,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
13806,Wetland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
13807,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
13808,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
13809,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
13810,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
13811,Wetland,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
13812,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
13813,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
13814,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
13815,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
13816,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
13817,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
13818,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
13819,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
13820,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
13821,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
13822,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
13823,Wetland,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
13824,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
13825,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
13826,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
13827,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
13828,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
13829,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
13830,Wetland,Forest,Water,NULL,Water,Wetland,Water,Wetland
13831,Wetland,Forest,Water,NULL,Water,Water,Water,Wetland
13832,Wetland,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
13833,Wetland,Forest,Water,Non_Water,Water,Forest,Wetland,Grassland
13834,Wetland,Forest,Water,Water,Water,NULL,Wetland,NULL
13835,Wetland,Forest,Water,Water,Water,NULL,Wetland,Grassland
13836,Wetland,Forest,Water,Water,Water,NULL,Wetland,Wetland
13837,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
13838,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
13839,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Forest
13840,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
13841,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
13842,Wetland,Forest,Water,Water,Water,Forest,Wetland,Grassland
13843,Wetland,Forest,Water,Water,Water,Forest,Forest,Grassland
13844,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13845,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
13846,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13847,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
13848,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
13849,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
13850,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
13851,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13852,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
13853,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
13854,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
13855,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13856,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
13857,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
13858,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
13859,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
13860,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
13861,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
13862,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
13863,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
13864,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
13865,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
13866,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
13867,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
13868,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
13869,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
13870,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
13871,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
13872,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
13873,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
13874,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
13875,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13876,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13877,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13878,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
13879,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13880,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
13881,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13882,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13883,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
13884,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
13885,Wetland,Forest,Forest,Water,Non_Wetland,Water,Water,Wetland
13886,Wetland,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
13887,Wetland,Forest,Forest,Water,Non_Wetland,Forest,Forest,NULL
13888,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13889,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
13890,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13891,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13892,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
13893,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13894,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
13895,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
13896,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
13897,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
13898,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13899,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
13900,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13901,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
13902,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13903,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
13904,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13905,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
13906,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13907,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
13908,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
13909,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
13910,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
13911,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
13912,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
13913,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
13914,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
13915,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
13916,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
13917,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
13918,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
13919,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
13920,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
13921,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
13922,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
13923,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
13924,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
13925,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
13926,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
13927,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13928,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13929,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
13930,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13931,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13932,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
13933,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13934,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13935,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13936,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
13937,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
13938,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
13939,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
13940,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
13941,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
13942,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
13943,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
13944,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13945,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
13946,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
13947,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
13948,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13949,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
13950,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
13951,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
13952,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
13953,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13954,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13955,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13956,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13957,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13958,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13959,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13960,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13961,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13962,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13963,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13964,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
13965,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
13966,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13967,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
13968,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13969,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13970,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
13971,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
13972,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
13973,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13974,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13975,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13976,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13977,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13978,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13979,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13980,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
13981,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13982,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
13983,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13984,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
13985,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13986,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13987,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
13988,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
13989,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
13990,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
13991,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
13992,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
13993,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
13994,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
13995,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
13996,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
13997,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
13998,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
13999,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
14000,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
14001,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
14002,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14003,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14004,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
14005,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
14006,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
14007,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
14008,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
14009,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14010,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14011,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
14012,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14013,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
14014,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14015,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
14016,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
14017,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14018,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
14019,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14020,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
14021,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
14022,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
14023,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
14024,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
14025,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
14026,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
14027,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
14028,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14029,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
14030,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
14031,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
14032,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14033,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
14034,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
