Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDC_M_R
11364,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Water
11365,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11366,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11367,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
11368,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11369,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11370,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11371,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11372,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11373,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11374,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11375,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
11376,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11377,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11378,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
11379,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11380,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11381,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11382,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
11383,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
11384,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
11385,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11386,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
11387,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
11388,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11389,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
11390,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
11391,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11392,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11393,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
11394,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11395,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11396,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11397,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
11398,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11399,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11400,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11401,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11402,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
11403,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11404,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11405,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
11406,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11407,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
11408,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
11409,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11410,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11411,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
11412,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
11413,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11414,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
11415,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
11416,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Water
11417,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
11418,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
11419,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11420,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
11421,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
11422,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
11423,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11424,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11425,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
11426,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11427,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
11428,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11429,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
11430,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11431,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
11432,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
11433,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11434,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
11435,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
11436,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Built-up,Water
11437,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
11438,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
11439,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
11440,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
11441,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Built-up
11442,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
11443,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
11444,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
11445,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
11446,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
11447,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11448,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11449,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11450,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11451,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
11452,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11453,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11454,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11455,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11456,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
11457,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11458,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
11459,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
11460,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
11461,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11462,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
11463,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11464,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
11465,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
11466,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11467,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
11468,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11469,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
11470,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11471,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11472,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
11473,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11474,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
11475,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11476,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11477,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
11478,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11479,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
11480,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
11481,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
11482,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
11483,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
11484,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11485,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
11486,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
11487,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
11488,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11489,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
11490,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Cropland
11491,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
11492,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
11493,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
11494,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11495,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
11496,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
11497,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
11498,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
11499,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
11500,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
11501,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
11502,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11503,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11504,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
11505,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
11506,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
11507,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11508,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11509,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11510,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
11511,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
11512,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
11513,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11514,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
11515,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Cropland
11516,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
11517,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11518,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11519,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
11520,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11521,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11522,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11523,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
11524,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11525,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
11526,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
11527,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11528,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11529,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
11530,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
11531,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
11532,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11533,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11534,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
11535,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
11536,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
11537,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11538,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11539,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11540,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
11541,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
11542,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
11543,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11544,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
11545,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
11546,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
11547,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Built-up
11548,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
11549,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
11550,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11551,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
11552,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
11553,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
11554,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
11555,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
11556,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11557,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11558,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11559,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11560,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11561,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
11562,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11563,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
11564,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
11565,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
11566,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
11567,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
11568,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
11569,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Bareland
11570,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Water
11571,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
11572,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
11573,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
11574,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Bareland
11575,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Water
11576,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Forest
11577,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Water
11578,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11579,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
11580,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
11581,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11582,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11583,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
11584,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
11585,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11586,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11587,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
11588,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11589,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
11590,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11591,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
11592,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
11593,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Water
11594,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
11595,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,Water
11596,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11597,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Cropland
11598,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
11599,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Bareland
11600,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
11601,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
11602,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
11603,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Water
11604,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
11605,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11606,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
11607,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
11608,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
11609,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
11610,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11611,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
11612,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
11613,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11614,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
11615,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
11616,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11617,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
11618,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
11619,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
11620,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11621,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
11622,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11623,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Built-up
11624,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
11625,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
11626,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11627,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
11628,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
11629,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
11630,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Water
11631,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
11632,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Grassland
11633,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Bareland
11634,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Water
11635,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
11636,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
11637,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
11638,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
11639,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
11640,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
11641,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11642,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
11643,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
11644,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
11645,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
11646,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Cropland
11647,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
11648,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
11649,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
11650,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
11651,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
11652,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Water
11653,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
11654,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
11655,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
11656,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
11657,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
11658,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
11659,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
11660,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
11661,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
11662,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
11663,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
11664,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
11665,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
11666,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
11667,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
11668,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
11669,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
11670,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Water
11671,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
11672,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
11673,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Cropland
