Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPU_M_R
1349,NULL,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1350,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1351,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1352,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1353,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1354,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1355,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1356,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1357,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1358,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1359,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1360,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
1361,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1362,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1363,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1364,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1365,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1366,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1367,NULL,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1368,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1369,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1370,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1371,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1372,NULL,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
1373,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1374,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1375,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1376,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1377,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1378,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
1379,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
1380,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1381,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1382,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
1383,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1384,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Grassland
1385,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1386,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1387,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1388,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1389,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1390,NULL,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1391,NULL,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1392,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1393,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1394,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1395,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1396,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1397,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1398,NULL,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1399,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
1400,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1401,NULL,Water,Water,NULL,Water,Wetland,Wetland,Forest
1402,NULL,Water,Water,NULL,Water,Wetland,Water,Grassland
1403,NULL,Water,Water,NULL,Water,Wetland,Water,Forest
1404,NULL,Water,Water,Non_Water,Water,Wetland,Water,Built-up
1405,NULL,Water,Water,Water,Water,Grassland,Water,Wetland
1406,NULL,Water,Water,Water,Water,Grassland,Water,Water
1407,NULL,Water,Water,Water,Water,Wetland,Wetland,Wetland
1408,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
1409,NULL,Water,Water,Water,Water,Water,Wetland,Wetland
1410,NULL,Water,Water,Water,Water,Water,Water,Wetland
1411,NULL,Water,Water,Water,Water,Water,Water,Bareland
1412,NULL,Water,Water,Water,Water,Water,Water,Water
1413,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1414,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1415,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1416,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1417,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1418,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1419,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1420,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1421,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1422,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1423,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1424,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1425,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1426,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1427,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1428,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1429,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1430,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1431,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1432,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1433,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1434,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1435,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1436,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1437,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1438,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1439,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1440,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1441,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1442,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1443,NULL,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1444,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1445,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1446,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1447,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1448,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1449,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1450,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1451,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1452,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1453,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1454,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1455,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1456,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1457,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1458,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1459,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
1460,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1461,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1462,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1463,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1464,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1465,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1466,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1467,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1468,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1469,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1470,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1471,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1472,NULL,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1473,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1474,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1475,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1476,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1477,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1478,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1479,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1480,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1481,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1482,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1483,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1484,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1485,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1486,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1487,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1488,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1489,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1490,NULL,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1491,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1492,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1493,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1494,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1495,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1496,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1497,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1498,NULL,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1499,NULL,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
1500,NULL,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Forest
1501,NULL,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Forest
1502,NULL,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1503,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1504,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1505,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1506,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1507,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1508,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1509,NULL,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1510,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1511,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Bareland
1512,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1513,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1514,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1515,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1516,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Bareland
1517,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1518,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1519,NULL,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1520,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
1521,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1522,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1523,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1524,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
1525,NULL,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1526,NULL,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1527,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1528,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1529,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1530,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1531,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1532,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1533,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1534,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1535,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1536,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1537,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1538,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1539,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1540,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1541,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1542,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1543,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1544,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1545,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1546,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1547,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1548,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1549,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1550,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1551,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1552,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1553,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1554,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1555,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1556,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1557,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1558,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1559,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1560,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1561,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1562,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1563,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1564,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1565,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1566,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1567,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1568,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1569,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1570,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1571,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1572,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1573,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1574,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1575,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1576,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1577,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1578,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1579,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1580,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1581,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1582,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1583,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1584,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1585,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1586,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1587,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1588,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1589,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1590,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1591,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1592,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1593,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1594,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1595,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
1596,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1597,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1598,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1599,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1600,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1601,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1602,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1603,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1604,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1605,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1606,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1607,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
1608,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1609,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1610,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1611,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1612,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1613,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1614,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1615,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1616,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1617,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1618,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1619,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1620,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1621,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1622,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1623,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1624,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1625,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1626,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1627,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1628,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1629,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
1630,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1631,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1632,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1633,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1634,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1635,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1636,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1637,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1638,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1639,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1640,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1641,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1642,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1643,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1644,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1645,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1646,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1647,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1648,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1649,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1650,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1651,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1652,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1653,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1654,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1655,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1656,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1657,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1658,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1659,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1660,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1661,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1662,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1663,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1664,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1665,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1666,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1667,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1668,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1669,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1670,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1671,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1672,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1673,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1674,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1675,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1676,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1677,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1678,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
