Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R
8017,Cropland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
8018,Cropland,NULL,Water,NULL,Water,NULL,Grassland,Wetland
8019,Cropland,NULL,Water,NULL,Water,NULL,Grassland,Forest
8020,Cropland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
8021,Cropland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
8022,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
8023,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
8024,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Water
8025,Cropland,NULL,Water,NULL,Water,Grassland,Water,Grassland
8026,Cropland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
8027,Cropland,NULL,Water,NULL,Water,Bareland,Water,Grassland
8028,Cropland,NULL,Water,NULL,Water,Bareland,Water,Bareland
8029,Cropland,NULL,Water,NULL,Water,Water,Water,Bareland
8030,Cropland,NULL,Water,NULL,Water,Water,Water,Water
8031,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
8032,Cropland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
8033,Cropland,NULL,Water,Non_Water,Water,NULL,Grassland,Wetland
8034,Cropland,NULL,Water,Non_Water,Water,NULL,Grassland,Water
8035,Cropland,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
8036,Cropland,NULL,Water,Non_Water,Water,Shrubland,NULL,Cropland
8037,Cropland,NULL,Water,Non_Water,Water,Shrubland,NULL,Water
8038,Cropland,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
8039,Cropland,NULL,Water,Non_Water,Water,Grassland,NULL,Cropland
8040,Cropland,NULL,Water,Non_Water,Water,Grassland,NULL,Water
8041,Cropland,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
8042,Cropland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
8043,Cropland,NULL,Water,Non_Water,Water,Grassland,Grassland,Cropland
8044,Cropland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
8045,Cropland,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
8046,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Water
8047,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Water
8048,Cropland,NULL,Water,Non_Water,Water,Water,Shrubland,Water
8049,Cropland,NULL,Water,Non_Water,Water,Water,Water,Bareland
8050,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
8051,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
8052,Cropland,NULL,Water,Water,Water,NULL,Shrubland,Grassland
8053,Cropland,NULL,Water,Water,Water,NULL,Shrubland,Bareland
8054,Cropland,NULL,Water,Water,Water,NULL,Shrubland,Water
8055,Cropland,NULL,Water,Water,Water,NULL,Grassland,Grassland
8056,Cropland,NULL,Water,Water,Water,NULL,Grassland,Wetland
8057,Cropland,NULL,Water,Water,Water,NULL,Grassland,Bareland
8058,Cropland,NULL,Water,Water,Water,NULL,Grassland,Water
8059,Cropland,NULL,Water,Water,Water,NULL,Water,Bareland
8060,Cropland,NULL,Water,Water,Water,NULL,Water,Water
8061,Cropland,NULL,Water,Water,Water,NULL,Water,Forest
8062,Cropland,NULL,Water,Water,Water,Shrubland,NULL,Wetland
8063,Cropland,NULL,Water,Water,Water,Shrubland,NULL,Water
8064,Cropland,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
8065,Cropland,NULL,Water,Water,Water,Shrubland,Grassland,Water
8066,Cropland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
8067,Cropland,NULL,Water,Water,Water,Grassland,Grassland,Cropland
8068,Cropland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
8069,Cropland,NULL,Water,Water,Water,Grassland,Grassland,Water
8070,Cropland,NULL,Water,Water,Water,Bareland,NULL,Water
8071,Cropland,NULL,Water,Water,Water,Bareland,Grassland,Water
8072,Cropland,NULL,Water,Water,Water,Water,NULL,Wetland
8073,Cropland,NULL,Water,Water,Water,Water,NULL,Water
8074,Cropland,NULL,Water,Water,Water,Water,Shrubland,Bareland
8075,Cropland,NULL,Water,Water,Water,Water,Shrubland,Water
8076,Cropland,NULL,Water,Water,Water,Water,Grassland,Wetland
8077,Cropland,NULL,Water,Water,Water,Water,Grassland,Water
8078,Cropland,NULL,Water,Water,Water,Water,Bareland,Bareland
8079,Cropland,NULL,Water,Water,Water,Water,Bareland,Water
8080,Cropland,NULL,Water,Water,Water,Water,Water,Wetland
8081,Cropland,NULL,Water,Water,Water,Water,Water,Water
8082,Cropland,NULL,Water,Water,Water,Forest,Shrubland,Water
8083,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8084,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8085,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8086,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8087,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
8088,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8089,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8090,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8091,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8092,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8093,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8094,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8095,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
8096,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8097,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
8098,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
8099,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8100,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8101,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
8102,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8103,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8104,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8105,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8106,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8107,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8108,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8109,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8110,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
8111,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
8112,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8113,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8114,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8115,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
8116,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8117,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8118,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8119,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8120,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8121,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8122,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8123,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8124,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
8125,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8126,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
8127,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8128,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8129,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
8130,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8131,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8132,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
8133,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8134,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8135,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8136,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
8137,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8138,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
8139,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
8140,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
8141,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8142,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
8143,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8144,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
8145,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8146,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
8147,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
8148,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8149,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8150,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8151,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
8152,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Water
8153,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
8154,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8155,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8156,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8157,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
8158,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8159,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8160,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8161,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Water
8162,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8163,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8164,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8165,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8166,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
8167,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8168,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
8169,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8170,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
8171,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8172,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8173,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
8174,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8175,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8176,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
8177,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
8178,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
8179,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
8180,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
8181,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
8182,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
8183,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,NULL
8184,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
8185,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
8186,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
8187,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
8188,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Water
8189,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
8190,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
8191,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
8192,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
8193,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,NULL
8194,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
8195,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
8196,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
8197,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
8198,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8199,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8200,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8201,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
8202,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8203,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8204,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
8205,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8206,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8207,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8208,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
8209,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
8210,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
8211,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8212,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8213,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8214,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8215,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
8216,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
8217,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
8218,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
8219,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8220,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
8221,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8222,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
8223,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
8224,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8225,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
8226,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
8227,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
8228,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8229,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8230,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8231,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
8232,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
8233,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
8234,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8235,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8236,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8237,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8238,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8239,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8240,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8241,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8242,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8243,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8244,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8245,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
8246,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8247,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
8248,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8249,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
8250,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8251,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8252,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8253,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
8254,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
8255,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8256,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8257,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8258,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8259,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8260,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8261,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8262,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8263,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8264,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
8265,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8266,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8267,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
8268,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
8269,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8270,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
8271,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
8272,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
8273,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
8274,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8275,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8276,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
8277,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
8278,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8279,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
8280,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8281,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
8282,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8283,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
8284,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
8285,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Forest
8286,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8287,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8288,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8289,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8290,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
8291,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8292,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8293,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8294,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8295,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8296,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8297,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8298,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
8299,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8300,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8301,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8302,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8303,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
8304,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
8305,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
8306,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
8307,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
8308,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
8309,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8310,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
8311,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8312,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
8313,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
8314,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
8315,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
8316,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
8317,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Water
8318,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
8319,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
8320,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8321,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
8322,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8323,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
8324,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
8325,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
8326,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8327,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
8328,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
8329,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
8330,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
8331,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
8332,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
8333,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8334,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8335,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
8336,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
8337,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8338,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8339,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8340,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
8341,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8342,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8343,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8344,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
8345,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8346,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
