Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEA_M_R
1463,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1464,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1465,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1466,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1467,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1468,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1469,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1470,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1471,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1472,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1473,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1474,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1475,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1476,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1477,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1478,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1479,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1480,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1481,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1482,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1483,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1484,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1485,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1486,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1487,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1488,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1489,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1490,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1491,Cropland,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
1492,Cropland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1493,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1494,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1495,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1496,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1497,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1498,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1499,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1500,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1501,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1502,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1503,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1504,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1505,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1506,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1507,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1508,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1509,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1510,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1511,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1512,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1513,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1514,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1515,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1516,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1517,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1518,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1519,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1520,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1521,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1522,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Bareland
1523,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1524,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1525,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1526,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1527,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1528,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1529,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1530,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1531,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1532,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1533,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1534,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1535,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1536,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1537,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1538,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1539,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1540,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1541,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1542,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1543,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1544,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1545,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1546,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1547,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1548,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1549,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1550,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1551,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1552,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1553,Wetland,NULL,Water,NULL,Water,Grassland,Forest,Forest
1554,Wetland,NULL,Water,NULL,Water,Wetland,Forest,Grassland
1555,Wetland,NULL,Water,Non_Water,Water,Grassland,Forest,Forest
1556,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
1557,Wetland,NULL,Water,Water,Water,Grassland,Forest,Forest
1558,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
1559,Wetland,NULL,Water,Water,Water,Wetland,Forest,Water
1560,Wetland,NULL,Water,Water,Water,Water,Water,Water
1561,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1562,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1563,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1564,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1565,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1566,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1567,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Wetland
1568,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1569,Wetland,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
1570,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1571,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Bareland
1572,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1573,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1574,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Water
1575,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1576,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1577,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1578,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1579,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Bareland
1580,Wetland,Wetland,Water,Water,Water,Wetland,Water,Bareland
1581,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
1582,Wetland,Wetland,Water,Water,Water,Wetland,Forest,Forest
1583,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1584,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1585,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
1586,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
1587,Wetland,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
1588,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1589,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1590,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1591,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1592,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1593,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1594,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1595,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
1596,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1597,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1598,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1599,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1600,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1601,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Forest
1602,Wetland,Water,Water,NULL,Water,Wetland,Water,Bareland
1603,Wetland,Water,Water,Non_Water,Water,Grassland,Grassland,Bareland
1604,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
1605,Wetland,Water,Water,Water,Water,Wetland,Water,Bareland
1606,Wetland,Water,Water,Water,Water,Wetland,Water,Water
1607,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
1608,Wetland,Water,Water,Water,Water,Wetland,Forest,Water
1609,Wetland,Water,Water,Water,Water,Wetland,Forest,Forest
1610,Wetland,Water,Water,Water,Water,Water,Water,Bareland
1611,Wetland,Water,Water,Water,Water,Water,Water,Water
1612,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1613,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1614,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1615,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1616,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1617,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1618,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1619,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1620,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1621,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1622,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1623,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1624,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1625,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1626,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1627,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1628,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1629,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1630,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1631,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1632,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1633,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1634,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1635,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1636,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1637,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1638,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1639,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1640,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1641,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1642,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Built-up,Grassland
1643,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1644,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1645,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1646,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1647,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1648,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1649,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1650,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1651,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1652,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1653,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1654,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1655,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1656,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1657,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
1658,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1659,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1660,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1661,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1662,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1663,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1664,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1665,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1666,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1667,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1668,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1669,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1670,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1671,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1672,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1673,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1674,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1675,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1676,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1677,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1678,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1679,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1680,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1681,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1682,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1683,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1684,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1685,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1686,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1687,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1688,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1689,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1690,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1691,Bareland,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
1692,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1693,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1694,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1695,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1696,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1697,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1698,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1699,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1700,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1701,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1702,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1703,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1704,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1705,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1706,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1707,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1708,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1709,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1710,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1711,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1712,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1713,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1714,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1715,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1716,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1717,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
1718,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
1719,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1720,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1721,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1722,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1723,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1724,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1725,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1726,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1727,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
1728,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1729,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1730,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
1731,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1732,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1733,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1734,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
1735,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1736,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1737,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1738,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1739,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Bareland
1740,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
1741,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
1742,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
1743,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1744,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1745,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1746,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1747,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1748,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1749,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1750,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1751,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1752,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1753,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1754,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1755,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1756,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1757,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1758,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1759,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1760,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1761,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1762,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1763,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1764,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1765,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1766,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1767,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1768,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1769,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1770,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1771,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1772,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1773,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1774,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
1775,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
