Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCG_M_R
1231,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1232,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1233,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1234,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1235,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1236,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1237,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1238,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1239,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1240,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1241,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
1242,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1243,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1244,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1245,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
1246,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1247,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1248,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1249,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1250,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1251,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1252,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1253,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1254,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1255,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1256,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
1257,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1258,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1259,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1260,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1261,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1262,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1263,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Water
1264,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
1265,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
1266,Bareland,Water,Water,Water,Water,Bareland,Water,Water
1267,Bareland,Water,Water,Water,Water,Water,Water,Bareland
1268,Bareland,Water,Water,Water,Water,Water,Water,Water
1269,Bareland,Water,Water,Water,Water,Water,Water,Forest
1270,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1271,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1272,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1273,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
1274,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1275,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1276,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1277,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1278,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1279,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1280,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1281,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1282,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
1283,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1284,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1285,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1286,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1287,Bareland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1288,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
1289,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1290,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1291,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1292,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1293,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1294,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1295,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1296,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1297,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1298,Bareland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1299,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1300,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1301,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1302,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1303,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1304,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1305,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1306,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1307,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1308,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1309,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1310,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1311,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1312,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1313,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1314,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1315,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1316,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1317,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1318,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1319,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1320,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1321,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1322,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1323,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1324,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1325,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
1326,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1327,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1328,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1329,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1330,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1331,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1332,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1333,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1334,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1335,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1336,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1337,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1338,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
1339,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
1340,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1341,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1342,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1343,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1344,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1345,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1346,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1347,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1348,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1349,Water,NULL,Water,NULL,Water,Wetland,Water,Water
1350,Water,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1351,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
1352,Water,NULL,Water,NULL,Water,Water,Water,Water
1353,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
1354,Water,NULL,Water,Water,Water,Wetland,Bareland,Water
1355,Water,NULL,Water,Water,Water,Wetland,Water,Water
1356,Water,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1357,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
1358,Water,NULL,Water,Water,Water,Water,Water,Water
1359,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1360,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1361,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1362,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1363,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1364,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1365,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1366,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1367,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1368,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1369,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1370,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1371,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1372,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1373,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1374,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1375,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1376,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1377,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1378,Water,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Water
1379,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1380,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1381,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1382,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1383,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1384,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1385,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1386,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1387,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1388,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
1389,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1390,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1391,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1392,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
1393,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1394,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
1395,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1396,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1397,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
1398,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1399,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1400,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1401,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
1402,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1403,Water,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Water
1404,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1405,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1406,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
1407,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1408,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1409,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
1410,Water,Wetland,Water,NULL,Water,Bareland,Water,Bareland
1411,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
1412,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1413,Water,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
1414,Water,Wetland,Water,Water,Water,Bareland,Water,Water
1415,Water,Wetland,Water,Water,Water,Water,Wetland,Bareland
1416,Water,Wetland,Water,Water,Water,Water,Water,Water
1417,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1418,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1419,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1420,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1421,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1422,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1423,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1424,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1425,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1426,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1427,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
1428,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1429,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Bareland,Water
1430,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Bareland
1431,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Water
1432,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
1433,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Wetland
1434,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
1435,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1436,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
1437,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
1438,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1439,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1440,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
1441,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1442,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1443,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1444,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1445,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1446,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1447,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1448,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1449,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1450,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
1451,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Water
1452,Water,Bareland,Water,NULL,Water,Bareland,Water,Water
1453,Water,Bareland,Water,NULL,Water,Water,Water,Water
1454,Water,Bareland,Water,Non_Water,Water,Wetland,Water,Water
1455,Water,Bareland,Water,Non_Water,Water,Bareland,Water,Water
1456,Water,Bareland,Water,Non_Water,Water,Water,Water,Bareland
1457,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
1458,Water,Bareland,Water,Water,Water,Wetland,Bareland,Water
1459,Water,Bareland,Water,Water,Water,Wetland,Water,Bareland
1460,Water,Bareland,Water,Water,Water,Wetland,Water,Water
1461,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
1462,Water,Bareland,Water,Water,Water,Bareland,Water,Grassland
1463,Water,Bareland,Water,Water,Water,Bareland,Water,Bareland
1464,Water,Bareland,Water,Water,Water,Bareland,Water,Water
1465,Water,Bareland,Water,Water,Water,Water,Water,Bareland
1466,Water,Bareland,Water,Water,Water,Water,Water,Water
1467,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1468,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1469,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Water
1470,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
1471,Water,Bareland,Forest,Water,Non_Wetland,Wetland,Bareland,Water
1472,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1473,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1474,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1475,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1476,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
1477,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1478,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1479,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1480,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1481,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1482,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1483,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1484,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1485,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1486,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1487,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1488,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
1489,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
1490,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1491,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1492,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1493,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1494,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1495,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1496,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
1497,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1498,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
1499,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1500,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1501,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1502,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1503,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1504,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
1505,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1506,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1507,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
1508,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1509,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1510,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
1511,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1512,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1513,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1514,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1515,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1516,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1517,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
1518,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1519,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1520,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1521,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
1522,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1523,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1524,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1525,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1526,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1527,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1528,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1529,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1530,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1531,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1532,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1533,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1534,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1535,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1536,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1537,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1538,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1539,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1540,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1541,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1542,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1543,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1544,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1545,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1546,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1547,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1548,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1549,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1550,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1551,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1552,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1553,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1554,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1555,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1556,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1557,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1558,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1559,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1560,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1561,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1562,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1563,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1564,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
1565,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1566,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
