Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R
8675,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8676,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
8677,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
8678,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Water
8679,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
8680,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
8681,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
8682,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
8683,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8684,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
8685,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
8686,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8687,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
8688,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
8689,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
8690,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
8691,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8692,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8693,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
8694,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
8695,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8696,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
8697,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
8698,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
8699,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
8700,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
8701,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
8702,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
8703,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
8704,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
8705,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
8706,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
8707,Water,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
8708,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
8709,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
8710,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
8711,Water,NULL,Wetland,Water,Wetland,Wetland,Water,NULL
8712,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
8713,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
8714,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
8715,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
8716,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
8717,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
8718,Water,NULL,Wetland,Water,Wetland,Water,Water,NULL
8719,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
8720,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
8721,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
8722,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
8723,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8724,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
8725,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8726,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8727,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8728,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8729,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8730,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8731,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8732,Water,NULL,Water,NULL,Water,NULL,Water,Water
8733,Water,NULL,Water,NULL,Water,Wetland,NULL,NULL
8734,Water,NULL,Water,NULL,Water,Wetland,NULL,Water
8735,Water,NULL,Water,NULL,Water,Wetland,Grassland,Cropland
8736,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
8737,Water,NULL,Water,NULL,Water,Wetland,Wetland,Water
8738,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
8739,Water,NULL,Water,NULL,Water,Wetland,Water,Bareland
8740,Water,NULL,Water,NULL,Water,Wetland,Water,Water
8741,Water,NULL,Water,NULL,Water,Wetland,Forest,Forest
8742,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
8743,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
8744,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
8745,Water,NULL,Water,NULL,Water,Bareland,Wetland,Water
8746,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
8747,Water,NULL,Water,NULL,Water,Bareland,Water,Water
8748,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
8749,Water,NULL,Water,NULL,Water,Water,NULL,Wetland
8750,Water,NULL,Water,NULL,Water,Water,NULL,Water
8751,Water,NULL,Water,NULL,Water,Water,Wetland,Water
8752,Water,NULL,Water,NULL,Water,Water,Water,Water
8753,Water,NULL,Water,NULL,Water,Water,Forest,Forest
8754,Water,NULL,Water,Non_Water,Water,NULL,Water,Water
8755,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Water
8756,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
8757,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
8758,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
8759,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
8760,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
8761,Water,NULL,Water,Non_Water,Water,Bareland,NULL,Water
8762,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
8763,Water,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
8764,Water,NULL,Water,Non_Water,Water,Bareland,Water,Water
8765,Water,NULL,Water,Non_Water,Water,Water,NULL,Grassland
8766,Water,NULL,Water,Non_Water,Water,Water,NULL,Wetland
8767,Water,NULL,Water,Non_Water,Water,Water,NULL,Water
8768,Water,NULL,Water,Non_Water,Water,Water,Water,NULL
8769,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
8770,Water,NULL,Water,Non_Water,Water,Water,Forest,NULL
8771,Water,NULL,Water,Non_Water,Water,Water,Forest,Wetland
8772,Water,NULL,Water,Water,Water,NULL,NULL,Water
8773,Water,NULL,Water,Water,Water,NULL,Grassland,Water
8774,Water,NULL,Water,Water,Water,NULL,Water,Water
8775,Water,NULL,Water,Water,Water,Wetland,NULL,Wetland
8776,Water,NULL,Water,Water,Water,Wetland,Wetland,NULL
8777,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
8778,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
8779,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
8780,Water,NULL,Water,Water,Water,Wetland,Bareland,NULL
8781,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
8782,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
8783,Water,NULL,Water,Water,Water,Wetland,Water,Water
8784,Water,NULL,Water,Water,Water,Bareland,Wetland,Water
8785,Water,NULL,Water,Water,Water,Bareland,Water,Water
8786,Water,NULL,Water,Water,Water,Water,NULL,Grassland
8787,Water,NULL,Water,Water,Water,Water,NULL,Wetland
8788,Water,NULL,Water,Water,Water,Water,NULL,Water
8789,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
8790,Water,NULL,Water,Water,Water,Water,Water,NULL
8791,Water,NULL,Water,Water,Water,Water,Water,Wetland
8792,Water,NULL,Water,Water,Water,Water,Water,Bareland
8793,Water,NULL,Water,Water,Water,Water,Water,Water
8794,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8795,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
8796,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8797,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8798,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8799,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8800,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8801,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8802,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8803,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
8804,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
8805,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8806,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8807,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8808,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8809,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8810,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
8811,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8812,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8813,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
8814,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8815,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8816,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
8817,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8818,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8819,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
8820,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
8821,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
8822,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8823,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
8824,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
8825,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8826,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
8827,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
8828,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
8829,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
8830,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
8831,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
8832,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8833,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8834,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8835,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
8836,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
8837,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
8838,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8839,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8840,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8841,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
8842,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8843,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
8844,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8845,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
8846,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8847,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
8848,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
8849,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
8850,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
8851,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
8852,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
8853,Water,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
8854,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
8855,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
8856,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
8857,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Forest
8858,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
8859,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8860,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8861,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
8862,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8863,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8864,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
8865,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8866,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8867,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
8868,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8869,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8870,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
8871,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8872,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
8873,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
8874,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
8875,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8876,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8877,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8878,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8879,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8880,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8881,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8882,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
8883,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8884,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
8885,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8886,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8887,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
8888,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
8889,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
8890,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8891,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8892,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
8893,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
8894,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Water
8895,Water,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Water
8896,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
8897,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8898,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8899,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8900,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
8901,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8902,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
8903,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8904,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8905,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8906,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
8907,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
8908,Water,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Water
8909,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Water
8910,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
8911,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Water
8912,Water,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Water
8913,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Wetland,Water
8914,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
8915,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
8916,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Grassland
8917,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8918,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8919,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8920,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8921,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8922,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
8923,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
8924,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8925,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
8926,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
8927,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8928,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8929,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8930,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8931,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
8932,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8933,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
8934,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8935,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
8936,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8937,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
8938,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8939,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
8940,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8941,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8942,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8943,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8944,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8945,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8946,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8947,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8948,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
8949,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8950,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8951,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8952,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
8953,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8954,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8955,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8956,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
8957,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
8958,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8959,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8960,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
8961,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8962,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8963,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8964,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
8965,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8966,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8967,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8968,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8969,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8970,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
8971,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8972,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8973,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8974,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
8975,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8976,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8977,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8978,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
8979,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8980,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8981,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8982,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
8983,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
8984,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8985,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
8986,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8987,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8988,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8989,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8990,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8991,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
8992,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8993,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8994,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
8995,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
8996,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8997,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
8998,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8999,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
9000,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
9001,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9002,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
9003,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
9004,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
9005,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9006,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
9007,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9008,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
9009,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
9010,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
9011,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Forest
9012,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Water
9013,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
9014,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
9015,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
9016,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
9017,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
9018,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
9019,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
9020,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
9021,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
9022,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
9023,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
9024,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
9025,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
