Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEM_M_R
11369,Water,Water,Water,NULL,Water,Shrubland,Forest,Grassland
11370,Water,Water,Water,NULL,Water,Shrubland,Forest,Wetland
11371,Water,Water,Water,NULL,Water,Shrubland,Forest,Water
11372,Water,Water,Water,NULL,Water,Shrubland,Forest,Forest
11373,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
11374,Water,Water,Water,NULL,Water,Wetland,NULL,Water
11375,Water,Water,Water,NULL,Water,Wetland,Shrubland,Grassland
11376,Water,Water,Water,NULL,Water,Wetland,Shrubland,Wetland
11377,Water,Water,Water,NULL,Water,Wetland,Shrubland,Water
11378,Water,Water,Water,NULL,Water,Wetland,Shrubland,Forest
11379,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
11380,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
11381,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
11382,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
11383,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
11384,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
11385,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
11386,Water,Water,Water,NULL,Water,Wetland,Bareland,Water
11387,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
11388,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
11389,Water,Water,Water,NULL,Water,Wetland,Water,Water
11390,Water,Water,Water,NULL,Water,Wetland,Water,Forest
11391,Water,Water,Water,NULL,Water,Wetland,Forest,Water
11392,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
11393,Water,Water,Water,NULL,Water,Bareland,Shrubland,Forest
11394,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
11395,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
11396,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
11397,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
11398,Water,Water,Water,NULL,Water,Bareland,Water,Water
11399,Water,Water,Water,NULL,Water,Bareland,Water,Forest
11400,Water,Water,Water,NULL,Water,Bareland,Forest,Water
11401,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
11402,Water,Water,Water,NULL,Water,Water,NULL,Water
11403,Water,Water,Water,NULL,Water,Water,NULL,Forest
11404,Water,Water,Water,NULL,Water,Water,Shrubland,Grassland
11405,Water,Water,Water,NULL,Water,Water,Shrubland,Wetland
11406,Water,Water,Water,NULL,Water,Water,Shrubland,Water
11407,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
11408,Water,Water,Water,NULL,Water,Water,Grassland,Water
11409,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
11410,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
11411,Water,Water,Water,NULL,Water,Water,Wetland,Water
11412,Water,Water,Water,NULL,Water,Water,Wetland,Forest
11413,Water,Water,Water,NULL,Water,Water,Water,Grassland
11414,Water,Water,Water,NULL,Water,Water,Water,Wetland
11415,Water,Water,Water,NULL,Water,Water,Water,Water
11416,Water,Water,Water,NULL,Water,Water,Water,Forest
11417,Water,Water,Water,NULL,Water,Water,Forest,Grassland
11418,Water,Water,Water,NULL,Water,Water,Forest,Wetland
11419,Water,Water,Water,NULL,Water,Water,Forest,Water
11420,Water,Water,Water,NULL,Water,Water,Forest,Forest
11421,Water,Water,Water,NULL,Water,Forest,NULL,Water
11422,Water,Water,Water,NULL,Water,Forest,NULL,Forest
11423,Water,Water,Water,NULL,Water,Forest,Shrubland,Grassland
11424,Water,Water,Water,NULL,Water,Forest,Shrubland,Wetland
11425,Water,Water,Water,NULL,Water,Forest,Shrubland,Water
11426,Water,Water,Water,NULL,Water,Forest,Shrubland,Forest
11427,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
11428,Water,Water,Water,NULL,Water,Forest,Wetland,Grassland
11429,Water,Water,Water,NULL,Water,Forest,Wetland,Wetland
11430,Water,Water,Water,NULL,Water,Forest,Wetland,Water
11431,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
11432,Water,Water,Water,NULL,Water,Forest,Water,Grassland
11433,Water,Water,Water,NULL,Water,Forest,Water,Wetland
11434,Water,Water,Water,NULL,Water,Forest,Water,Bareland
11435,Water,Water,Water,NULL,Water,Forest,Water,Water
11436,Water,Water,Water,NULL,Water,Forest,Water,Forest
11437,Water,Water,Water,NULL,Water,Forest,Forest,Grassland
11438,Water,Water,Water,NULL,Water,Forest,Forest,Wetland
11439,Water,Water,Water,NULL,Water,Forest,Forest,Water
11440,Water,Water,Water,NULL,Water,Forest,Forest,Forest
11441,Water,Water,Water,Non_Water,Water,NULL,Grassland,Grassland
11442,Water,Water,Water,Non_Water,Water,NULL,Grassland,Water
11443,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
11444,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
11445,Water,Water,Water,Non_Water,Water,NULL,Water,Water
11446,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Forest
11447,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
11448,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
11449,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Water
11450,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Forest
11451,Water,Water,Water,Non_Water,Water,Shrubland,Wetland,Wetland
11452,Water,Water,Water,Non_Water,Water,Shrubland,Wetland,Forest
11453,Water,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
11454,Water,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
11455,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
11456,Water,Water,Water,Non_Water,Water,Shrubland,Water,Forest
11457,Water,Water,Water,Non_Water,Water,Shrubland,Forest,Wetland
11458,Water,Water,Water,Non_Water,Water,Shrubland,Forest,Water
11459,Water,Water,Water,Non_Water,Water,Shrubland,Forest,Forest
11460,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
11461,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
11462,Water,Water,Water,Non_Water,Water,Wetland,Shrubland,Grassland
11463,Water,Water,Water,Non_Water,Water,Wetland,Shrubland,Water
11464,Water,Water,Water,Non_Water,Water,Wetland,Shrubland,Forest
11465,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Water
11466,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
11467,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
11468,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
11469,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
11470,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
11471,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
11472,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
11473,Water,Water,Water,Non_Water,Water,Wetland,Forest,Grassland
11474,Water,Water,Water,Non_Water,Water,Wetland,Forest,Water
11475,Water,Water,Water,Non_Water,Water,Bareland,NULL,Water
11476,Water,Water,Water,Non_Water,Water,Bareland,Shrubland,Water
11477,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
11478,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
11479,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
11480,Water,Water,Water,Non_Water,Water,Bareland,Forest,Water
11481,Water,Water,Water,Non_Water,Water,Water,NULL,Water
11482,Water,Water,Water,Non_Water,Water,Water,Shrubland,Wetland
11483,Water,Water,Water,Non_Water,Water,Water,Shrubland,Water
11484,Water,Water,Water,Non_Water,Water,Water,Shrubland,Forest
11485,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
11486,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
11487,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
11488,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
11489,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
11490,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
11491,Water,Water,Water,Non_Water,Water,Water,Water,NULL
11492,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
11493,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
11494,Water,Water,Water,Non_Water,Water,Water,Water,Water
11495,Water,Water,Water,Non_Water,Water,Water,Water,Forest
11496,Water,Water,Water,Non_Water,Water,Water,Forest,Wetland
11497,Water,Water,Water,Non_Water,Water,Water,Forest,Water
11498,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
11499,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
11500,Water,Water,Water,Non_Water,Water,Forest,Shrubland,Wetland
11501,Water,Water,Water,Non_Water,Water,Forest,Shrubland,Water
11502,Water,Water,Water,Non_Water,Water,Forest,Shrubland,Forest
11503,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
11504,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
11505,Water,Water,Water,Non_Water,Water,Forest,Water,Grassland
11506,Water,Water,Water,Non_Water,Water,Forest,Water,Wetland
11507,Water,Water,Water,Non_Water,Water,Forest,Water,Water
11508,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
11509,Water,Water,Water,Non_Water,Water,Forest,Forest,Wetland
11510,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
11511,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
11512,Water,Water,Water,Water,Water,NULL,NULL,Water
11513,Water,Water,Water,Water,Water,NULL,Shrubland,Water
11514,Water,Water,Water,Water,Water,NULL,Grassland,Water
11515,Water,Water,Water,Water,Water,NULL,Water,Grassland
11516,Water,Water,Water,Water,Water,NULL,Water,Water
11517,Water,Water,Water,Water,Water,NULL,Water,Forest
11518,Water,Water,Water,Water,Water,Shrubland,NULL,Water
11519,Water,Water,Water,Water,Water,Shrubland,NULL,Forest
11520,Water,Water,Water,Water,Water,Shrubland,Shrubland,Grassland
11521,Water,Water,Water,Water,Water,Shrubland,Shrubland,Wetland
11522,Water,Water,Water,Water,Water,Shrubland,Shrubland,Water
11523,Water,Water,Water,Water,Water,Shrubland,Shrubland,Forest
11524,Water,Water,Water,Water,Water,Shrubland,Wetland,Grassland
11525,Water,Water,Water,Water,Water,Shrubland,Wetland,Wetland
11526,Water,Water,Water,Water,Water,Shrubland,Wetland,Water
11527,Water,Water,Water,Water,Water,Shrubland,Wetland,Forest
11528,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
11529,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
11530,Water,Water,Water,Water,Water,Shrubland,Water,Water
11531,Water,Water,Water,Water,Water,Shrubland,Water,Forest
11532,Water,Water,Water,Water,Water,Shrubland,Forest,Grassland
11533,Water,Water,Water,Water,Water,Shrubland,Forest,Wetland
11534,Water,Water,Water,Water,Water,Shrubland,Forest,Water
11535,Water,Water,Water,Water,Water,Shrubland,Forest,Forest
11536,Water,Water,Water,Water,Water,Grassland,Water,Water
11537,Water,Water,Water,Water,Water,Wetland,NULL,Water
11538,Water,Water,Water,Water,Water,Wetland,Shrubland,Water
11539,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
11540,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
11541,Water,Water,Water,Water,Water,Wetland,Wetland,Water
11542,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
11543,Water,Water,Water,Water,Water,Wetland,Water,NULL
11544,Water,Water,Water,Water,Water,Wetland,Water,Grassland
11545,Water,Water,Water,Water,Water,Wetland,Water,Wetland
11546,Water,Water,Water,Water,Water,Wetland,Water,Water
11547,Water,Water,Water,Water,Water,Wetland,Water,Forest
11548,Water,Water,Water,Water,Water,Wetland,Forest,Water
11549,Water,Water,Water,Water,Water,Wetland,Forest,Forest
11550,Water,Water,Water,Water,Water,Bareland,NULL,Water
11551,Water,Water,Water,Water,Water,Bareland,Shrubland,Water
11552,Water,Water,Water,Water,Water,Bareland,Bareland,Water
11553,Water,Water,Water,Water,Water,Bareland,Water,Grassland
11554,Water,Water,Water,Water,Water,Bareland,Water,Cropland
11555,Water,Water,Water,Water,Water,Bareland,Water,Bareland
11556,Water,Water,Water,Water,Water,Bareland,Water,Water
11557,Water,Water,Water,Water,Water,Bareland,Water,Forest
11558,Water,Water,Water,Water,Water,Water,NULL,Grassland
11559,Water,Water,Water,Water,Water,Water,NULL,Water
11560,Water,Water,Water,Water,Water,Water,NULL,Forest
11561,Water,Water,Water,Water,Water,Water,Shrubland,Wetland
11562,Water,Water,Water,Water,Water,Water,Shrubland,Water
11563,Water,Water,Water,Water,Water,Water,Shrubland,Forest
11564,Water,Water,Water,Water,Water,Water,Grassland,Water
11565,Water,Water,Water,Water,Water,Water,Wetland,Wetland
11566,Water,Water,Water,Water,Water,Water,Wetland,Water
11567,Water,Water,Water,Water,Water,Water,Wetland,Forest
11568,Water,Water,Water,Water,Water,Water,Bareland,Water
11569,Water,Water,Water,Water,Water,Water,Water,Grassland
11570,Water,Water,Water,Water,Water,Water,Water,Wetland
11571,Water,Water,Water,Water,Water,Water,Water,Bareland
11572,Water,Water,Water,Water,Water,Water,Water,Water
11573,Water,Water,Water,Water,Water,Water,Water,Forest
11574,Water,Water,Water,Water,Water,Water,Forest,Grassland
11575,Water,Water,Water,Water,Water,Water,Forest,Wetland
11576,Water,Water,Water,Water,Water,Water,Forest,Water
11577,Water,Water,Water,Water,Water,Water,Forest,Forest
11578,Water,Water,Water,Water,Water,Forest,NULL,Water
11579,Water,Water,Water,Water,Water,Forest,NULL,Forest
11580,Water,Water,Water,Water,Water,Forest,Shrubland,Wetland
11581,Water,Water,Water,Water,Water,Forest,Shrubland,Water
11582,Water,Water,Water,Water,Water,Forest,Shrubland,Forest
11583,Water,Water,Water,Water,Water,Forest,Wetland,Wetland
11584,Water,Water,Water,Water,Water,Forest,Wetland,Water
11585,Water,Water,Water,Water,Water,Forest,Wetland,Forest
11586,Water,Water,Water,Water,Water,Forest,Water,Grassland
11587,Water,Water,Water,Water,Water,Forest,Water,Wetland
11588,Water,Water,Water,Water,Water,Forest,Water,Water
11589,Water,Water,Water,Water,Water,Forest,Water,Forest
11590,Water,Water,Water,Water,Water,Forest,Forest,Wetland
11591,Water,Water,Water,Water,Water,Forest,Forest,Water
11592,Water,Water,Water,Water,Water,Forest,Forest,Forest
11593,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11594,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11595,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11596,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11597,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11598,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11599,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
11600,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11601,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
11602,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11603,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
11604,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11605,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11606,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
11607,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
11608,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11609,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11610,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11611,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11612,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
11613,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11614,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11615,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11616,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
11617,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11618,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11619,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
11620,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
11621,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
11622,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
11623,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
11624,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11625,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
11626,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11627,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
11628,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
11629,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11630,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11631,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11632,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11633,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11634,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
11635,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11636,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
11637,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11638,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
11639,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
11640,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
11641,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11642,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11643,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
11644,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
11645,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11646,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11647,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
11648,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11649,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
11650,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
11651,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
11652,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11653,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
11654,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
11655,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
11656,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11657,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11658,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11659,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
11660,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11661,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
11662,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
11663,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
11664,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
11665,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
11666,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
11667,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
11668,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
11669,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11670,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
11671,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
11672,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
11673,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11674,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
11675,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
11676,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
11677,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
11678,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
11679,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
11680,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
11681,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
11682,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
11683,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
11684,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
11685,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11686,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11687,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
11688,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11689,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11690,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11691,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
11692,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
11693,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
11694,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11695,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
11696,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
11697,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
11698,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
11699,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11700,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
11701,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
11702,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11703,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11704,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
11705,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11706,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Water
11707,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
