Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXE_M_R
7830,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7831,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7832,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7833,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
7834,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
7835,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7836,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7837,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7838,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
7839,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7840,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
7841,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7842,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
7843,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7844,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7845,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
7846,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
7847,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
7848,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
7849,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7850,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7851,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7852,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7853,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7854,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7855,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7856,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7857,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7858,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7859,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7860,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7861,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
7862,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
7863,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
7864,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
7865,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
7866,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Cropland
7867,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
7868,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
7869,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7870,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
7871,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
7872,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
7873,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
7874,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
7875,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
7876,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
7877,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
7878,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
7879,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
7880,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7881,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
7882,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
7883,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7884,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
7885,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
7886,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
7887,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
7888,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
7889,Water,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Water
7890,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
7891,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
7892,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7893,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
7894,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
7895,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
7896,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
7897,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
7898,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
7899,Water,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
7900,Water,NULL,Water,NULL,Water,Shrubland,Water,Grassland
7901,Water,NULL,Water,NULL,Water,Shrubland,Water,Forest
7902,Water,NULL,Water,NULL,Water,Grassland,Shrubland,Water
7903,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
7904,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
7905,Water,NULL,Water,NULL,Water,Grassland,Water,Water
7906,Water,NULL,Water,NULL,Water,Wetland,Wetland,NULL
7907,Water,NULL,Water,NULL,Water,Bareland,NULL,Built-up
7908,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
7909,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
7910,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
7911,Water,NULL,Water,NULL,Water,Bareland,Water,Built-up
7912,Water,NULL,Water,NULL,Water,Bareland,Water,Water
7913,Water,NULL,Water,NULL,Water,Water,NULL,Water
7914,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
7915,Water,NULL,Water,NULL,Water,Water,Shrubland,Forest
7916,Water,NULL,Water,NULL,Water,Water,Grassland,Water
7917,Water,NULL,Water,NULL,Water,Water,Water,Water
7918,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Water
7919,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
7920,Water,NULL,Water,Non_Water,Water,Wetland,Shrubland,Water
7921,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Water
7922,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
7923,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
7924,Water,NULL,Water,Non_Water,Water,Water,Water,Water
7925,Water,NULL,Water,Water,Water,NULL,NULL,Water
7926,Water,NULL,Water,Water,Water,Shrubland,Grassland,Water
7927,Water,NULL,Water,Water,Water,Shrubland,Water,NULL
7928,Water,NULL,Water,Water,Water,Grassland,Shrubland,Water
7929,Water,NULL,Water,Water,Water,Grassland,Water,Water
7930,Water,NULL,Water,Water,Water,Bareland,Water,Water
7931,Water,NULL,Water,Water,Water,Water,Grassland,Water
7932,Water,NULL,Water,Water,Water,Water,Water,Wetland
7933,Water,NULL,Water,Water,Water,Water,Water,Water
7934,Water,NULL,Water,Water,Water,Forest,Water,Water
7935,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7936,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7937,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
7938,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7939,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
7940,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
7941,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
7942,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
7943,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
7944,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
7945,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7946,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7947,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
7948,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
7949,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7950,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
7951,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7952,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7953,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
7954,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
7955,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Cropland
7956,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
7957,Water,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
7958,Water,Cropland,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
7959,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
7960,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7961,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7962,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7963,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
7964,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7965,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
7966,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7967,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7968,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7969,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7970,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7971,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7972,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
7973,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
7974,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
7975,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7976,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
7977,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7978,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
7979,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7980,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7981,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
7982,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7983,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7984,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7985,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7986,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7987,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7988,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
7989,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7990,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7991,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7992,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7993,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Water
7994,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7995,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7996,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
7997,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
7998,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7999,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
8000,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
8001,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8002,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
8003,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
8004,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
8005,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
8006,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8007,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8008,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8009,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8010,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
8011,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8012,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8013,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8014,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8015,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8016,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
8017,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8018,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8019,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8020,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8021,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8022,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
8023,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
8024,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8025,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
8026,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
8027,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
8028,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8029,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
8030,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Water
8031,Water,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
8032,Water,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Water
8033,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
8034,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
8035,Water,Cropland,Wetland,Water,Wetland,Shrubland,Water,Water
8036,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
8037,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
8038,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
8039,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8040,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8041,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
8042,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
8043,Water,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
8044,Water,Cropland,Water,NULL,Water,Grassland,NULL,Water
8045,Water,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
8046,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
8047,Water,Cropland,Water,NULL,Water,Wetland,Water,Water
8048,Water,Cropland,Water,NULL,Water,Bareland,Shrubland,Grassland
8049,Water,Cropland,Water,NULL,Water,Bareland,Shrubland,Cropland
8050,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
8051,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
8052,Water,Cropland,Water,NULL,Water,Water,NULL,Water
8053,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
8054,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
8055,Water,Cropland,Water,NULL,Water,Water,Water,Water
8056,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
8057,Water,Cropland,Water,Water,Water,NULL,NULL,Water
8058,Water,Cropland,Water,Water,Water,Shrubland,Grassland,Grassland
8059,Water,Cropland,Water,Water,Water,Shrubland,Water,Water
8060,Water,Cropland,Water,Water,Water,Grassland,Grassland,Water
8061,Water,Cropland,Water,Water,Water,Grassland,Water,Cropland
8062,Water,Cropland,Water,Water,Water,Water,NULL,Water
8063,Water,Cropland,Water,Water,Water,Water,Water,Water
8064,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8065,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
8066,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
8067,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
8068,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8069,Water,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
8070,Water,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
8071,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
8072,Water,Bareland,Water,Water,Water,Water,Water,Water
8073,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Water
8074,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Water,Water
8075,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8076,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8077,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8078,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
8079,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
8080,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
8081,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Water
8082,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8083,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8084,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
8085,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8086,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
8087,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
8088,Water,Built-up,Wetland,NULL,Wetland,Water,Shrubland,Water
8089,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8090,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8091,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8092,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
8093,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8094,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
8095,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
8096,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8097,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
8098,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8099,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8100,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
8101,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
8102,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
8103,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
8104,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8105,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
8106,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8107,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
8108,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8109,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8110,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8111,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
8112,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8113,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8114,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
8115,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
8116,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
8117,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
8118,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
8119,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8120,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
8121,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8122,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
8123,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8124,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
8125,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
8126,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
8127,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
8128,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
8129,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
8130,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8131,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
8132,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
8133,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
8134,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
8135,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8136,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8137,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
8138,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
8139,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
8140,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8141,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8142,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8143,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8144,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
8145,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
8146,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
8147,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,NULL
8148,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
8149,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
8150,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8151,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
8152,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
8153,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8154,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
8155,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
8156,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
8157,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
8158,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
8159,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
8160,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,NULL
8161,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
8162,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
8163,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
8164,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
8165,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
8166,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
8167,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
8168,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
8169,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8170,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8171,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8172,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8173,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8174,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8175,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8176,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
