Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R
1222,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
1223,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
1224,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
1225,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1226,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1227,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1228,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1229,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1230,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1231,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1232,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1233,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Built-up
1234,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
1235,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Built-up
1236,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Forest
1237,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
1238,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Cropland
1239,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Bareland
1240,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Built-up
1241,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Water
1242,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Forest
1243,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Forest,Grassland
1244,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1245,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Built-up
1246,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1247,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
1248,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
1249,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Forest
1250,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1251,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1252,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
1253,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1254,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1255,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
1256,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
1257,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
1258,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
1259,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1260,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1261,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
1262,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Forest
1263,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1264,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
1265,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Bareland
1266,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
1267,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
1268,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
1269,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
1270,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
1271,NULL,NULL,Water,NULL,Water,NULL,Forest,Forest
1272,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1273,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1274,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1275,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1276,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1277,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1278,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1279,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1280,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
1281,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Forest
1282,NULL,NULL,Water,Non_Water,Water,NULL,Water,Water
1283,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Forest
1284,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
1285,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Forest
1286,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1287,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
1288,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1289,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1290,NULL,NULL,Water,Water,Water,NULL,NULL,Water
1291,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
1292,NULL,NULL,Water,Water,Water,NULL,Grassland,Grassland
1293,NULL,NULL,Water,Water,Water,NULL,Grassland,Bareland
1294,NULL,NULL,Water,Water,Water,NULL,Grassland,Water
1295,NULL,NULL,Water,Water,Water,NULL,Water,Built-up
1296,NULL,NULL,Water,Water,Water,NULL,Water,Forest
1297,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
1298,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Forest
1299,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
1300,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1301,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
1302,NULL,NULL,Water,Water,Water,Grassland,Water,Forest
1303,NULL,NULL,Water,Water,Water,Bareland,NULL,Water
1304,NULL,NULL,Water,Water,Water,Water,NULL,Water
1305,NULL,NULL,Water,Water,Water,Water,Grassland,Water
1306,NULL,NULL,Water,Water,Water,Water,Water,Water
1307,NULL,NULL,Water,Water,Water,Water,Water,Forest
1308,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1309,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1310,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1311,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1312,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1313,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1314,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1315,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1316,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1317,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1318,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1319,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1320,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
1321,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1322,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1323,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1324,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1325,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1326,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
1327,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
1328,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1329,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
1330,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1331,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1332,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Bareland
1333,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
1334,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1335,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1336,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1337,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
1338,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1339,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1340,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1341,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1342,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
1343,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1344,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1345,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1346,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
1347,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1348,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1349,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1350,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1351,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1352,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1353,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1354,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1355,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1356,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1357,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1358,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1359,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1360,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1361,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1362,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1363,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1364,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1365,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1366,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1367,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1368,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1369,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1370,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
1371,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1372,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1373,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
1374,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1375,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1376,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1377,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1378,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1379,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1380,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1381,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1382,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1383,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1384,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1385,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1386,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1387,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1388,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1389,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1390,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1391,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1392,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1393,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1394,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1395,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1396,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1397,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1398,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1399,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1400,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1401,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1402,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1403,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1404,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1405,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1406,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1407,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1408,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1409,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1410,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1411,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1412,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
1413,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1414,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1415,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1416,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1417,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1418,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1419,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1420,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
1421,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1422,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1423,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1424,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1425,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
1426,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1427,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1428,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1429,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1430,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1431,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1432,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1433,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1434,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1435,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
1436,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1437,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1438,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1439,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1440,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1441,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
1442,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1443,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1444,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
1445,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1446,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1447,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1448,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1449,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1450,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1451,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1452,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1453,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1454,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1455,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1456,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1457,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1458,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
1459,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1460,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1461,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1462,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1463,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1464,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1465,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1466,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1467,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1468,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1469,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1470,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1471,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1472,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1473,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1474,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1475,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1476,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1477,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1478,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1479,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1480,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1481,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1482,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1483,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
1484,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1485,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1486,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1487,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1488,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
1489,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1490,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1491,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1492,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
1493,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1494,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1495,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1496,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
1497,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
1498,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
1499,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1500,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
1501,NULL,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
1502,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1503,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1504,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1505,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1506,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1507,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
1508,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1509,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1510,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1511,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1512,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1513,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1514,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1515,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1516,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1517,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1518,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1519,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1520,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1521,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1522,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1523,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1524,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1525,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1526,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1527,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1528,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1529,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1530,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1531,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1532,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1533,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1534,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1535,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1536,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1537,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1538,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1539,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1540,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1541,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1542,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
1543,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Water,Bareland
1544,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
1545,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1546,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1547,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1548,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1549,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
1550,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1551,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1552,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1553,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1554,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1555,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1556,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1557,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1558,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1559,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1560,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1561,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
