Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUT_M_R
2157,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
2158,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Built-up
2159,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Forest
2160,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland
2161,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Forest
2162,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
2163,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Forest
2164,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
2165,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Built-up
2166,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
2167,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
2168,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Forest
2169,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
2170,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2171,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
2172,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
2173,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
2174,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
2175,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
2176,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
2177,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
2178,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Forest
2179,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
2180,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Cropland
2181,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Built-up
2182,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
2183,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2184,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2185,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2186,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2187,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2188,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2189,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2190,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2191,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2192,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2193,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2194,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
2195,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
2196,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
2197,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2198,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2199,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2200,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2201,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2202,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2203,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2204,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2205,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2206,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2207,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2208,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2209,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2210,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2211,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2212,Forest,NULL,Grassland,Water,Non_Wetland,Water
2213,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2214,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2215,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2216,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2217,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2218,Forest,NULL,Cropland,NULL,Non_Wetland,Water
2219,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2220,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2221,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2222,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2223,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
2224,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2225,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
2226,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
2227,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
2228,Forest,NULL,Cropland,Water,Non_Wetland,Water
2229,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2230,Forest,NULL,Wetland,NULL,Wetland,Grassland
2231,Forest,NULL,Wetland,NULL,Wetland,Bareland
2232,Forest,NULL,Wetland,NULL,Wetland,Forest
2233,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2234,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
2235,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
2236,Forest,NULL,Wetland,Non_Water,Wetland,Water
2237,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2238,Forest,NULL,Wetland,Water,Wetland,Grassland
2239,Forest,NULL,Wetland,Water,Wetland,Cropland
2240,Forest,NULL,Wetland,Water,Wetland,Bareland
2241,Forest,NULL,Wetland,Water,Wetland,Water
2242,Forest,NULL,Wetland,Water,Wetland,Forest
2243,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2244,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2245,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2246,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2247,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2248,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2249,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
2250,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2251,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2252,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
2253,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2254,Forest,NULL,Bareland,Water,Non_Wetland,Water
2255,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2256,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2257,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2258,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2259,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2260,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2261,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2262,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water
2263,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2264,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
2265,Forest,NULL,Built-up,Water,Non_Wetland,Bareland
2266,Forest,NULL,Built-up,Water,Non_Wetland,Water
2267,Forest,NULL,Built-up,Water,Non_Wetland,Forest
2268,Forest,NULL,Water,NULL,Water,Grassland
2269,Forest,NULL,Water,NULL,Water,Bareland
2270,Forest,NULL,Water,NULL,Water,Water
2271,Forest,NULL,Water,NULL,Water,Forest
2272,Forest,NULL,Water,Non_Water,Water,Grassland
2273,Forest,NULL,Water,Non_Water,Water,Cropland
2274,Forest,NULL,Water,Non_Water,Water,Bareland
2275,Forest,NULL,Water,Non_Water,Water,Water
2276,Forest,NULL,Water,Non_Water,Water,Forest
2277,Forest,NULL,Water,Water,Water,Grassland
2278,Forest,NULL,Water,Water,Water,Wetland
2279,Forest,NULL,Water,Water,Water,Bareland
2280,Forest,NULL,Water,Water,Water,Water
2281,Forest,NULL,Water,Water,Water,Forest
2282,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2283,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2284,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2285,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2286,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2287,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2288,Forest,NULL,Forest,NULL,Non_Wetland,Water
2289,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2290,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2291,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2292,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
2293,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
2294,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2295,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2296,Forest,NULL,Forest,Water,Non_Wetland,Cropland
2297,Forest,NULL,Forest,Water,Non_Wetland,Water
2298,Forest,NULL,Forest,Water,Non_Wetland,Forest
2299,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2300,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2301,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2302,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
2303,Forest,Cropland,NULL,Water,Non_Wetland,Water
2304,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2305,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2306,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2307,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2308,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2309,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
2310,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2311,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2312,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2313,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water
2314,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2315,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2316,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
2317,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
2318,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2319,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2320,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2321,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2322,Forest,Cropland,Grassland,NULL,Non_Wetland,Water
2323,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2324,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2325,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2326,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2327,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2328,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2329,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2330,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2331,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
2332,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2333,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2334,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2335,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
2336,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water
2337,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2338,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
2339,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
2340,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland
2341,Forest,Cropland,Cropland,Water,Non_Wetland,Water
2342,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
2343,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2344,Forest,Cropland,Wetland,NULL,Wetland,Forest
2345,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
2346,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
2347,Forest,Cropland,Wetland,Non_Water,Wetland,Water
2348,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2349,Forest,Cropland,Wetland,Water,Wetland,Grassland
2350,Forest,Cropland,Wetland,Water,Wetland,Cropland
2351,Forest,Cropland,Wetland,Water,Wetland,Water
2352,Forest,Cropland,Wetland,Water,Wetland,Forest
2353,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2354,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2355,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2356,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
2357,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2358,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2359,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2360,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water
2361,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2362,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
2363,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
2364,Forest,Cropland,Bareland,Water,Non_Wetland,Water
2365,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
2366,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2367,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2368,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
2369,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
2370,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2371,Forest,Cropland,Water,NULL,Water,Grassland
2372,Forest,Cropland,Water,NULL,Water,Cropland
2373,Forest,Cropland,Water,NULL,Water,Bareland
2374,Forest,Cropland,Water,NULL,Water,Water
2375,Forest,Cropland,Water,NULL,Water,Forest
2376,Forest,Cropland,Water,Non_Water,Water,Grassland
2377,Forest,Cropland,Water,Non_Water,Water,Cropland
2378,Forest,Cropland,Water,Non_Water,Water,Water
2379,Forest,Cropland,Water,Non_Water,Water,Forest
2380,Forest,Cropland,Water,Water,Water,Grassland
2381,Forest,Cropland,Water,Water,Water,Cropland
2382,Forest,Cropland,Water,Water,Water,Water
2383,Forest,Cropland,Water,Water,Water,Forest
2384,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2385,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2386,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2387,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2388,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
2389,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2390,Forest,Cropland,Forest,NULL,Non_Wetland,Water
2391,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2392,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2393,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2394,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland
2395,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water
2396,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2397,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
2398,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
2399,Forest,Cropland,Forest,Water,Non_Wetland,Bareland
2400,Forest,Cropland,Forest,Water,Non_Wetland,Water
2401,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2402,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2403,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2404,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2405,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2406,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2407,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2408,Forest,Wetland,Wetland,Water,Wetland,Water
2409,Forest,Wetland,Water,Water,Water,Water
2410,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2411,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
2412,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2413,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2414,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2415,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2416,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2417,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2418,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up
2419,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
2420,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
2421,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2422,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
2423,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
2424,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2425,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
2426,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
2427,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
2428,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
2429,Forest,Bareland,Cropland,Water,Non_Wetland,Grassland
2430,Forest,Bareland,Wetland,Non_Water,Wetland,Water
2431,Forest,Bareland,Wetland,Water,Wetland,Water
2432,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2433,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
2434,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Forest
2435,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
2436,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
2437,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland
2438,Forest,Bareland,Water,Non_Water,Water,Bareland
2439,Forest,Bareland,Water,Water,Water,Water
2440,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2441,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
2442,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2443,Forest,Bareland,Forest,Non_Water,Non_Wetland,Grassland
2444,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland
2445,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2446,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2447,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2448,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2449,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2450,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
2451,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2452,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2453,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2454,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2455,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2456,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2457,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2458,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2459,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2460,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2461,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2462,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
2463,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2464,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland
2465,Forest,Built-up,Cropland,Water,Non_Wetland,Water
2466,Forest,Built-up,Wetland,NULL,Wetland,Forest
2467,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland
2468,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland
2469,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
2470,Forest,Built-up,Wetland,Water,Wetland,Water
2471,Forest,Built-up,Wetland,Water,Wetland,Forest
2472,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2473,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2474,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
2475,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2476,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2477,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2478,Forest,Built-up,Water,NULL,Water,Forest
2479,Forest,Built-up,Water,Non_Water,Water,Grassland
2480,Forest,Built-up,Water,Non_Water,Water,Bareland
2481,Forest,Built-up,Water,Water,Water,Bareland
2482,Forest,Built-up,Water,Water,Water,Water
2483,Forest,Built-up,Water,Water,Water,Forest
2484,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2485,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2486,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2487,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2488,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2489,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2490,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2491,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water
2492,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2493,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
2494,Forest,Built-up,Forest,Water,Non_Wetland,Cropland
2495,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2496,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2497,Forest,Water,NULL,NULL,Non_Wetland,Forest
2498,Forest,Water,NULL,Water,Non_Wetland,Forest
2499,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2500,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2501,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2502,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2503,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2504,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2505,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2506,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2507,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2508,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
2509,Forest,Water,Shrubland,Water,Non_Wetland,Water
2510,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2511,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2512,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2513,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2514,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2515,Forest,Water,Grassland,Water,Non_Wetland,Bareland
2516,Forest,Water,Grassland,Water,Non_Wetland,Water
2517,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2518,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2519,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2520,Forest,Water,Cropland,NULL,Non_Wetland,Built-up
2521,Forest,Water,Cropland,NULL,Non_Wetland,Water
2522,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2523,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2524,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
2525,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
2526,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
2527,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2528,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2529,Forest,Water,Cropland,Water,Non_Wetland,Cropland
2530,Forest,Water,Cropland,Water,Non_Wetland,Bareland
2531,Forest,Water,Cropland,Water,Non_Wetland,Water
2532,Forest,Water,Cropland,Water,Non_Wetland,Forest
2533,Forest,Water,Wetland,NULL,Wetland,Grassland
2534,Forest,Water,Wetland,NULL,Wetland,Water
2535,Forest,Water,Wetland,NULL,Wetland,Forest
2536,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2537,Forest,Water,Wetland,Non_Water,Wetland,Cropland
2538,Forest,Water,Wetland,Non_Water,Wetland,Bareland
2539,Forest,Water,Wetland,Non_Water,Wetland,Water
2540,Forest,Water,Wetland,Non_Water,Wetland,Forest
2541,Forest,Water,Wetland,Water,Wetland,Grassland
2542,Forest,Water,Wetland,Water,Wetland,Cropland
2543,Forest,Water,Wetland,Water,Wetland,Bareland
2544,Forest,Water,Wetland,Water,Wetland,Water
2545,Forest,Water,Wetland,Water,Wetland,Forest
2546,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2547,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
2548,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2549,Forest,Water,Bareland,NULL,Non_Wetland,Water
2550,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2551,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2552,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
2553,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2554,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2555,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2556,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2557,Forest,Water,Bareland,Water,Non_Wetland,Water
2558,Forest,Water,Bareland,Water,Non_Wetland,Forest
2559,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
2560,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
2561,Forest,Water,Water,NULL,Water,Grassland
2562,Forest,Water,Water,NULL,Water,Water
2563,Forest,Water,Water,NULL,Water,Forest
2564,Forest,Water,Water,Non_Water,Water,Grassland
2565,Forest,Water,Water,Non_Water,Water,Cropland
2566,Forest,Water,Water,Non_Water,Water,Water
2567,Forest,Water,Water,Non_Water,Water,Forest
2568,Forest,Water,Water,Water,Water,Grassland
2569,Forest,Water,Water,Water,Water,Cropland
2570,Forest,Water,Water,Water,Water,Bareland
2571,Forest,Water,Water,Water,Water,Water
2572,Forest,Water,Water,Water,Water,Forest
2573,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2574,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2575,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2576,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2577,Forest,Water,Forest,NULL,Non_Wetland,Built-up
2578,Forest,Water,Forest,NULL,Non_Wetland,Water
2579,Forest,Water,Forest,NULL,Non_Wetland,Forest
2580,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2581,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
2582,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
