Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQD_M_R
2107,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2108,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2109,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2110,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2111,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2112,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2113,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2114,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2115,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2116,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2117,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
2118,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2119,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2120,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2121,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2122,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2123,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2124,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2125,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2126,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2127,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2128,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2129,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2130,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2131,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2132,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2133,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2134,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2135,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2136,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2137,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2138,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2139,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2140,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2141,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2142,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2143,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2144,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2145,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2146,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2147,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2148,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2149,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2150,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2151,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2152,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
2153,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2154,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2155,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2156,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
2157,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
2158,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
2159,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2160,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2161,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2162,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2163,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2164,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2165,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2166,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2167,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2168,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2169,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2170,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
2171,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2172,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2173,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2174,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2175,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2176,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2177,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2178,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2179,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2180,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2181,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2182,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2183,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2184,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2185,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
2186,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2187,Wetland,Wetland,Water,NULL,Water,NULL,Water,Forest
2188,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
2189,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2190,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
2191,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
2192,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
2193,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
2194,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
2195,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
2196,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
2197,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
2198,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
2199,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
2200,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2201,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
2202,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
2203,Wetland,Wetland,Water,Water,Water,Grassland,Water,Wetland
2204,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
2205,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Forest
2206,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2207,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2208,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2209,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
2210,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
2211,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
2212,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
2213,Wetland,Wetland,Water,Water,Water,Wetland,Forest,Wetland
2214,Wetland,Wetland,Water,Water,Water,Water,Grassland,Grassland
2215,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
2216,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
2217,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
2218,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
2219,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
2220,Wetland,Wetland,Water,Water,Water,Water,Water,Water
2221,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
2222,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2223,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2224,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2225,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2226,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2227,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2228,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2229,Wetland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
2230,Wetland,Bareland,Water,Water,Water,Water,Water,Grassland
2231,Wetland,Bareland,Water,Water,Water,Water,Water,Wetland
2232,Wetland,Bareland,Water,Water,Water,Water,Water,Water
2233,Wetland,Built-up,Water,Water,Water,Water,Water,Grassland
2234,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2235,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
2236,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2237,Wetland,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2238,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2239,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2240,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
2241,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2242,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2243,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2244,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2245,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2246,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
2247,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2248,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
2249,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
2250,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2251,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2252,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2253,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2254,Wetland,Water,Water,NULL,Water,Wetland,Grassland,Grassland
2255,Wetland,Water,Water,NULL,Water,Wetland,Water,Grassland
2256,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
2257,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
2258,Wetland,Water,Water,Water,Water,Grassland,Water,Wetland
2259,Wetland,Water,Water,Water,Water,Grassland,Water,Water
2260,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
2261,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
2262,Wetland,Water,Water,Water,Water,Wetland,Water,Water
2263,Wetland,Water,Water,Water,Water,Water,Water,Grassland
2264,Wetland,Water,Water,Water,Water,Water,Water,Wetland
2265,Wetland,Water,Water,Water,Water,Water,Water,Water
2266,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2267,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2268,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2269,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2270,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2271,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2272,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2273,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2274,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2275,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2276,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2277,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2278,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2279,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2280,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Forest
2281,Wetland,Forest,Water,Water,Water,Water,Wetland,Grassland
2282,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
2283,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2284,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2285,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2286,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2287,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2288,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2289,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2290,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2291,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2292,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2293,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2294,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2295,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2296,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2297,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2298,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2299,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2300,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2301,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2302,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2303,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
2304,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2305,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
2306,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
2307,Bareland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
2308,Bareland,NULL,Water,Water,Water,Water,Wetland,Grassland
2309,Bareland,NULL,Water,Water,Water,Water,Water,Grassland
2310,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
2311,Bareland,NULL,Water,Water,Water,Water,Water,Water
2312,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2313,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2314,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2315,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2316,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2317,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2318,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2319,Bareland,Wetland,Water,Water,Water,Water,Water,Grassland
2320,Bareland,Wetland,Water,Water,Water,Water,Water,Wetland
2321,Bareland,Wetland,Water,Water,Water,Water,Water,Water
2322,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2323,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2324,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2325,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2326,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
2327,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
2328,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
2329,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Grassland
2330,Bareland,Bareland,Water,Water,Water,Water,Wetland,Grassland
2331,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
2332,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
2333,Bareland,Bareland,Water,Water,Water,Water,Water,Wetland
2334,Bareland,Bareland,Water,Water,Water,Water,Water,Water
2335,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2336,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2337,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2338,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2339,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2340,Bareland,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
2341,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
2342,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2343,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2344,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2345,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2346,Bareland,Built-up,Water,Water,Water,Water,Water,Grassland
2347,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2348,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2349,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2350,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2351,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2352,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
2353,Bareland,Water,Water,NULL,Water,Water,Wetland,Grassland
2354,Bareland,Water,Water,Water,Water,Water,Water,Grassland
2355,Bareland,Water,Water,Water,Water,Water,Water,Wetland
2356,Bareland,Water,Water,Water,Water,Water,Water,Water
2357,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2358,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2359,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2360,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2361,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2362,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2363,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2364,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2365,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2366,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2367,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2368,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2369,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2370,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2371,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2372,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2373,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2374,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2375,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
2376,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
2377,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2378,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2379,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2380,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2381,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2382,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
2383,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
2384,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2385,Water,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
2386,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
2387,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
2388,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
2389,Water,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
2390,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2391,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2392,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2393,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
2394,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2395,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2396,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2397,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2398,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2399,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2400,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2401,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2402,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2403,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2404,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2405,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2406,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2407,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
2408,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2409,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2410,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2411,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
2412,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2413,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2414,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2415,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2416,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2417,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2418,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2419,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2420,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2421,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2422,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
2423,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2424,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2425,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2426,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2427,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2428,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2429,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2430,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2431,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2432,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
2433,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2434,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2435,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2436,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
2437,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
2438,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
2439,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
