Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLA_M_R
1342,Wetland,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1343,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1344,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1345,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1346,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1347,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1348,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1349,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1350,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1351,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1352,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1353,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1354,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1355,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1356,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1357,Wetland,Water,Water,NULL,Water,Water,Water,Water
1358,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
1359,Wetland,Water,Water,Water,Water,Wetland,Water,Water
1360,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
1361,Wetland,Water,Water,Water,Water,Water,Wetland,Water
1362,Wetland,Water,Water,Water,Water,Water,Wetland,Forest
1363,Wetland,Water,Water,Water,Water,Water,Water,Grassland
1364,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1365,Wetland,Water,Water,Water,Water,Water,Water,Water
1366,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1367,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1368,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1369,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1370,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1371,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1372,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1373,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1374,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1375,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1376,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1377,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1378,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1379,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1380,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1381,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1382,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1383,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1384,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1385,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1386,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1387,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1388,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1389,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1390,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
1391,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1392,Wetland,Forest,Water,NULL,Water,Wetland,Water,Forest
1393,Wetland,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1394,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1395,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1396,Wetland,Forest,Water,Water,Water,Wetland,Water,Grassland
1397,Wetland,Forest,Water,Water,Water,Water,Wetland,Grassland
1398,Wetland,Forest,Water,Water,Water,Water,Wetland,Wetland
1399,Wetland,Forest,Water,Water,Water,Water,Wetland,Water
1400,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
1401,Wetland,Forest,Water,Water,Water,Water,Water,Water
1402,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1403,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1404,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1405,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1406,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1407,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1408,Bareland,NULL,Water,Water,Water,Water,Water,Water
1409,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1410,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1411,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1412,Bareland,Water,Water,Water,Water,Water,Water,Water
1413,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1414,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1415,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1416,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1417,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1418,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1419,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1420,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1421,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1422,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1423,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1424,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1425,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
1426,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1427,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1428,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1429,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1430,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1431,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1432,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1433,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1434,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
1435,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1436,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1437,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1438,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1439,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1440,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1441,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1442,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1443,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1444,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1445,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1446,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1447,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1448,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1449,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1450,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1451,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1452,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1453,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1454,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1455,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1456,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1457,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1458,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1459,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1460,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1461,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1462,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1463,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1464,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1465,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1466,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1467,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1468,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1469,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1470,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1471,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1472,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1473,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1474,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1475,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1476,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
1477,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1478,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1479,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1480,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1481,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1482,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1483,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1484,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1485,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1486,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
1487,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1488,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1489,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1490,Water,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1491,Water,NULL,Water,NULL,Water,Water,Water,Grassland
1492,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1493,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
1494,Water,NULL,Water,Non_Water,Water,Water,Water,Water
1495,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1496,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1497,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1498,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
1499,Water,NULL,Water,Water,Water,Wetland,Water,Water
1500,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
1501,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
1502,Water,NULL,Water,Water,Water,Water,Wetland,Water
1503,Water,NULL,Water,Water,Water,Water,Wetland,Forest
1504,Water,NULL,Water,Water,Water,Water,Water,Grassland
1505,Water,NULL,Water,Water,Water,Water,Water,Wetland
1506,Water,NULL,Water,Water,Water,Water,Water,Water
1507,Water,NULL,Water,Water,Water,Water,Water,Forest
1508,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1509,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1510,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1511,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1512,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1513,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1514,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1515,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1516,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1517,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1518,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1519,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1520,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1521,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1522,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1523,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1524,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1525,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1526,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1527,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1528,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1529,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1530,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1531,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1532,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1533,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1534,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1535,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1536,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1537,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1538,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1539,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1540,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1541,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1542,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1543,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1544,Water,Wetland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1545,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1546,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1547,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1548,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1549,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1550,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
1551,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1552,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1553,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1554,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1555,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1556,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1557,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1558,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1559,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1560,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1561,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1562,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1563,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1564,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1565,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1566,Water,Wetland,Wetland,NULL,Wetland,Built-up,Water,Grassland
1567,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1568,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1569,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1570,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1571,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1572,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1573,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1574,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1575,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1576,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1577,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1578,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1579,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1580,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1581,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1582,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1583,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1584,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1585,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1586,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1587,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1588,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1589,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1590,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
1591,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1592,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1593,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1594,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1595,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1596,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1597,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1598,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1599,Water,Wetland,Wetland,Water,Wetland,Built-up,Bareland,Grassland
1600,Water,Wetland,Wetland,Water,Wetland,Built-up,Water,Grassland
1601,Water,Wetland,Wetland,Water,Wetland,Built-up,Water,Wetland
1602,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
1603,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
1604,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1605,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1606,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1607,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1608,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1609,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1610,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1611,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1612,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Grassland
1613,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1614,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1615,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1616,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1617,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1618,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1619,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1620,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1621,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1622,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1623,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1624,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1625,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1626,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1627,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1628,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1629,Water,Wetland,Bareland,Water,Non_Wetland,Built-up,Water,Wetland
1630,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1631,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1632,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1633,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1634,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1635,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1636,Water,Wetland,Built-up,Water,Non_Wetland,Built-up,Water,Wetland
1637,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
1638,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1639,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1640,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
1641,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
1642,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1643,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
1644,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
1645,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
1646,Water,Wetland,Water,NULL,Water,Water,Water,Water
1647,Water,Wetland,Water,NULL,Water,Water,Water,Forest
1648,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1649,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1650,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1651,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1652,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1653,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1654,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1655,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1656,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1657,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1658,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1659,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
1660,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
1661,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1662,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1663,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
1664,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1665,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
1666,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
1667,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1668,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
1669,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
1670,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
1671,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
1672,Water,Wetland,Water,Water,Water,Water,Wetland,Water
1673,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1674,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1675,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1676,Water,Wetland,Water,Water,Water,Water,Water,Water
1677,Water,Wetland,Water,Water,Water,Water,Water,Forest
1678,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1679,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1680,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1681,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1682,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1683,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1684,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1685,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1686,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
