Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCV_M_R
1785,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1786,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
1787,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1788,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1789,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1790,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
1791,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1792,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1793,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1794,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1795,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1796,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1797,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1798,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1799,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1800,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1801,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1802,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1803,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1804,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
1805,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1806,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1807,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1808,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1809,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1810,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
1811,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1812,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1813,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1814,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1815,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1816,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1817,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1818,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1819,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
1820,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1821,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1822,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1823,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1824,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1825,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1826,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Water
1827,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1828,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1829,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1830,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1831,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1832,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
1833,Forest,Forest,Water,Water,Water,NULL,Water,Water
1834,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1835,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1836,Forest,Forest,Water,Water,Water,Grassland,Grassland,Forest
1837,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1838,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1839,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1840,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1841,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1842,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1843,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1844,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1845,Forest,Forest,Water,Water,Water,Water,Water,Forest
1846,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1847,Forest,Forest,Water,Water,Water,Forest,Grassland,Forest
1848,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1849,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1850,Forest,Forest,Water,Water,Water,Forest,Water,Water
1851,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1852,Forest,Forest,Water,Water,Water,Forest,Forest,Water
1853,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1854,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1855,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1856,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1857,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1858,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1859,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1860,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1861,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1862,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1863,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1864,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1865,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1866,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1867,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1868,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1869,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1870,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1871,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1872,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1873,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1874,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1875,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1876,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1877,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1878,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1879,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1880,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1881,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1882,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1883,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1884,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1885,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1886,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1887,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1888,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1889,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1890,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1891,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1892,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1893,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1894,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1895,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1896,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1897,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1898,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1899,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1900,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1901,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1902,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1903,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1904,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1905,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1906,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1907,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1908,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1909,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1910,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1911,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1912,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1913,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1914,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1915,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1916,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1917,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1918,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1919,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1920,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1921,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1922,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1923,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1924,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1925,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1926,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1927,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1928,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1929,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1930,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1931,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1932,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1933,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1934,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1935,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1936,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
1937,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1938,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1939,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1940,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1941,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1942,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1943,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1944,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1945,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1946,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1947,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1948,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1949,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1950,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1951,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
