Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R
1900,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1901,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1902,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1903,NULL,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
1904,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
1905,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
1906,NULL,Wetland,Wetland,NULL,Wetland,Built-up,NULL,Wetland
1907,NULL,Wetland,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1908,NULL,Wetland,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
1909,NULL,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
1910,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1911,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1912,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1913,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1914,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
1915,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1916,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1917,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1918,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1919,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1920,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
1921,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
1922,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1923,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1924,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
1925,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1926,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1927,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
1928,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1929,NULL,Wetland,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
1930,NULL,Wetland,Wetland,Non_Water,Wetland,Built-up,Built-up,Wetland
1931,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1932,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1933,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
1934,NULL,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
1935,NULL,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
1936,NULL,Wetland,Wetland,Water,Wetland,NULL,Water,Water
1937,NULL,Wetland,Wetland,Water,Wetland,Bareland,NULL,Grassland
1938,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1939,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1940,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
1941,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
1942,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Water
1943,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1944,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1945,NULL,Wetland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1946,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1947,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
1948,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
1949,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1950,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Wetland
1951,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Bareland
1952,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1953,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1954,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1955,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1956,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
1957,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1958,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
1959,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1960,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1961,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1962,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
1963,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1964,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1965,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
1966,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
1967,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
1968,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1969,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
1970,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1971,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Wetland
1972,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1973,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1974,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1975,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1976,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1977,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
1978,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1979,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1980,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1981,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1982,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1983,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1984,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1985,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1986,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1987,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1988,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1989,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
1990,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1991,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1992,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1993,NULL,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1994,NULL,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
1995,NULL,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1996,NULL,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Wetland
1997,NULL,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
1998,NULL,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
1999,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2000,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2001,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
2002,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2003,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Wetland
2004,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
2005,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2006,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
2007,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2008,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
2009,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2010,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
2011,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
2012,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2013,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
2014,NULL,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2015,NULL,Wetland,Water,NULL,Water,NULL,Water,Wetland
2016,NULL,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
2017,NULL,Wetland,Water,Water,Water,NULL,Water,Wetland
2018,NULL,Wetland,Water,Water,Water,Bareland,Water,Wetland
2019,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2020,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2021,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2022,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2023,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
2024,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2025,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2026,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2027,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2028,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2029,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2030,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2031,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
2032,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2033,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
2034,NULL,Wetland,Forest,Water,Non_Wetland,Water,NULL,Wetland
2035,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2036,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2037,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
2038,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2039,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2040,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2041,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2042,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
2043,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2044,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Water
2045,NULL,Bareland,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
2046,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2047,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2048,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2049,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
2050,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2051,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2052,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2053,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2054,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2055,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2056,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2057,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2058,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2059,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2060,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2061,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2062,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2063,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
2064,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Water
2065,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2066,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2067,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Built-up,Bareland
2068,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2069,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2070,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2071,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2072,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2073,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2074,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2075,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2076,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2077,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2078,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2079,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2080,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2081,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2082,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2083,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2084,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2085,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2086,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2087,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2088,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
2089,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
2090,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
2091,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
2092,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
2093,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
2094,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
2095,NULL,Bareland,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
2096,NULL,Bareland,Wetland,NULL,NULL,Bareland,Bareland,Bareland
2097,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2098,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
2099,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
2100,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
2101,NULL,Bareland,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
2102,NULL,Bareland,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
2103,NULL,Bareland,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
2104,NULL,Bareland,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
2105,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2106,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2107,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Built-up
2108,NULL,Bareland,Wetland,Non_Water,Wetland,Built-up,Built-up,Wetland
2109,NULL,Bareland,Wetland,Non_Water,Wetland,Built-up,Built-up,Bareland
2110,NULL,Bareland,Wetland,Non_Water,Wetland,Built-up,Built-up,Built-up
2111,NULL,Bareland,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
2112,NULL,Bareland,Wetland,Water,NULL,Bareland,Bareland,Bareland
2113,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2114,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
2115,NULL,Bareland,Wetland,Water,Wetland,Bareland,Built-up,Bareland
2116,NULL,Bareland,Wetland,Water,Wetland,Bareland,Built-up,Water
2117,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
2118,NULL,Bareland,Wetland,Water,Wetland,Built-up,Built-up,Water
2119,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2120,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2121,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Water
2122,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Wetland
2123,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Water
2124,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2125,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2126,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
2127,NULL,Bareland,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
2128,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2129,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2130,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2131,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2132,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2133,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2134,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2135,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2136,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2137,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2138,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2139,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2140,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
2141,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2142,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2143,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2144,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2145,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
2146,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2147,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2148,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2149,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2150,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2151,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2152,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2153,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2154,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2155,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
2156,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
2157,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2158,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
2159,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
2160,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2161,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2162,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2163,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
2164,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
2165,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
2166,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
2167,NULL,Bareland,Water,NULL,Water,Bareland,Built-up,Bareland
2168,NULL,Bareland,Water,Non_Water,NULL,Bareland,Bareland,Bareland
2169,NULL,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
2170,NULL,Bareland,Water,Non_Water,Water,Bareland,Built-up,Bareland
2171,NULL,Bareland,Water,Water,NULL,Bareland,Bareland,Bareland
2172,NULL,Bareland,Water,Water,NULL,Bareland,Built-up,Bareland
2173,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
2174,NULL,Bareland,Water,Water,Water,Bareland,Built-up,Bareland
2175,NULL,Bareland,Water,Water,Water,Bareland,Water,Bareland
2176,NULL,Bareland,Water,Water,Water,Built-up,Built-up,Water
2177,NULL,Bareland,Water,Water,Water,Water,Bareland,Water
2178,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2179,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2180,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2181,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2182,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2183,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2184,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2185,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2186,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2187,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
2188,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2189,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2190,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2191,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2192,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2193,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2194,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
2195,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
2196,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2197,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2198,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
2199,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
2200,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
2201,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2202,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2203,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
2204,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
2205,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
2206,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Water
2207,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2208,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2209,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Wetland
2210,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Water
2211,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
2212,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2213,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
2214,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2215,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2216,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2217,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
2218,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2219,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
2220,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2221,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2222,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2223,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
