Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMK_M_R
1038,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
1039,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1040,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
1041,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1042,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1043,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1044,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1045,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
1046,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1047,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1048,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1049,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
1050,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1051,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland,Water
1052,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
1053,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1054,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1055,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1056,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1057,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1058,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1059,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
1060,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1061,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1062,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1063,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
1064,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1065,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1066,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1067,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1068,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1069,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1070,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1071,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1072,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1073,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1074,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
1075,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1076,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1077,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1078,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1079,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1080,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
1081,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1082,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1083,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1084,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1085,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1086,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1087,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
1088,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Water
1089,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1090,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1091,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Water
1092,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1093,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1094,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1095,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
1096,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1097,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1098,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1099,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1100,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1101,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
1102,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1103,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1104,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1105,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1106,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1107,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1108,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1109,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1110,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
1111,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
1112,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1113,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1114,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
1115,Water,Water,Shrubland,Water,Non_Wetland,Forest,Bareland,Grassland
1116,Water,Water,Shrubland,Water,Non_Wetland,Forest,Bareland,Water
1117,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1118,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1119,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1120,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1121,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1122,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1123,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1124,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1125,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1126,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
1127,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1128,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1129,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
1130,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1131,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1132,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1133,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1134,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1135,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1136,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Water
1137,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1138,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1139,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1140,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1141,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1142,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1143,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1144,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
1145,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1146,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
1147,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1148,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1149,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1150,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1151,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
1152,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1153,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
1154,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
1155,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
1156,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
1157,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
1158,Water,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
1159,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1160,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1161,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1162,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
1163,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1164,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1165,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1166,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1167,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1168,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1169,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1170,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,NULL
1171,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Grassland
1172,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Bareland
1173,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
1174,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
1175,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1176,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1177,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1178,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
1179,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1180,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1181,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1182,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1183,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1184,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1185,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1186,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1187,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1188,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1189,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1190,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1191,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1192,Water,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
1193,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
1194,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
1195,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
1196,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
1197,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
1198,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1199,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1200,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1201,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1202,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1203,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1204,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1205,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,NULL
1206,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Grassland
1207,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Bareland
1208,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
1209,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
1210,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1211,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1212,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1213,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1214,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
1215,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1216,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1217,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
1218,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1219,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1220,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1221,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1222,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
1223,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1224,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1225,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
1226,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1227,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1228,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1229,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1230,Water,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Water
1231,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1232,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1233,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1234,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Bareland
1235,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1236,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1237,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
1238,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1239,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1240,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1241,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1242,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1243,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1244,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
1245,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1246,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1247,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1248,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1249,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1250,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
1251,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
1252,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
1253,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
1254,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1255,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1256,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1257,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1258,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1259,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1260,Water,Water,Wetland,Water,Wetland,Forest,Bareland,Bareland
1261,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1262,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1263,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
1264,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1265,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1266,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1267,Water,Water,Water,NULL,Water,NULL,NULL,Water
1268,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1269,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
1270,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1271,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1272,Water,Water,Water,NULL,Water,NULL,Bareland,Grassland
1273,Water,Water,Water,NULL,Water,NULL,Bareland,Bareland
1274,Water,Water,Water,NULL,Water,NULL,Bareland,Water
1275,Water,Water,Water,NULL,Water,NULL,Bareland,Forest
1276,Water,Water,Water,NULL,Water,NULL,Water,Water
1277,Water,Water,Water,NULL,Water,NULL,Water,Forest
1278,Water,Water,Water,NULL,Water,NULL,Forest,Water
1279,Water,Water,Water,NULL,Water,NULL,Forest,Forest
1280,Water,Water,Water,NULL,Water,Grassland,Bareland,Grassland
1281,Water,Water,Water,NULL,Water,Grassland,Bareland,Water
1282,Water,Water,Water,NULL,Water,Grassland,Bareland,Forest
1283,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1284,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
1285,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
1286,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
1287,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
1288,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
1289,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
1290,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
1291,Water,Water,Water,NULL,Water,Bareland,Water,Water
1292,Water,Water,Water,NULL,Water,Bareland,Water,Forest
1293,Water,Water,Water,NULL,Water,Bareland,Forest,Grassland
1294,Water,Water,Water,NULL,Water,Bareland,Forest,Water
1295,Water,Water,Water,NULL,Water,Water,Wetland,Water
1296,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1297,Water,Water,Water,NULL,Water,Water,Bareland,NULL
1298,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
1299,Water,Water,Water,NULL,Water,Water,Bareland,Water
1300,Water,Water,Water,NULL,Water,Water,Bareland,Forest
1301,Water,Water,Water,NULL,Water,Water,Water,Grassland
1302,Water,Water,Water,NULL,Water,Water,Water,Bareland
1303,Water,Water,Water,NULL,Water,Water,Water,Water
1304,Water,Water,Water,NULL,Water,Water,Water,Forest
1305,Water,Water,Water,NULL,Water,Water,Forest,Water
1306,Water,Water,Water,NULL,Water,Water,Forest,Forest
1307,Water,Water,Water,NULL,Water,Forest,NULL,Water
1308,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1309,Water,Water,Water,NULL,Water,Forest,Bareland,Grassland
1310,Water,Water,Water,NULL,Water,Forest,Bareland,Water
1311,Water,Water,Water,NULL,Water,Forest,Bareland,Forest
1312,Water,Water,Water,NULL,Water,Forest,Water,Grassland
1313,Water,Water,Water,NULL,Water,Forest,Water,Water
1314,Water,Water,Water,NULL,Water,Forest,Water,Forest
1315,Water,Water,Water,NULL,Water,Forest,Forest,Grassland
1316,Water,Water,Water,NULL,Water,Forest,Forest,Water
1317,Water,Water,Water,NULL,Water,Forest,Forest,Forest
1318,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1319,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1320,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1321,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1322,Water,Water,Water,Non_Water,Water,NULL,Bareland,Water
1323,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1324,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
1325,Water,Water,Water,Non_Water,Water,Grassland,Bareland,Water
1326,Water,Water,Water,Non_Water,Water,Grassland,Forest,Water
1327,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
1328,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
1329,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
1330,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
1331,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
1332,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1333,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1334,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
1335,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
1336,Water,Water,Water,Non_Water,Water,Water,Water,Water
1337,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1338,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1339,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1340,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
1341,Water,Water,Water,Non_Water,Water,Forest,Water,Water
1342,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1343,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1344,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1345,Water,Water,Water,Water,Water,NULL,NULL,Water
1346,Water,Water,Water,Water,Water,NULL,NULL,Forest
1347,Water,Water,Water,Water,Water,NULL,Wetland,Water
1348,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1349,Water,Water,Water,Water,Water,NULL,Bareland,Grassland
1350,Water,Water,Water,Water,Water,NULL,Bareland,Bareland
1351,Water,Water,Water,Water,Water,NULL,Bareland,Water
1352,Water,Water,Water,Water,Water,NULL,Bareland,Forest
1353,Water,Water,Water,Water,Water,NULL,Water,Water
1354,Water,Water,Water,Water,Water,NULL,Water,Forest
1355,Water,Water,Water,Water,Water,NULL,Forest,Grassland
1356,Water,Water,Water,Water,Water,NULL,Forest,Water
1357,Water,Water,Water,Water,Water,NULL,Forest,Forest
1358,Water,Water,Water,Water,Water,Grassland,Bareland,Grassland
1359,Water,Water,Water,Water,Water,Grassland,Bareland,Water
1360,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1361,Water,Water,Water,Water,Water,Grassland,Water,Water
1362,Water,Water,Water,Water,Water,Grassland,Water,Forest
1363,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
1364,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
1365,Water,Water,Water,Water,Water,Bareland,Bareland,Water
1366,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
1367,Water,Water,Water,Water,Water,Bareland,Water,Grassland
1368,Water,Water,Water,Water,Water,Bareland,Water,Water
1369,Water,Water,Water,Water,Water,Bareland,Water,Forest
1370,Water,Water,Water,Water,Water,Bareland,Forest,Forest
1371,Water,Water,Water,Water,Water,Water,Wetland,Water
1372,Water,Water,Water,Water,Water,Water,Wetland,Forest
1373,Water,Water,Water,Water,Water,Water,Bareland,Grassland
1374,Water,Water,Water,Water,Water,Water,Bareland,Bareland
1375,Water,Water,Water,Water,Water,Water,Bareland,Water
1376,Water,Water,Water,Water,Water,Water,Bareland,Forest
1377,Water,Water,Water,Water,Water,Water,Water,Grassland
1378,Water,Water,Water,Water,Water,Water,Water,Bareland
1379,Water,Water,Water,Water,Water,Water,Water,Water
1380,Water,Water,Water,Water,Water,Water,Water,Forest
1381,Water,Water,Water,Water,Water,Water,Forest,Water
1382,Water,Water,Water,Water,Water,Water,Forest,Forest
1383,Water,Water,Water,Water,Water,Forest,Wetland,Water
1384,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1385,Water,Water,Water,Water,Water,Forest,Bareland,Grassland
1386,Water,Water,Water,Water,Water,Forest,Bareland,Bareland
1387,Water,Water,Water,Water,Water,Forest,Bareland,Water
1388,Water,Water,Water,Water,Water,Forest,Bareland,Forest
1389,Water,Water,Water,Water,Water,Forest,Water,Grassland
