Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRG_M_R
1155,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1156,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1157,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1158,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1159,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1160,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1161,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1162,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1163,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1164,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1165,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1166,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1167,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1168,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1169,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1170,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1171,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1172,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1173,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1174,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1175,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1176,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1177,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1178,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1179,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1180,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1181,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1182,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1183,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1184,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1185,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1186,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1187,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1188,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1189,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Water
1190,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1191,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1192,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1193,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1194,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1195,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1196,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1197,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1198,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1199,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1200,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1201,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1202,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1203,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1204,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1205,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1206,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1207,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1208,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1209,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1210,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1211,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1212,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1213,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1214,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1215,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1216,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1217,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1218,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1219,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1220,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1221,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1222,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1223,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1224,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1225,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1226,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1227,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1228,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1229,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1230,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1231,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1232,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1233,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Water
1234,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
1235,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
1236,Grassland,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
1237,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1238,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1239,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1240,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1241,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1242,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1243,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
1244,Grassland,Cropland,Water,NULL,Water,Water,Wetland,Water
1245,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
1246,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1247,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1248,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1249,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1250,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1251,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1252,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1253,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1254,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1255,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1256,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1257,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1258,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1259,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1260,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1261,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1262,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1263,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1264,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1265,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1266,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1267,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1268,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1269,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Water
1270,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1271,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1272,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1273,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1274,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1275,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1276,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1277,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1278,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1279,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1280,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1281,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1282,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1283,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1284,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1285,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1286,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1287,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1288,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1289,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1290,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1291,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1292,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1293,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1294,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1295,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1296,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1297,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1298,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1299,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1300,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1301,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1302,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1303,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1304,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1305,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1306,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1307,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1308,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1309,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1310,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1311,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1312,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1313,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1314,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1315,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1316,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1317,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1318,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1319,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1320,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1321,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1322,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1323,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1324,Grassland,Water,Water,NULL,Water,NULL,Water,Forest
1325,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1326,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
1327,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1328,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1329,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1330,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1331,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1332,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1333,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1334,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1335,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1336,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1337,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1338,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1339,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1340,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1341,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1342,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1343,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1344,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1345,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1346,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1347,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1348,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1349,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1350,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1351,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1352,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1353,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1354,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1355,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1356,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1357,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1358,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1359,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1360,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1361,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1362,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1363,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1364,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1365,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1366,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1367,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1368,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1369,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1370,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1371,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1372,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1373,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1374,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1375,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1376,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1377,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1378,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1379,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1380,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1381,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1382,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1383,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1384,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1385,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1386,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1387,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1388,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1389,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1390,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1391,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1392,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1393,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1394,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1395,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1396,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1397,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1398,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1399,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1400,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1401,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1402,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1403,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1404,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1405,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1406,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1407,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1408,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1409,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1410,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1411,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1412,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1413,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1414,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1415,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1416,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1417,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1418,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1419,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1420,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1421,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1422,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1423,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1424,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1425,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1426,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1427,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1428,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1429,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1430,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1431,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1432,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1433,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1434,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1435,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1436,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1437,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1438,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1439,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1440,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1441,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1442,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1443,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1444,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1445,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1446,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
1447,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1448,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1449,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1450,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1451,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1452,Cropland,NULL,Water,NULL,Water,Water,Grassland,Grassland
