Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBU_M_R
1153,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1154,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1155,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1156,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
1157,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1158,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1159,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
1160,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1161,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1162,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1163,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1164,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1165,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1166,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1167,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
1168,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1169,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1170,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1171,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1172,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1173,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1174,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1175,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1176,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1177,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1178,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1179,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1180,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1181,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1182,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1183,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1184,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1185,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1186,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1187,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1188,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
1189,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
1190,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
1191,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1192,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1193,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1194,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1195,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1196,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1197,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1198,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1199,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1200,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
1201,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1202,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1203,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1204,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1205,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1206,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
1207,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1208,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1209,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1210,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1211,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1212,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1213,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1214,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1215,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1216,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1217,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1218,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1219,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1220,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1221,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1222,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1223,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1224,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1225,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1226,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1227,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1228,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1229,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1230,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1231,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1232,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1233,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1234,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1235,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1236,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1237,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1238,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1239,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1240,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1241,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1242,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1243,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1244,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1245,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1246,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1247,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1248,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1249,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
1250,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
1251,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
1252,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1253,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1254,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1255,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
1256,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1257,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1258,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1259,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1260,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1261,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1262,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1263,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1264,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1265,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1266,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1267,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1268,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1269,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1270,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1271,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1272,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1273,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1274,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1275,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Water
1276,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1277,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1278,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1279,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1280,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1281,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1282,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1283,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1284,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1285,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
1286,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1287,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1288,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1289,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
1290,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1291,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
1292,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
1293,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1294,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
1295,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Cropland
1296,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1297,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1298,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1299,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1300,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1301,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1302,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1303,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1304,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1305,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1306,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
1307,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1308,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1309,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1310,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1311,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1312,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1313,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1314,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1315,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1316,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1317,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
1318,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1319,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1320,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
1321,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1322,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
1323,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1324,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1325,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1326,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1327,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
1328,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
1329,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1330,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
1331,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Cropland
1332,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1333,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1334,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1335,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1336,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1337,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1338,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
1339,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1340,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1341,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1342,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1343,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1344,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1345,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1346,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1347,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1348,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1349,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1350,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1351,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1352,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1353,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1354,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1355,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1356,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Water
1357,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1358,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1359,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
1360,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1361,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1362,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1363,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
1364,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
1365,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1366,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
1367,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1368,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1369,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1370,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1371,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1372,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1373,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1374,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1375,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1376,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
1377,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1378,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
1379,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1380,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1381,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1382,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1383,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1384,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1385,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1386,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1387,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
1388,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
1389,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1390,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1391,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1392,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1393,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1394,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1395,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1396,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1397,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1398,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1399,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1400,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1401,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1402,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1403,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1404,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1405,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1406,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1407,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
1408,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1409,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1410,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1411,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1412,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1413,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1414,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1415,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1416,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1417,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1418,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1419,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1420,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1421,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1422,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1423,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1424,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1425,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1426,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1427,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1428,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
1429,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1430,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
1431,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
1432,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1433,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1434,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1435,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Water
1436,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1437,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
1438,Grassland,NULL,Water,NULL,Water,NULL,Wetland,Grassland
1439,Grassland,NULL,Water,NULL,Water,NULL,Water,Grassland
1440,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1441,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Forest
1442,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1443,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1444,Grassland,NULL,Water,Water,Water,NULL,Water,Grassland
1445,Grassland,NULL,Water,Water,Water,NULL,Water,Water
1446,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1447,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1448,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1449,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1450,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1451,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1452,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1453,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1454,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1455,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
1456,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1457,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1458,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1459,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
1460,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1461,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
1462,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1463,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1464,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1465,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1466,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1467,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
1468,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1469,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1470,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1471,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1472,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1473,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1474,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
