Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVR_M_R
2165,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2166,Forest,Water,Bareland,NULL,Non_Wetland,Water
2167,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2168,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2169,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
2170,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2171,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2172,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2173,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2174,Forest,Water,Bareland,Water,Non_Wetland,Water
2175,Forest,Water,Bareland,Water,Non_Wetland,Forest
2176,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
2177,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2178,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland
2179,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland
2180,Forest,Water,Built-up,Non_Water,Non_Wetland,Water
2181,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
2182,Forest,Water,Built-up,Water,Non_Wetland,Grassland
2183,Forest,Water,Water,NULL,Water,Grassland
2184,Forest,Water,Water,NULL,Water,Bareland
2185,Forest,Water,Water,NULL,Water,Water
2186,Forest,Water,Water,NULL,Water,Forest
2187,Forest,Water,Water,Non_Water,Water,Grassland
2188,Forest,Water,Water,Non_Water,Water,Bareland
2189,Forest,Water,Water,Non_Water,Water,Water
2190,Forest,Water,Water,Non_Water,Water,Forest
2191,Forest,Water,Water,Water,Water,Grassland
2192,Forest,Water,Water,Water,Water,Bareland
2193,Forest,Water,Water,Water,Water,Water
2194,Forest,Water,Water,Water,Water,Forest
2195,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2196,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2197,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2198,Forest,Water,Forest,NULL,Non_Wetland,Built-up
2199,Forest,Water,Forest,NULL,Non_Wetland,Water
2200,Forest,Water,Forest,NULL,Non_Wetland,Forest
2201,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2202,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
2203,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2204,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2205,Forest,Water,Forest,Water,Non_Wetland,Grassland
2206,Forest,Water,Forest,Water,Non_Wetland,Bareland
2207,Forest,Water,Forest,Water,Non_Wetland,Water
2208,Forest,Water,Forest,Water,Non_Wetland,Forest
2209,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2210,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2211,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2212,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
2213,Forest,Forest,NULL,NULL,Non_Wetland,Water
2214,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2215,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2216,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland
2217,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
2218,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2219,Forest,Forest,NULL,Water,Non_Wetland,Grassland
2220,Forest,Forest,NULL,Water,Non_Wetland,Bareland
2221,Forest,Forest,NULL,Water,Non_Wetland,Water
2222,Forest,Forest,NULL,Water,Non_Wetland,Forest
2223,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2224,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2225,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2226,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2227,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2228,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2229,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2230,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2231,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
2232,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
2233,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2234,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2235,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2236,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2237,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2238,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2239,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2240,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2241,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2242,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2243,Forest,Forest,Grassland,NULL,Non_Wetland,Water
2244,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2245,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2246,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2247,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
2248,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2249,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2250,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
2251,Forest,Forest,Grassland,Water,Non_Wetland,Water
2252,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2253,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2254,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2255,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2256,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2257,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2258,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2259,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2260,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2261,Forest,Forest,Cropland,Non_Water,Non_Wetland,Built-up
2262,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2263,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2264,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2265,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
2266,Forest,Forest,Cropland,Water,Non_Wetland,Water
2267,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2268,Forest,Forest,Wetland,NULL,Wetland,Grassland
2269,Forest,Forest,Wetland,NULL,Wetland,Bareland
2270,Forest,Forest,Wetland,NULL,Wetland,Water
2271,Forest,Forest,Wetland,NULL,Wetland,Forest
2272,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2273,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2274,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
2275,Forest,Forest,Wetland,Non_Water,Wetland,Water
2276,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2277,Forest,Forest,Wetland,Water,Wetland,Grassland
2278,Forest,Forest,Wetland,Water,Wetland,Bareland
2279,Forest,Forest,Wetland,Water,Wetland,Water
2280,Forest,Forest,Wetland,Water,Wetland,Forest
2281,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2282,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2283,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2284,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2285,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2286,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
2287,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2288,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
2289,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2290,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2291,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2292,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2293,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2294,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2295,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2296,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
2297,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2298,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2299,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2300,Forest,Forest,Bareland,Water,Non_Wetland,Water
2301,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2302,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2303,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2304,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2305,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2306,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2307,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
2308,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
2309,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2310,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
2311,Forest,Forest,Built-up,Water,Non_Wetland,Bareland
2312,Forest,Forest,Built-up,Water,Non_Wetland,Water
2313,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2314,Forest,Forest,Water,NULL,Water,Grassland
2315,Forest,Forest,Water,NULL,Water,Bareland
2316,Forest,Forest,Water,NULL,Water,Water
2317,Forest,Forest,Water,NULL,Water,Forest
2318,Forest,Forest,Water,Non_Water,Water,Grassland
2319,Forest,Forest,Water,Non_Water,Water,Bareland
2320,Forest,Forest,Water,Non_Water,Water,Water
2321,Forest,Forest,Water,Non_Water,Water,Forest
2322,Forest,Forest,Water,Water,Water,Grassland
2323,Forest,Forest,Water,Water,Water,Bareland
2324,Forest,Forest,Water,Water,Water,Water
2325,Forest,Forest,Water,Water,Water,Forest
2326,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2327,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2328,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2329,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2330,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2331,Forest,Forest,Forest,NULL,Non_Wetland,Water
2332,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2333,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2334,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2335,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2336,Forest,Forest,Forest,Non_Water,Non_Wetland,Built-up
2337,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2338,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2339,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2340,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2341,Forest,Forest,Forest,Water,Non_Wetland,Water
2342,Forest,Forest,Forest,Water,Non_Wetland,Forest
