Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZT_M_R
2575,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
2576,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2577,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2578,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
2579,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
2580,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
2581,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
2582,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
2583,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
2584,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
2585,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2586,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2587,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2588,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2589,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2590,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2591,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2592,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2593,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2594,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2595,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2596,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2597,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2598,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
2599,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2600,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
2601,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2602,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2603,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2604,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2605,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2606,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2607,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2608,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2609,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2610,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2611,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
2612,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
2613,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
2614,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
2615,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
2616,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
2617,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2618,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2619,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2620,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
2621,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2622,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2623,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2624,Grassland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
2625,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2626,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
2627,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2628,Grassland,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
2629,Grassland,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
2630,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
2631,Grassland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
2632,Grassland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Wetland
2633,Grassland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
2634,Grassland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
2635,Grassland,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
2636,Grassland,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
2637,Grassland,NULL,Wetland,Water,Wetland,Cropland,Water,Water
2638,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
2639,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
2640,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2641,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2642,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
2643,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
2644,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2645,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2646,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2647,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2648,Grassland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
2649,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2650,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Cropland
2651,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2652,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2653,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2654,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
2655,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
2656,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2657,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
2658,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2659,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
2660,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
2661,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
2662,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Cropland
2663,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
2664,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
2665,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
2666,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
2667,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2668,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2669,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2670,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2671,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2672,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2673,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
2674,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
2675,Grassland,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
2676,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
2677,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2678,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2679,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2680,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2681,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2682,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2683,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2684,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2685,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2686,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2687,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2688,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2689,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
2690,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2691,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Wetland
2692,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
2693,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
2694,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
2695,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2696,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2697,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
2698,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2699,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2700,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2701,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2702,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2703,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2704,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
2705,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2706,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2707,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2708,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2709,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2710,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2711,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2712,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2713,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2714,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2715,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2716,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2717,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2718,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2719,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2720,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2721,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
2722,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2723,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2724,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
2725,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2726,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
2727,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland,Wetland,Wetland
2728,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
2729,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
2730,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2731,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2732,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2733,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
2734,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2735,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2736,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
2737,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2738,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2739,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2740,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2741,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2742,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2743,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2744,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2745,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2746,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2747,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2748,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2749,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2750,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2751,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
2752,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2753,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2754,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2755,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2756,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
2757,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2758,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2759,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2760,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2761,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2762,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2763,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Wetland
2764,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
2765,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2766,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
2767,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
2768,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2769,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
2770,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
2771,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
2772,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2773,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
2774,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2775,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
2776,Grassland,NULL,Water,NULL,Water,Wetland,Water,Wetland
2777,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
2778,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
2779,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
2780,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
2781,Grassland,NULL,Water,NULL,Water,Water,Wetland,Water
2782,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
2783,Grassland,NULL,Water,NULL,Water,Water,Water,Wetland
2784,Grassland,NULL,Water,NULL,Water,Water,Water,Water
2785,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
2786,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
2787,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2788,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
2789,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
2790,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
2791,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
2792,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
2793,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
2794,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
2795,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
2796,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
2797,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
2798,Grassland,NULL,Water,Water,Water,NULL,Wetland,Grassland
2799,Grassland,NULL,Water,Water,Water,NULL,Wetland,Wetland
2800,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2801,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
2802,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
2803,Grassland,NULL,Water,Water,Water,Grassland,Water,Wetland
2804,Grassland,NULL,Water,Water,Water,Cropland,Wetland,Wetland
2805,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
2806,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
2807,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2808,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2809,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
2810,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
2811,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
2812,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
2813,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
2814,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
2815,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Wetland
2816,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Wetland
2817,Grassland,NULL,Water,Water,Water,Bareland,Water,Wetland
2818,Grassland,NULL,Water,Water,Water,Water,Grassland,Wetland
2819,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
2820,Grassland,NULL,Water,Water,Water,Water,Wetland,Cropland
2821,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
2822,Grassland,NULL,Water,Water,Water,Water,Wetland,Bareland
2823,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
2824,Grassland,NULL,Water,Water,Water,Water,Wetland,Forest
2825,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
2826,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
2827,Grassland,NULL,Water,Water,Water,Water,Water,Water
2828,Grassland,NULL,Water,Water,Water,Forest,Water,Forest
2829,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2830,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2831,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2832,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2833,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2834,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2835,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2836,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2837,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2838,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2839,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2840,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2841,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2842,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2843,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2844,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2845,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2846,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2847,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2848,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2849,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2850,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2851,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2852,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2853,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
2854,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2855,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2856,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2857,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2858,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2859,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2860,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2861,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2862,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2863,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2864,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2865,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2866,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2867,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2868,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2869,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2870,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2871,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2872,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2873,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2874,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2875,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2876,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2877,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2878,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2879,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2880,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2881,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2882,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2883,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2884,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2885,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2886,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2887,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2888,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2889,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2890,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2891,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2892,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2893,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2894,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2895,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2896,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2897,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
2898,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
