Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBA_M_R
6175,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6176,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6177,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6178,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6179,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
6180,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6181,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6182,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6183,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6184,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6185,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6186,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6187,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6188,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6189,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
6190,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6191,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6192,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
6193,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
6194,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6195,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6196,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6197,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
6198,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6199,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6200,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
6201,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6202,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6203,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
6204,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6205,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
6206,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
6207,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6208,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
6209,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6210,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
6211,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6212,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6213,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
6214,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6215,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
6216,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
6217,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6218,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6219,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
6220,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
6221,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6222,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
6223,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
6224,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6225,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6226,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
6227,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6228,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6229,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
6230,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6231,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6232,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Water
6233,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
6234,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Built-up
6235,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
6236,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
6237,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6238,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6239,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6240,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
6241,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6242,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
6243,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6244,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6245,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6246,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6247,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6248,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
6249,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6250,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6251,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Built-up
6252,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
6253,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
6254,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6255,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6256,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6257,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6258,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
6259,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6260,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
6261,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6262,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
6263,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
6264,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6265,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6266,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6267,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6268,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6269,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6270,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
6271,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
6272,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
6273,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
6274,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
6275,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
6276,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
6277,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
6278,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
6279,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
6280,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
6281,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
6282,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
6283,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
6284,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6285,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
6286,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
6287,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
6288,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
6289,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6290,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6291,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
6292,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
6293,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
6294,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
6295,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
6296,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
6297,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
6298,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6299,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6300,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6301,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
6302,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6303,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6304,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
6305,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
6306,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6307,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
6308,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6309,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6310,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6311,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Bareland
6312,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6313,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
6314,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Water
6315,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
6316,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
6317,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
6318,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Water
6319,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6320,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6321,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6322,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6323,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6324,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
6325,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Water
6326,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
6327,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6328,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
6329,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
6330,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Water
6331,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6332,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
6333,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
6334,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6335,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6336,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
6337,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
6338,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6339,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6340,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6341,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6342,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6343,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6344,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
6345,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
6346,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
6347,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6348,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
6349,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
6350,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
6351,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water,Water
6352,Water,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
6353,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
6354,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
6355,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
6356,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
6357,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
6358,Water,NULL,Grassland,Water,Non_Wetland,Forest,Water,Forest
6359,Water,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Water
6360,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6361,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6362,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6363,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6364,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6365,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6366,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6367,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6368,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6369,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6370,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6371,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6372,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6373,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6374,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
6375,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
6376,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
6377,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
6378,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6379,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6380,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6381,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6382,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
6383,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6384,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
6385,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
6386,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
6387,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
6388,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6389,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6390,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
6391,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
6392,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6393,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
6394,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6395,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6396,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6397,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6398,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6399,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6400,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
6401,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
6402,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6403,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6404,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
6405,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
6406,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Bareland
6407,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
6408,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
6409,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6410,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
6411,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
6412,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
6413,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
6414,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
6415,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6416,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6417,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6418,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
6419,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6420,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
6421,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6422,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
6423,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6424,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
6425,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
6426,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
6427,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6428,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6429,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
6430,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
6431,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
6432,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
6433,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
6434,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
6435,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Built-up
6436,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
6437,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
6438,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
6439,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
6440,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6441,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6442,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6443,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6444,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
6445,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6446,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6447,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6448,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6449,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6450,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6451,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6452,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6453,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
6454,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6455,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6456,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6457,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
6458,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
6459,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6460,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
6461,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6462,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
6463,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
6464,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
6465,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6466,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
6467,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
6468,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6469,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
6470,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6471,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6472,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
6473,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6474,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Water
6475,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6476,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
6477,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
6478,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
6479,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
6480,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6481,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6482,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6483,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6484,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
6485,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
6486,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
6487,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
6488,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Water
6489,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6490,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
6491,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
6492,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
6493,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
6494,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
6495,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Water
6496,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
6497,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
6498,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6499,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6500,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
6501,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Water
6502,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
6503,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Water
6504,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6505,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6506,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6507,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
6508,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
6509,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6510,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6511,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
6512,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
6513,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
