Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBM_M_R
1837,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1838,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1839,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1840,Grassland,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1841,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1842,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1843,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1844,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1845,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1846,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1847,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1848,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1849,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1850,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1851,Grassland,Water,Water,NULL,Water,Grassland,Wetland,Forest
1852,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1853,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Water
1854,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Forest
1855,Grassland,Water,Water,NULL,Water,Wetland,Water,Forest
1856,Grassland,Water,Water,Water,Water,NULL,Wetland,Forest
1857,Grassland,Water,Water,Water,Water,Grassland,Wetland,Forest
1858,Grassland,Water,Water,Water,Water,Grassland,Water,Forest
1859,Grassland,Water,Water,Water,Water,Wetland,Wetland,Grassland
1860,Grassland,Water,Water,Water,Water,Wetland,Wetland,Forest
1861,Grassland,Water,Water,Water,Water,Wetland,Water,Wetland
1862,Grassland,Water,Water,Water,Water,Wetland,Water,Forest
1863,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1864,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1865,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1866,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1867,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1868,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1869,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1870,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1871,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1872,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1873,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1874,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1875,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1876,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1877,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1878,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1879,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1880,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1881,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1882,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1883,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1884,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1885,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1886,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1887,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1888,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1889,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1890,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1891,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1892,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1893,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1894,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1895,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1896,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1897,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1898,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1899,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1900,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1901,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1902,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1903,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1904,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1905,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1906,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1907,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1908,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1909,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1910,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1911,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1912,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1913,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1914,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1915,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1916,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1917,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1918,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1919,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1920,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1921,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1922,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1923,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1924,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1925,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1926,Grassland,Forest,Water,NULL,Water,NULL,Wetland,Forest
1927,Grassland,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1928,Grassland,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1929,Grassland,Forest,Water,NULL,Water,Wetland,NULL,Grassland
1930,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,NULL
1931,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1932,Grassland,Forest,Water,NULL,Water,Wetland,Water,Forest
1933,Grassland,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1934,Grassland,Forest,Water,Non_Water,Water,Wetland,NULL,Grassland
1935,Grassland,Forest,Water,Non_Water,Water,Wetland,Grassland,Grassland
1936,Grassland,Forest,Water,Water,Water,NULL,Wetland,Forest
1937,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Forest
1938,Grassland,Forest,Water,Water,Water,Grassland,Water,Forest
1939,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1940,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Forest
1941,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1942,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1943,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1944,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1945,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1946,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1947,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1948,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1949,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1950,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1951,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1952,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
1953,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1954,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1955,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1956,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1957,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1958,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1959,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1960,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1961,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1962,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1963,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1964,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1965,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1966,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1967,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1968,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1969,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1970,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1971,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
1972,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1973,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1974,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1975,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1976,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1977,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1978,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1979,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1980,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1981,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
1982,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1983,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
1984,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
1985,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
1986,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1987,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1988,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1989,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1990,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1991,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1992,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1993,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1994,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1995,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1996,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1997,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1998,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1999,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2000,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2001,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2002,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2003,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
2004,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2005,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2006,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2007,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2008,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2009,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2010,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
2011,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2012,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2013,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2014,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2015,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2016,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2017,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2018,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2019,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2020,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2021,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2022,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2023,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2024,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2025,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2026,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2027,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2028,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2029,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2030,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2031,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2032,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2033,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2034,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2035,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2036,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2037,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2038,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2039,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2040,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2041,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2042,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2043,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2044,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2045,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2046,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2047,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2048,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Bareland
2049,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2050,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2051,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2052,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2053,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2054,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2055,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2056,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2057,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2058,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2059,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2060,Cropland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2061,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2062,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2063,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2064,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2065,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2066,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2067,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2068,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2069,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2070,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2071,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2072,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2073,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2074,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2075,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2076,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2077,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Built-up
2078,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2079,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2080,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2081,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2082,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2083,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2084,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2085,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2086,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2087,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2088,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2089,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2090,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2091,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
2092,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2093,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2094,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2095,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2096,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2097,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2098,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2099,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2100,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2101,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2102,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2103,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2104,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2105,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2106,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2107,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2108,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
2109,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
2110,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2111,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2112,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
2113,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2114,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2115,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2116,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2117,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2118,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
2119,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
2120,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2121,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2122,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2123,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
2124,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2125,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
2126,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
2127,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Bareland
2128,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
2129,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2130,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2131,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2132,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
2133,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2134,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2135,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2136,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2137,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2138,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2139,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2140,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2141,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2142,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2143,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2144,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2145,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2146,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2147,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2148,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2149,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2150,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2151,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
