Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGD_M_R
4102,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
4103,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4104,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4105,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4106,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
4107,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
4108,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
4109,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
4110,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
4111,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
4112,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4113,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
4114,Grassland,NULL,Wetland,NULL,Wetland,Built-up,NULL,Grassland
4115,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
4116,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Cropland
4117,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Wetland
4118,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
4119,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
4120,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
4121,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
4122,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
4123,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4124,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4125,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
4126,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Built-up
4127,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
4128,Grassland,NULL,Wetland,NULL,Wetland,Water,Bareland,Wetland
4129,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4130,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
4131,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
4132,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
4133,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
4134,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
4135,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
4136,Grassland,NULL,Wetland,Non_Water,NULL,Grassland,Water,Grassland
4137,Grassland,NULL,Wetland,Non_Water,NULL,Bareland,Bareland,Grassland
4138,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4139,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4140,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4141,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4142,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
4143,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4144,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4145,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
4146,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4147,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4148,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
4149,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4150,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4151,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4152,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
4153,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4154,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4155,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4156,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
4157,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
4158,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
4159,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
4160,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
4161,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
4162,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
4163,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
4164,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Cropland
4165,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
4166,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Water
4167,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
4168,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
4169,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4170,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4171,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4172,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
4173,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4174,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
4175,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4176,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
4177,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4178,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4179,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4180,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
4181,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4182,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
4183,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
4184,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
4185,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
4186,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4187,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
4188,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
4189,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4190,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4191,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4192,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
4193,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4194,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
4195,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4196,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4197,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
4198,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4199,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4200,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4201,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4202,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
4203,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
4204,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
4205,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
4206,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
4207,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
4208,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
4209,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
4210,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
4211,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
4212,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
4213,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4214,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4215,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
4216,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4217,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
4218,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
4219,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4220,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
4221,Grassland,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
4222,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
4223,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Cropland
4224,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Wetland
4225,Grassland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
4226,Grassland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
4227,Grassland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Cropland
4228,Grassland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
4229,Grassland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Water
4230,Grassland,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
4231,Grassland,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
4232,Grassland,NULL,Wetland,Water,Wetland,Cropland,Water,Water
4233,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4234,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4235,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4236,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
4237,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4238,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
4239,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
4240,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
4241,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4242,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
4243,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
4244,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
4245,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4246,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
4247,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
4248,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
4249,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
4250,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
4251,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
4252,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
4253,Grassland,NULL,Wetland,Water,Wetland,Built-up,Wetland,Grassland
4254,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
4255,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4256,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4257,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
4258,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
4259,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4260,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4261,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
4262,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
4263,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4264,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
4265,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Wetland,Grassland
4266,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
4267,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Wetland
4268,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
4269,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4270,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
4271,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4272,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4273,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4274,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4275,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4276,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4277,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4278,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4279,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4280,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4281,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4282,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4283,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4284,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4285,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4286,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4287,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4288,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4289,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4290,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4291,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4292,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4293,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
4294,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
4295,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
4296,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4297,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4298,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4299,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4300,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4301,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
4302,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4303,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4304,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4305,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4306,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4307,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4308,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4309,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4310,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4311,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4312,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4313,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4314,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
4315,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4316,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
4317,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Grassland
4318,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
4319,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
4320,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
4321,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
4322,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland,Wetland,Grassland
4323,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland,Wetland,Wetland
4324,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
4325,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4326,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
4327,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4328,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
4329,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
4330,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
4331,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
4332,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
4333,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
4334,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4335,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4336,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4337,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4338,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4339,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4340,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4341,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4342,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4343,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
4344,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4345,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4346,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
4347,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
4348,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
4349,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4350,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4351,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4352,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4353,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4354,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4355,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4356,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4357,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4358,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4359,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
4360,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4361,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
4362,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4363,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4364,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4365,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4366,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4367,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4368,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4369,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4370,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
4371,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
4372,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
4373,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Wetland
4374,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
4375,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
4376,Grassland,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
4377,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4378,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
4379,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
4380,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
4381,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
4382,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
4383,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4384,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
4385,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
4386,Grassland,NULL,Water,NULL,Water,Wetland,Water,Wetland
4387,Grassland,NULL,Water,NULL,Water,Wetland,Water,Water
4388,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
4389,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
4390,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
4391,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
4392,Grassland,NULL,Water,NULL,Water,Water,Water,Wetland
4393,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
4394,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
4395,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
4396,Grassland,NULL,Water,Non_Water,Water,Cropland,Wetland,Cropland
4397,Grassland,NULL,Water,Non_Water,Water,Cropland,Wetland,Wetland
4398,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4399,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
4400,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
4401,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
4402,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Water
4403,Grassland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
4404,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
4405,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
4406,Grassland,NULL,Water,Water,Water,NULL,Grassland,Wetland
4407,Grassland,NULL,Water,Water,Water,NULL,Wetland,Water
4408,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
4409,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
4410,Grassland,NULL,Water,Water,Water,Cropland,Wetland,Grassland
4411,Grassland,NULL,Water,Water,Water,Cropland,Wetland,Wetland
4412,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
4413,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4414,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
4415,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
4416,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
4417,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
4418,Grassland,NULL,Water,Water,Water,Wetland,Water,Bareland
4419,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
4420,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
4421,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Wetland
4422,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
