Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTG_M_R
7036,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
7037,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Grassland
7038,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
7039,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Forest
7040,Water,Water,Wetland,Water,Wetland,Built-up,Water,Bareland
7041,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
7042,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
7043,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
7044,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
7045,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
7046,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
7047,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
7048,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
7049,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
7050,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
7051,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
7052,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
7053,Water,Water,Wetland,Water,Wetland,Water,Built-up,Forest
7054,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
7055,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
7056,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
7057,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
7058,Water,Water,Wetland,Water,Wetland,Water,Water,Water
7059,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
7060,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
7061,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
7062,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
7063,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
7064,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
7065,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
7066,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
7067,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
7068,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
7069,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
7070,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
7071,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
7072,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
7073,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
7074,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
7075,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Water,Bareland
7076,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
7077,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
7078,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
7079,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
7080,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
7081,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
7082,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
7083,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7084,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
7085,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
7086,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Forest
7087,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
7088,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Cropland
7089,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
7090,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
7091,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
7092,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
7093,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
7094,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
7095,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7096,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7097,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
7098,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
7099,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
7100,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
7101,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
7102,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
7103,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
7104,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
7105,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
7106,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
7107,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
7108,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
7109,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
7110,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
7111,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Bareland
7112,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
7113,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
7114,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7115,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
7116,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
7117,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
7118,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
7119,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
7120,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
7121,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7122,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
7123,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
7124,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7125,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
7126,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
7127,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7128,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
7129,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
7130,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
7131,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
7132,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
7133,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
7134,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
7135,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
7136,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
7137,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
7138,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
7139,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
7140,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
7141,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7142,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Water
7143,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Water
7144,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
7145,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
7146,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
7147,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
7148,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Cropland
7149,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Water
7150,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
7151,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7152,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7153,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7154,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
7155,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
7156,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
7157,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Forest
7158,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
7159,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
7160,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
7161,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
7162,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
7163,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Water
7164,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
7165,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
7166,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
7167,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
7168,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
7169,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Forest
7170,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
7171,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
7172,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
7173,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
7174,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Water
7175,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
7176,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
7177,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
7178,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
7179,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
7180,Water,Water,Water,NULL,Water,NULL,NULL,Water
7181,Water,Water,Water,NULL,Water,NULL,Shrubland,Forest
7182,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
7183,Water,Water,Water,NULL,Water,NULL,Grassland,Water
7184,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
7185,Water,Water,Water,NULL,Water,NULL,Water,Grassland
7186,Water,Water,Water,NULL,Water,NULL,Water,Water
7187,Water,Water,Water,NULL,Water,NULL,Water,Forest
7188,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
7189,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
7190,Water,Water,Water,NULL,Water,Bareland,Water,Water
7191,Water,Water,Water,NULL,Water,Built-up,Built-up,Grassland
7192,Water,Water,Water,NULL,Water,Water,NULL,Water
7193,Water,Water,Water,NULL,Water,Water,NULL,Forest
7194,Water,Water,Water,NULL,Water,Water,Shrubland,Water
7195,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
7196,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
7197,Water,Water,Water,NULL,Water,Water,Grassland,Water
7198,Water,Water,Water,NULL,Water,Water,Grassland,Forest
7199,Water,Water,Water,NULL,Water,Water,Built-up,Water
7200,Water,Water,Water,NULL,Water,Water,Water,Grassland
7201,Water,Water,Water,NULL,Water,Water,Water,Wetland
7202,Water,Water,Water,NULL,Water,Water,Water,Bareland
7203,Water,Water,Water,NULL,Water,Water,Water,Water
7204,Water,Water,Water,NULL,Water,Water,Water,Forest
7205,Water,Water,Water,NULL,Water,Water,Forest,Grassland
7206,Water,Water,Water,NULL,Water,Water,Forest,Water
7207,Water,Water,Water,NULL,Water,Water,Forest,Forest
7208,Water,Water,Water,NULL,Water,Forest,NULL,Forest
7209,Water,Water,Water,NULL,Water,Forest,Water,Forest
7210,Water,Water,Water,NULL,Water,Forest,Forest,Forest
7211,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
7212,Water,Water,Water,Non_Water,Water,NULL,Grassland,Grassland
7213,Water,Water,Water,Non_Water,Water,NULL,Grassland,Water
7214,Water,Water,Water,Non_Water,Water,NULL,Grassland,Forest
7215,Water,Water,Water,Non_Water,Water,NULL,Bareland,Forest
7216,Water,Water,Water,Non_Water,Water,NULL,Built-up,Forest
7217,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
7218,Water,Water,Water,Non_Water,Water,NULL,Water,Water
7219,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
7220,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
7221,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Water
7222,Water,Water,Water,Non_Water,Water,Grassland,Built-up,Forest
7223,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
7224,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
7225,Water,Water,Water,Non_Water,Water,Water,NULL,Water
7226,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
7227,Water,Water,Water,Non_Water,Water,Water,Shrubland,Water
7228,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
7229,Water,Water,Water,Non_Water,Water,Water,Grassland,Bareland
7230,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
7231,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
7232,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
7233,Water,Water,Water,Non_Water,Water,Water,Built-up,Water
7234,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
7235,Water,Water,Water,Non_Water,Water,Water,Water,Cropland
7236,Water,Water,Water,Non_Water,Water,Water,Water,Water
7237,Water,Water,Water,Non_Water,Water,Water,Water,Forest
7238,Water,Water,Water,Non_Water,Water,Water,Forest,Water
7239,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
7240,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
7241,Water,Water,Water,Non_Water,Water,Forest,Water,Water
7242,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
7243,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
7244,Water,Water,Water,Water,Water,NULL,NULL,Water
7245,Water,Water,Water,Water,Water,NULL,NULL,Forest
7246,Water,Water,Water,Water,Water,NULL,Shrubland,Forest
7247,Water,Water,Water,Water,Water,NULL,Grassland,Grassland
7248,Water,Water,Water,Water,Water,NULL,Grassland,Water
7249,Water,Water,Water,Water,Water,NULL,Grassland,Forest
7250,Water,Water,Water,Water,Water,NULL,Water,Grassland
7251,Water,Water,Water,Water,Water,NULL,Water,Wetland
7252,Water,Water,Water,Water,Water,NULL,Water,Water
7253,Water,Water,Water,Water,Water,NULL,Water,Forest
7254,Water,Water,Water,Water,Water,NULL,Forest,Water
7255,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
7256,Water,Water,Water,Water,Water,Grassland,Built-up,Forest
7257,Water,Water,Water,Water,Water,Grassland,Water,Grassland
7258,Water,Water,Water,Water,Water,Bareland,NULL,Water
7259,Water,Water,Water,Water,Water,Bareland,Bareland,Water
7260,Water,Water,Water,Water,Water,Bareland,Water,Bareland
7261,Water,Water,Water,Water,Water,Bareland,Water,Water
7262,Water,Water,Water,Water,Water,Bareland,Water,Forest
7263,Water,Water,Water,Water,Water,Built-up,Water,Grassland
7264,Water,Water,Water,Water,Water,Built-up,Water,Water
7265,Water,Water,Water,Water,Water,Water,NULL,Water
7266,Water,Water,Water,Water,Water,Water,NULL,Forest
7267,Water,Water,Water,Water,Water,Water,Shrubland,Forest
7268,Water,Water,Water,Water,Water,Water,Grassland,Grassland
7269,Water,Water,Water,Water,Water,Water,Grassland,Bareland
7270,Water,Water,Water,Water,Water,Water,Grassland,Water
7271,Water,Water,Water,Water,Water,Water,Grassland,Forest
7272,Water,Water,Water,Water,Water,Water,Bareland,Water
7273,Water,Water,Water,Water,Water,Water,Bareland,Forest
7274,Water,Water,Water,Water,Water,Water,Built-up,Water
7275,Water,Water,Water,Water,Water,Water,Water,Grassland
7276,Water,Water,Water,Water,Water,Water,Water,Cropland
7277,Water,Water,Water,Water,Water,Water,Water,Wetland
7278,Water,Water,Water,Water,Water,Water,Water,Bareland
7279,Water,Water,Water,Water,Water,Water,Water,Water
7280,Water,Water,Water,Water,Water,Water,Water,Forest
7281,Water,Water,Water,Water,Water,Water,Forest,Water
7282,Water,Water,Water,Water,Water,Water,Forest,Forest
7283,Water,Water,Water,Water,Water,Forest,Water,Forest
7284,Water,Water,Water,Water,Water,Forest,Forest,Forest
7285,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7286,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
7287,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7288,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7289,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
7290,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7291,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7292,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
7293,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
7294,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7295,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7296,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
7297,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
7298,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
7299,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
7300,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
7301,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7302,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7303,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7304,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7305,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
7306,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7307,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7308,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
7309,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7310,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7311,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7312,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7313,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7314,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
7315,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
7316,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7317,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7318,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
7319,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
7320,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
7321,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
7322,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
7323,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7324,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
7325,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7326,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
7327,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Cropland
7328,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
7329,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
7330,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7331,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
7332,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
7333,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
7334,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
7335,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
7336,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7337,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
7338,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7339,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7340,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7341,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
7342,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Cropland
7343,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
7344,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7345,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7346,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
7347,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7348,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
7349,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7350,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7351,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
7352,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
7353,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
7354,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
7355,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
7356,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
7357,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7358,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
7359,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
7360,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7361,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
7362,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
7363,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
7364,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
7365,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
7366,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
7367,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
7368,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
7369,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
7370,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
7371,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7372,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
7373,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7374,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
7375,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7376,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
