Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUV_M_R
6930,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6931,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6932,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6933,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6934,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6935,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6936,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6937,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6938,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6939,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6940,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6941,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6942,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6943,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6944,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6945,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6946,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6947,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6948,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6949,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6950,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6951,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6952,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6953,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6954,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6955,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6956,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6957,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6958,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6959,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6960,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6961,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6962,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6963,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6964,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6965,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6966,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6967,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6968,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6969,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6970,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
6971,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6972,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6973,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
6974,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6975,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6976,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6977,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6978,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6979,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6980,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6981,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6982,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6983,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6984,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6985,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
6986,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6987,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6988,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6989,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6990,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6991,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6992,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6993,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
6994,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6995,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6996,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6997,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
6998,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6999,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7000,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7001,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7002,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7003,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7004,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7005,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7006,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
7007,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7008,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
7009,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7010,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7011,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
7012,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7013,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
7014,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
7015,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7016,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7017,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7018,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7019,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7020,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7021,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7022,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
7023,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7024,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7025,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7026,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
7027,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
7028,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7029,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
7030,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7031,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7032,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7033,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7034,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7035,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7036,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7037,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7038,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7039,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7040,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
7041,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7042,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7043,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7044,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7045,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7046,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7047,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7048,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7049,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7050,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7051,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7052,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7053,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7054,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7055,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
7056,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
7057,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7058,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
7059,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7060,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7061,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7062,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7063,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
7064,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7065,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
7066,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7067,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
7068,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
7069,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7070,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
7071,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
7072,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
7073,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
7074,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
7075,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
7076,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7077,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
7078,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
7079,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7080,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
7081,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7082,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7083,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
7084,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
7085,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7086,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
7087,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
7088,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
7089,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7090,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
7091,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7092,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7093,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7094,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7095,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7096,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7097,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7098,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7099,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7100,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7101,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7102,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7103,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7104,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7105,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7106,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7107,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
7108,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
7109,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7110,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7111,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7112,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7113,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7114,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
7115,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7116,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7117,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
7118,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
7119,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7120,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7121,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7122,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7123,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7124,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7125,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7126,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7127,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
7128,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7129,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
7130,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7131,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7132,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7133,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7134,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7135,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
7136,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7137,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
7138,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7139,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7140,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7141,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7142,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7143,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7144,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
7145,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7146,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7147,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
7148,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7149,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7150,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7151,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7152,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7153,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
7154,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7155,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7156,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7157,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
7158,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7159,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
7160,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
7161,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7162,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7163,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
7164,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
7165,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7166,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7167,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7168,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7169,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7170,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7171,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7172,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
7173,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
7174,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7175,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7176,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
7177,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
7178,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7179,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
7180,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
7181,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7182,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
7183,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7184,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7185,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
7186,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7187,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
7188,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7189,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7190,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
7191,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7192,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7193,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7194,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7195,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7196,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
7197,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
7198,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7199,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
7200,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
7201,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7202,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7203,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7204,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7205,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7206,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7207,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
7208,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
7209,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
7210,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7211,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7212,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7213,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7214,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7215,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
7216,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7217,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7218,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7219,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7220,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7221,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7222,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7223,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
7224,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
7225,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7226,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
7227,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
7228,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7229,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
7230,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
7231,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
