Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRB_M_R
5434,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
5435,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
5436,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
5437,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5438,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5439,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5440,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
5441,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5442,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
5443,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5444,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5445,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5446,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5447,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
5448,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
5449,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
5450,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5451,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5452,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5453,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
5454,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5455,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5456,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
5457,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5458,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5459,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5460,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5461,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5462,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5463,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
5464,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5465,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5466,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5467,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5468,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5469,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5470,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5471,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
5472,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
5473,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5474,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5475,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5476,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5477,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5478,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5479,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
5480,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
5481,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5482,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5483,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
5484,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
5485,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
5486,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
5487,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
5488,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
5489,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
5490,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
5491,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Wetland
5492,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
5493,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
5494,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
5495,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
5496,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
5497,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Grassland
5498,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
5499,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
5500,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
5501,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5502,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
5503,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
5504,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
5505,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Wetland
5506,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
5507,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
5508,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
5509,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
5510,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
5511,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
5512,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
5513,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
5514,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
5515,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
5516,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
5517,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
5518,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Forest
5519,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
5520,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
5521,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
5522,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
5523,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
5524,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
5525,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
5526,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5527,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5528,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5529,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5530,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
5531,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
5532,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
5533,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
5534,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5535,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5536,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5537,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
5538,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
5539,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
5540,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5541,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
5542,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
5543,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
5544,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5545,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
5546,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
5547,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
5548,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5549,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5550,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5551,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5552,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5553,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
5554,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5555,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5556,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5557,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5558,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5559,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5560,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
5561,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5562,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
5563,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
5564,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
5565,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5566,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5567,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
5568,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
5569,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
5570,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5571,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5572,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5573,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5574,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5575,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5576,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5577,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
5578,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
5579,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5580,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5581,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5582,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
5583,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
5584,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Forest
5585,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
5586,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
5587,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
5588,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
5589,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
5590,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
5591,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
5592,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
5593,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
5594,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
5595,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
5596,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5597,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
5598,Grassland,NULL,Built-up,Water,Non_Wetland,Built-up,Wetland,Wetland
5599,Grassland,NULL,Built-up,Water,Non_Wetland,Built-up,Bareland,Wetland
5600,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
5601,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
5602,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
5603,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
5604,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5605,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
5606,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
5607,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
5608,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
5609,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
5610,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
5611,Grassland,NULL,Water,NULL,Water,Wetland,Water,Forest
5612,Grassland,NULL,Water,NULL,Water,Wetland,Forest,Grassland
5613,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
5614,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
5615,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Forest
5616,Grassland,NULL,Water,NULL,Water,Bareland,Water,Grassland
5617,Grassland,NULL,Water,NULL,Water,Built-up,Built-up,Grassland
5618,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
5619,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
5620,Grassland,NULL,Water,NULL,Water,Water,Wetland,Forest
5621,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
5622,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
5623,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
5624,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
5625,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
5626,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
5627,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
5628,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
5629,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
5630,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
5631,Grassland,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
5632,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
5633,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
5634,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
5635,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
5636,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
5637,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
5638,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
5639,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
5640,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
5641,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
5642,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
5643,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Forest
5644,Grassland,NULL,Water,Water,Water,Grassland,Bareland,Grassland
5645,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
5646,Grassland,NULL,Water,Water,Water,Grassland,Water,Wetland
5647,Grassland,NULL,Water,Water,Water,Cropland,Wetland,Grassland
5648,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
5649,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
5650,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Water
5651,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Forest
5652,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
5653,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
5654,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
5655,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
5656,Grassland,NULL,Water,Water,Water,Wetland,Bareland,Grassland
5657,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
5658,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
5659,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
5660,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
5661,Grassland,NULL,Water,Water,Water,Wetland,Forest,Forest
5662,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
5663,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Water
5664,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
5665,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Wetland
5666,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Water
5667,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
5668,Grassland,NULL,Water,Water,Water,Bareland,Water,Grassland
5669,Grassland,NULL,Water,Water,Water,Bareland,Water,Wetland
5670,Grassland,NULL,Water,Water,Water,Bareland,Water,Water
5671,Grassland,NULL,Water,Water,Water,Built-up,Wetland,Grassland
5672,Grassland,NULL,Water,Water,Water,Water,Grassland,Wetland
5673,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
5674,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
5675,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
5676,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
5677,Grassland,NULL,Water,Water,Water,Water,Wetland,Forest
5678,Grassland,NULL,Water,Water,Water,Water,Bareland,Grassland
5679,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
5680,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
5681,Grassland,NULL,Water,Water,Water,Water,Water,Water
5682,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5683,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5684,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5685,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5686,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5687,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5688,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5689,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5690,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5691,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5692,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5693,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5694,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5695,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5696,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5697,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5698,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
5699,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5700,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5701,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5702,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5703,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5704,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5705,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5706,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5707,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5708,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
5709,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5710,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5711,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5712,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5713,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
5714,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5715,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5716,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5717,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5718,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5719,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5720,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5721,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5722,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5723,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5724,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
5725,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5726,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5727,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
5728,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5729,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5730,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5731,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5732,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5733,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5734,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
5735,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
5736,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5737,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
5738,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5739,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5740,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5741,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5742,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5743,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5744,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5745,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5746,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
