Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQS_M_R
2038,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2039,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland,Water
2040,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Built-up
2041,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2042,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Built-up
2043,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
2044,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2045,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,NULL,Forest
2046,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Built-up
2047,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Forest
2048,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
2049,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Forest
2050,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up,Forest
2051,NULL,Built-up,Wetland,Water,Wetland,NULL,Water,Water
2052,NULL,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2053,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
2054,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Built-up
2055,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
2056,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Forest
2057,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Forest
2058,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2059,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2060,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2061,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2062,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
2063,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2064,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2065,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2066,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2067,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2068,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2069,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2070,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2071,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Water
2072,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
2073,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Forest
2074,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
2075,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2076,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2077,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Water
2078,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
2079,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Built-up
2080,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Forest
2081,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,NULL,Built-up
2082,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2083,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Built-up,Built-up
2084,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Built-up,Water
2085,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Built-up,Forest
2086,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2087,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Water
2088,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2089,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2090,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Water
2091,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Built-up
2092,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Water
2093,NULL,Built-up,Bareland,Water,Non_Wetland,Water,NULL,Water
2094,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Built-up,Forest
2095,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2096,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2097,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2098,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2099,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2100,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2101,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2102,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2103,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2104,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2105,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2106,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2107,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2108,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2109,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2110,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
2111,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2112,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2113,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2114,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2115,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2116,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
2117,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2118,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2119,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
2120,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
2121,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Water
2122,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2123,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
2124,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
2125,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2126,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2127,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2128,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2129,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2130,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2131,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Water
2132,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2133,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2134,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2135,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2136,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2137,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2138,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2139,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
2140,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2141,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2142,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2143,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2144,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2145,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2146,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2147,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Water
2148,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2149,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2150,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
2151,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
2152,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2153,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
2154,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
2155,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2156,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2157,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2158,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
2159,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
2160,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
2161,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
2162,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2163,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2164,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2165,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2166,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2167,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2168,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2169,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2170,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2171,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2172,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2173,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2174,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2175,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2176,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
2177,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2178,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2179,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2180,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2181,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2182,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
2183,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2184,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2185,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2186,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2187,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
2188,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
2189,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2190,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2191,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2192,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2193,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
2194,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2195,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2196,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2197,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2198,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
2199,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2200,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2201,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2202,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
2203,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2204,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Water
2205,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2206,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2207,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2208,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2209,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2210,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
2211,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2212,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
2213,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
2214,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
2215,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
2216,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
2217,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
2218,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2219,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
2220,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
2221,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Water
2222,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Forest
2223,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
2224,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
2225,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
2226,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
2227,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
2228,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
2229,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
2230,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
2231,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Bareland
2232,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2233,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
2234,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Bareland
2235,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Built-up
2236,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2237,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
2238,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
2239,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
2240,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2241,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Forest
2242,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
2243,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2244,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2245,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2246,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2247,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Built-up
2248,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2249,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
2250,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Water
2251,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
2252,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
2253,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
2254,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
2255,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
2256,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
2257,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Built-up
2258,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Water
2259,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2260,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2261,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
2262,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2263,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Built-up
2264,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
2265,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2266,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Forest
2267,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Built-up
2268,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Water
2269,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,NULL,Built-up
2270,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
2271,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
2272,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
2273,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,NULL,Built-up
2274,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,NULL,Forest
2275,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Water
2276,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
2277,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
2278,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
2279,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
2280,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
2281,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
2282,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Forest
2283,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
2284,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
2285,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Forest
2286,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Built-up
2287,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
2288,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
2289,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
2290,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Water
2291,NULL,Built-up,Water,NULL,Water,NULL,Water,Water
2292,NULL,Built-up,Water,NULL,Water,NULL,Water,Forest
2293,NULL,Built-up,Water,NULL,Water,Grassland,Water,Grassland
2294,NULL,Built-up,Water,NULL,Water,Grassland,Water,Forest
2295,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
2296,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Water
2297,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
2298,NULL,Built-up,Water,NULL,Water,Built-up,Water,Built-up
2299,NULL,Built-up,Water,NULL,Water,Built-up,Water,Water
2300,NULL,Built-up,Water,NULL,Water,Built-up,Water,Forest
2301,NULL,Built-up,Water,NULL,Water,Water,NULL,Forest
2302,NULL,Built-up,Water,NULL,Water,Water,Built-up,Water
2303,NULL,Built-up,Water,NULL,Water,Water,Built-up,Forest
2304,NULL,Built-up,Water,NULL,Water,Water,Water,Water
2305,NULL,Built-up,Water,NULL,Water,Water,Water,Forest
2306,NULL,Built-up,Water,Non_Water,Water,NULL,Built-up,Water
2307,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Bareland
2308,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Built-up
2309,NULL,Built-up,Water,Non_Water,Water,Built-up,Water,Grassland
2310,NULL,Built-up,Water,Non_Water,Water,Water,Built-up,Forest
2311,NULL,Built-up,Water,Non_Water,Water,Water,Water,Water
2312,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
2313,NULL,Built-up,Water,Water,Water,NULL,Grassland,Water
2314,NULL,Built-up,Water,Water,Water,NULL,Built-up,Grassland
2315,NULL,Built-up,Water,Water,Water,NULL,Water,Grassland
2316,NULL,Built-up,Water,Water,Water,NULL,Water,Water
2317,NULL,Built-up,Water,Water,Water,NULL,Water,Forest
2318,NULL,Built-up,Water,Water,Water,Grassland,Water,Grassland
2319,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Water
2320,NULL,Built-up,Water,Water,Water,Built-up,NULL,Water
2321,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
2322,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Forest
2323,NULL,Built-up,Water,Water,Water,Built-up,Water,Built-up
2324,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
2325,NULL,Built-up,Water,Water,Water,Built-up,Water,Forest
2326,NULL,Built-up,Water,Water,Water,Water,NULL,Water
2327,NULL,Built-up,Water,Water,Water,Water,NULL,Forest
2328,NULL,Built-up,Water,Water,Water,Water,Bareland,Forest
2329,NULL,Built-up,Water,Water,Water,Water,Built-up,Grassland
2330,NULL,Built-up,Water,Water,Water,Water,Built-up,Water
2331,NULL,Built-up,Water,Water,Water,Water,Water,Water
2332,NULL,Built-up,Water,Water,Water,Water,Water,Forest
2333,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2334,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2335,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
2336,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2337,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2338,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2339,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
2340,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2341,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2342,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
2343,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2344,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2345,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
2346,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Water
2347,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2348,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Built-up
2349,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
2350,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2351,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
2352,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2353,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2354,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2355,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2356,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2357,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2358,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2359,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2360,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2361,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2362,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2363,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
2364,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2365,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2366,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
2367,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2368,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2369,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
2370,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2371,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
